,season,tm_code,tm,stat_name,raw_stat,adj_stat,season_raw_stat_mean,season_raw_stat_sd,season_adj_stat_mean,season_adj_stat_sd,rank_asc,rk_group,raw_rtg,raw_rk,adj_rtg,adj_rk
0,2022.0,0.0,Abilene Christian,tm_effective_field_goal_percentage,0.497,0.47933677920604734,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,39.424159556432045,222.5,19.713497480885305,287.0
1,2022.0,1.0,Air Force,tm_effective_field_goal_percentage,0.509,0.5242905902124624,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,55.554988460874874,151.0,79.66257243539046,74.0
2,2022.0,2.0,Akron,tm_effective_field_goal_percentage,0.533,0.5074684908684018,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,83.03753065256151,58.0,57.94109496019713,153.0
3,2022.0,4.0,Alabama A&M,tm_effective_field_goal_percentage,0.413,0.4648444726254323,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,0.08916947943052159,357.5,8.16596901071468,331.0
4,2022.0,303.0,UAB,tm_effective_field_goal_percentage,0.531,0.5253632779007928,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,81.26363612602425,64.0,80.77824817297774,70.0
5,2022.0,5.0,Alabama State,tm_effective_field_goal_percentage,0.481,0.4663215782970401,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,20.83241628398371,281.5,9.03273455688014,326.0
6,2022.0,3.0,Alabama,tm_effective_field_goal_percentage,0.515,0.5107212159339747,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,63.44581448254034,126.0,62.629532222386466,134.0
7,2022.0,6.0,Albany (NY),tm_effective_field_goal_percentage,0.462,0.5011932068625374,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,7.239092968167646,331.5,48.63011943413866,193.0
8,2022.0,7.0,Alcorn State,tm_effective_field_goal_percentage,0.462,0.4735631099688521,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,7.239092968167646,331.5,14.279015188340678,306.0
9,2022.0,8.0,American,tm_effective_field_goal_percentage,0.496,0.4819049284400219,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,38.12197491619709,229.0,22.487377521224893,279.0
10,2022.0,9.0,Appalachian State,tm_effective_field_goal_percentage,0.488,0.4905482269966953,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,28.28948056806815,263.5,33.267907042163294,240.0
11,2022.0,11.0,Arizona State,tm_effective_field_goal_percentage,0.471,0.4900606551145934,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,12.461320759777617,311.5,32.60793328793481,242.0
12,2022.0,10.0,Arizona,tm_effective_field_goal_percentage,0.558,0.5303589983914936,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,96.45096526912458,16.0,85.46579433309309,44.0
13,2022.0,145.0,Little Rock,tm_effective_field_goal_percentage,0.485,0.48271223907305166,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,24.943857727230384,269.5,23.403037419776613,275.0
14,2022.0,14.0,Arkansas-Pine Bluff,tm_effective_field_goal_percentage,0.47,0.47583655846677514,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,11.776604783014427,314.0,16.284616174932193,298.0
15,2022.0,13.0,Arkansas State,tm_effective_field_goal_percentage,0.498,0.48960462135259486,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,40.73827463461198,216.5,31.995536253579647,244.0
16,2022.0,12.0,Arkansas,tm_effective_field_goal_percentage,0.493,0.4851656120795296,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,34.30059756981067,245.0,26.308353840741074,261.0
17,2022.0,15.0,Army,tm_effective_field_goal_percentage,0.494,0.49378141604269477,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,35.55888090641228,239.5,37.76769307514546,225.0
18,2022.0,16.0,Auburn,tm_effective_field_goal_percentage,0.508,0.5204830565230407,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,54.2088970067504,155.0,75.40234151986336,86.0
19,2022.0,17.0,Austin Peay,tm_effective_field_goal_percentage,0.478,0.4862435794315796,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,18.02943361862302,292.5,27.64079965177239,254.0
20,2022.0,19.0,Ball State,tm_effective_field_goal_percentage,0.516,0.5150132260988358,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,64.71667182257454,123.5,68.53111111338572,108.0
21,2022.0,20.0,Baylor,tm_effective_field_goal_percentage,0.529,0.5551564350915624,0.504891061452514,0.029413441895437355,0.5021113709827667,0.02673389924525505,False,D1,79.37942136986673,70.5,97.63825196564156,11.0
