Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,24-3,+32.76,121.8,2,89.0,6,73.2,4,-.048,285,+2.61,111
2,Kentucky,SEC,23-6,+27.67,121.4,3,93.7,21,67.8,153,-.041,272,+8.64,28
3,Baylor,B12,24-5,+26.98,118.4,9,91.4,12,67.7,158,+.022,133,+10.29,13
4,Arizona,P12,25-3,+26.45,117.9,11,91.5,13,73.1,6,+.035,98,+5.69,68
5,Duke,ACC,25-4,+26.01,119.8,6,93.8,22,67.7,160,-.030,251,+5.58,71
6,Kansas,B12,23-5,+25.75,121.0,4,95.3,34,69.7,69,+.027,125,+11.85,2
7,Houston,Amer,23-4,+25.64,117.7,12,92.0,15,64.7,319,-.008,196,+3.72,94
8,Texas Tech,B12,22-7,+24.95,111.5,48,86.6,2,66.9,211,-.018,221,+9.11,23
9,Auburn,SEC,25-4,+24.92,115.1,17,90.2,8,70.3,47,-.033,255,+8.52,30
10,UCLA,P12,21-6,+24.91,116.0,15,91.1,10,66.1,256,-.040,268,+7.41,42
11,Tennessee,SEC,21-7,+24.61,111.9,41,87.3,3,67.9,143,+.019,139,+11.62,5
12,Villanova,BE,21-7,+24.47,119.7,7,95.2,33,62.9,345,+.014,151,+10.57,11
13,Purdue,B10,24-5,+23.48,123.7,1,100.2,106,66.5,230,+.042,87,+7.97,35
14,Texas,B12,21-8,+21.31,113.6,28,92.3,17,63.5,341,-.005,193,+8.02,34
15,Iowa,B10,20-8,+20.97,120.5,5,99.6,93,70.1,53,-.063,309,+5.64,69
16,Saint Mary's,WCC,24-6,+20.07,109.7,72,89.7,7,64.2,335,+.031,111,+6.00,65
17,LSU,SEC,20-9,+19.95,107.6,106,87.7,4,69.3,82,-.038,266,+8.44,31
18,Illinois,B10,19-8,+19.80,114.8,19,95.0,30,67.5,177,+.015,145,+9.97,17
19,Connecticut,BE,20-7,+19.62,114.2,23,94.6,25,66.0,261,-.016,219,+7.10,46
20,Arkansas,SEC,23-6,+19.45,111.0,59,91.5,14,71.0,32,+.023,131,+6.44,56
21,Ohio St.,B10,18-7,+19.33,118.7,8,99.3,87,65.7,271,+.022,134,+10.22,14
22,Alabama,SEC,19-10,+18.99,117.9,10,98.9,82,72.0,14,+.001,173,+12.87,1
23,San Diego St.,MWC,18-7,+17.96,104.4,164,86.4,1,65.6,274,-.015,214,+5.14,80
24,San Francisco,WCC,23-8,+17.66,111.3,51,93.7,20,69.2,88,-.027,245,+4.58,88
25,Boise St.,MWC,23-6,+16.81,109.0,83,92.1,16,65.2,302,+.012,153,+5.54,72
26,Wisconsin,B10,23-5,+16.75,112.2,34,95.5,36,67.2,196,+.150,5,+10.53,12
27,Murray St.,OVC,28-2,+16.71,111.6,46,94.9,27,66.2,255,+.069,51,-3.62,249
28,Seton Hall,BE,18-9,+16.11,110.9,61,94.7,26,68.8,101,-.013,210,+9.51,18
29,Loyola Chicago,MVC,22-7,+15.90,112.8,30,96.9,51,64.8,314,+.008,163,+2.71,109
30,Colorado St.,MWC,23-4,+15.88,114.7,22,98.8,79,66.2,252,+.135,7,+4.59,87
31,Iowa St.,B12,20-9,+15.82,106.8,119,91.0,9,66.6,224,+.036,97,+8.71,27
32,Michigan,B10,15-11,+15.73,114.0,25,98.3,69,66.2,251,-.008,197,+11.32,8
33,USC,P12,25-4,+15.59,112.0,37,96.5,49,66.7,219,+.068,53,+3.64,95
34,Michigan St.,B10,19-9,+15.57,112.0,39,96.4,48,67.9,148,+.052,72,+10.11,16
35,Virginia Tech,ACC,18-11,+15.51,113.8,26,98.3,68,63.2,343,-.073,324,+5.48,74
36,Wake Forest,ACC,22-8,+15.35,112.4,33,97.0,55,70.3,49,+.004,170,+3.62,97
37,Marquette,BE,18-10,+15.33,111.2,53,95.9,41,70.6,40,+.003,171,+9.48,19
38,Providence,BE,24-3,+15.13,112.8,29,97.6,60,65.4,287,+.197,1,+6.27,61
39,North Carolina,ACC,21-8,+14.78,114.1,24,99.3,86,70.7,39,+.082,37,+6.55,54
