Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,26-3,+32.97,121.8,3,88.8,7,72.5,4,-.038,268,+3.80,99
2,Arizona,P12,31-3,+27.19,119.6,5,92.4,20,72.2,8,+.046,78,+6.34,66
3,Kentucky,SEC,26-7,+26.56,120.1,4,93.6,27,67.3,157,-.032,251,+9.09,29
4,Baylor,B12,26-6,+26.32,117.9,9,91.6,14,67.2,170,+.019,137,+10.72,12
5,Houston,Amer,28-5,+25.87,117.2,11,91.4,12,64.0,329,-.007,195,+3.95,96
6,Kansas,B12,28-6,+25.49,119.4,6,93.9,29,69.1,68,+.035,101,+12.03,3
7,UCLA,P12,25-7,+24.84,116.1,14,91.2,11,65.6,258,-.028,242,+8.51,36
8,Tennessee,SEC,25-7,+24.78,111.4,36,86.7,3,67.4,155,+.043,83,+11.71,6
9,Texas Tech,B12,25-9,+24.62,109.7,65,85.1,1,66.5,212,-.025,232,+10.21,18
10,Auburn,SEC,27-5,+24.47,113.6,24,89.1,8,70.0,40,-.039,271,+8.81,33
11,Villanova,BE,26-7,+24.11,117.9,8,93.8,28,62.6,345,+.051,71,+10.78,10
12,Duke,ACC,28-6,+23.71,119.4,7,95.6,44,67.4,150,-.011,204,+6.15,71
13,Iowa,B10,25-9,+23.08,121.8,2,98.8,96,69.7,52,-.055,305,+7.19,54
14,Purdue,B10,27-6,+22.73,122.0,1,99.3,102,65.8,246,+.045,80,+8.48,38
15,Texas,B12,21-11,+20.39,111.8,33,91.4,13,63.1,341,-.044,279,+9.51,21
16,Saint Mary's,WCC,25-7,+19.80,109.7,63,89.9,9,63.5,338,+.037,96,+6.90,58
17,Illinois,B10,22-9,+19.58,113.7,23,94.1,31,67.1,177,+.025,125,+10.24,15
18,Connecticut,BE,23-9,+19.33,113.9,21,94.6,35,64.9,291,-.030,247,+7.55,50
19,LSU,SEC,22-11,+19.09,107.6,89,88.5,5,68.7,92,-.041,274,+9.16,28
20,Arkansas,SEC,25-8,+19.04,111.0,40,92.0,16,70.6,28,+.027,116,+7.98,46
21,San Francisco,WCC,24-9,+18.38,110.7,46,92.4,19,68.7,87,-.029,246,+5.64,79
