Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,8-2,+29.20,120.4,2,91.2,21,72.8,23,-.072,289,-0.58,196
2,Purdue,B10,8-1,+27.78,120.7,1,92.9,39,69.2,140,+.016,162,+5.03,76
3,Baylor,B12,8-0,+27.41,117.1,5,89.7,9,68.9,154,+.022,147,-6.27,323
4,Kansas,B12,7-1,+26.75,118.7,3,92.0,29,71.3,57,-.077,294,+4.32,86
5,Houston,Amer,8-1,+26.73,114.3,12,87.5,2,67.0,255,-.041,244,-1.34,222
6,Villanova,BE,7-2,+25.80,118.2,4,92.4,35,62.8,351,-.071,288,+6.04,54
7,Duke,ACC,7-1,+23.81,114.3,11,90.5,14,70.6,75,+.002,177,+1.71,136
8,UCLA,P12,7-1,+23.59,115.0,8,91.4,22,69.3,136,+.056,93,+1.67,137
9,Arizona,P12,8-0,+23.30,112.9,18,89.6,7,73.9,9,+.029,134,-2.18,240
10,Alabama,SEC,7-1,+23.10,114.5,10,91.4,23,72.9,22,+.000,181,+6.50,47
11,Michigan,B10,6-3,+22.75,112.8,20,90.1,11,67.7,211,+.009,170,+8.48,16
12,Tennessee,SEC,6-2,+22.42,109.6,43,87.2,1,71.0,64,-.026,222,+4.30,87
13,USC,P12,9-0,+22.06,112.2,22,90.2,12,67.6,223,+.067,83,+0.59,163
14,Texas Tech,B12,7-1,+21.62,110.3,36,88.7,5,67.9,206,-.014,203,-10.79,352
15,Illinois,B10,7-2,+21.60,113.5,14,91.9,28,68.9,151,+.037,119,+4.09,92
16,LSU,SEC,8-0,+21.53,110.6,32,89.0,6,70.4,86,+.069,80,+0.08,184
17,Auburn,SEC,7-1,+21.40,112.9,19,91.5,24,71.5,53,-.051,260,+5.01,77
18,Texas,B12,6-2,+21.27,112.9,17,91.6,25,62.3,353,-.081,302,-6.27,324
19,Kentucky,SEC,7-1,+20.36,113.3,16,92.9,40,68.7,163,-.062,278,-11.53,355
20,Ohio St.,B10,7-2,+20.33,115.9,7,95.5,59,67.3,240,+.029,132,+8.35,18
21,Michigan St.,B10,8-2,+20.27,108.9,52,88.6,4,70.6,77,+.101,49,+11.09,9
22,BYU,WCC,8-1,+19.56,111.5,27,91.9,27,69.0,150,+.037,118,+7.11,38
23,Arkansas,SEC,9-0,+18.97,111.8,26,92.9,38,73.0,20,+.021,153,-5.74,317
