Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,1-0,+31.39,118.9,1,87.5,5,75.1,10,+.000,11,-17.18,247
2,Michigan,B10,1-0,+27.85,114.2,3,86.4,2,70.3,223,+.000,11,+4.39,113
3,Kansas,B12,1-0,+26.95,114.1,4,87.2,4,72.5,85,+.000,11,+18.21,48
4,Purdue,B10,1-0,+25.45,114.9,2,89.5,22,69.5,284,+.000,11,-6.76,171
5,Illinois,B10,1-0,+24.83,110.9,14,86.1,1,71.8,132,+.000,11,-15.54,238
6,Baylor,B12,0-0,+24.75,113.2,6,88.4,11,70.0,249,+.000,11,-99.00,288
7,UCLA,P12,1-0,+23.97,112.3,8,88.3,10,69.7,267,+.000,11,-9.19,186
8,Villanova,BE,1-0,+23.02,113.9,5,90.9,37,67.9,340,+.000,11,-15.93,240
9,Duke,ACC,1-0,+22.64,111.2,12,88.6,13,72.2,109,+.000,11,+20.19,39
10,Alabama,SEC,1-0,+21.77,111.8,11,90.0,25,74.6,16,+.000,11,+3.51,115
11,Texas,B12,1-0,+21.62,110.7,15,89.1,19,67.7,342,+.000,11,-26.10,277
12,Tennessee,SEC,1-0,+21.39,109.2,23,87.8,7,69.8,258,+.000,11,-26.22,278
13,Ohio St.,B10,1-0,+21.38,111.8,10,90.4,30,68.1,334,+.000,11,-0.45,128
14,Texas Tech,B12,1-0,+21.08,109.1,26,88.0,8,68.4,325,+.000,11,-10.43,198
15,Houston,Amer,1-0,+20.88,109.9,18,89.0,17,67.5,345,+.000,11,-4.65,148
16,Memphis,Amer,1-0,+20.84,108.0,38,87.1,3,73.4,42,+.000,11,-15.75,239
17,USC,P12,1-0,+20.68,108.9,30,88.2,9,69.9,253,+.000,11,-15.43,236
18,Arkansas,SEC,1-0,+20.60,109.1,24,88.5,12,73.0,63,+.000,11,-5.58,157
19,Kentucky,SEC,0-1,+20.19,110.3,17,90.1,27,71.4,154,+.000,11,+22.64,24
20,Connecticut,BE,1-0,+19.51,108.5,33,89.0,16,70.0,250,+.000,11,-26.39,279
21,Iowa,B10,1-0,+19.27,112.2,9,92.9,59,73.4,44,+.000,11,-11.90,212
22,Florida St.,ACC,1-0,+19.21,109.3,21,90.1,28,73.9,29,+.000,11,-9.44,190
23,Maryland,B10,2-0,+18.84,108.4,36,89.6,23,70.1,240,+.016,8,-9.18,184
24,Auburn,SEC,1-0,+18.74,109.4,20,90.7,34,72.9,64,+.000,11,-5.23,154
25,St. Bonaventure,A10,1-0,+18.58,109.1,25,90.5,32,68.0,338,+.000,11,-13.91,227
26,Michigan St.,B10,0-1,+18.21,107.2,43,88.9,15,72.2,112,+.000,11,+26.95,7
27,Notre Dame,ACC,0-0,+18.20,113.0,7,94.8,94,70.1,238,+.000,11,-99.00,288
