Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,16-2,+32.51,123.4,2,90.9,17,72.6,4,-.052,276,+0.73,155
2,Baylor,B12,18-2,+30.70,118.7,5,88.0,7,67.3,164,-.006,191,+6.18,39
3,Arizona,P12,16-2,+28.48,116.6,11,88.1,8,73.4,2,-.003,187,+4.14,74
4,Purdue,B10,17-3,+27.47,124.6,1,97.1,63,66.3,229,-.006,192,+6.09,44
5,Villanova,BE,15-5,+27.27,118.2,6,90.9,16,60.6,356,-.006,190,+10.31,3
6,Houston,Amer,17-2,+27.14,117.5,8,90.4,14,64.8,302,-.000,183,+1.11,145
7,Kentucky,SEC,16-4,+26.62,119.6,4,93.0,25,68.4,109,-.067,300,+3.22,91
8,Auburn,SEC,19-1,+26.11,115.6,16,89.5,10,68.9,89,+.015,159,+7.27,26
9,Kansas,B12,17-2,+26.05,121.5,3,95.4,51,69.0,86,+.031,117,+8.97,12
10,UCLA,P12,15-2,+25.13,115.7,15,90.5,15,66.9,189,+.028,123,+6.45,36
11,Duke,ACC,16-3,+23.89,116.3,14,92.4,23,68.1,121,-.042,265,+2.20,114
12,LSU,SEC,16-4,+23.50,104.6,134,81.1,1,68.8,93,+.021,149,+8.22,18
13,Texas Tech,B12,15-5,+22.98,109.7,58,86.8,4,65.5,271,-.035,250,+4.19,73
14,Tennessee,SEC,14-5,+22.60,110.6,48,88.0,6,68.6,103,+.017,156,+9.21,11
15,Texas,B12,15-5,+22.22,112.0,33,89.8,13,62.0,347,-.054,280,+1.71,129
16,Illinois,B10,14-5,+21.54,115.1,17,93.5,29,66.6,212,+.010,167,+8.23,17
17,Connecticut,BE,14-4,+20.69,114.7,19,94.0,34,66.5,217,-.044,268,+2.32,113
18,Michigan St.,B10,15-4,+20.00,112.2,31,92.2,21,68.2,115,+.048,96,+8.94,13
19,Alabama,SEC,13-7,+19.51,116.7,10,97.1,64,71.2,24,-.050,275,+11.67,1
20,Iowa,B10,14-6,+18.76,117.8,7,99.0,103,69.9,57,-.052,277,+4.26,71
21,Saint Mary's,WCC,16-4,+18.75,108.3,74,89.6,12,63.8,332,+.037,107,+5.91,48
22,Ohio St.,B10,13-4,+18.57,116.4,13,97.9,77,66.0,252,+.062,73,+8.56,15
23,BYU,WCC,17-5,+18.02,110.9,45,92.9,24,68.3,111,+.029,121,+7.61,21
24,Xavier,BE,14-5,+17.84,111.9,35,94.0,36,69.1,82,+.022,147,+7.52,22
25,Wisconsin,B10,16-3,+17.79,112.2,29,94.4,42,66.7,205,+.150,9,+10.53,2
26,USC,P12,17-3,+17.64,111.3,41,93.7,33,66.6,211,+.013,163,+2.52,106
27,Oklahoma,B12,13-7,+17.27,109.3,61,92.1,20,65.7,262,-.050,274,+7.35,24
28,Michigan,B10,10-7,+17.23,114.1,21,96.9,61,64.9,299,-.031,244,+8.87,14
29,Iowa St.,B12,15-5,+17.22,106.1,108,88.9,9,66.7,207,+.020,151,+6.36,37
30,Loyola Chicago,MVC,16-3,+17.14,111.6,38,94.4,41,63.8,331,+.047,98,+1.78,124
31,Wake Forest,ACC,17-4,+17.05,111.1,44,94.0,37,70.1,51,+.017,155,+1.90,120
32,Indiana,B10,15-5,+16.82,108.3,73,91.5,19,67.2,172,-.010,198,+2.99,98
33,Marquette,BE,15-6,+16.48,108.9,66,92.4,22,70.2,49,+.061,75,+9.59,8
34,San Francisco,WCC,16-5,+16.08,109.1,62,93.0,26,68.0,128,-.027,237,+3.15,92
35,Boise St.,MWC,17-4,+15.86,103.6,156,87.7,5,65.3,284,+.025,133,+4.92,59
36,Arkansas,SEC,15-5,+15.54,110.4,50,94.9,46,71.4,20,+.007,170,+2.64,102
37,North Carolina,ACC,14-6,+15.36,112.4,28,97.1,62,70.4,42,+.059,78,+6.53,34
38,San Diego St.,MWC,11-5,+15.24,101.7,195,86.5,3,65.7,263,+.023,141,+5.74,49
39,Mississippi St.,SEC,13-6,+15.14,113.5,24,98.3,86,65.3,282,-.060,287,+2.52,105
40,UAB,CUSA,17-4,+14.91,110.2,53,95.3,48,69.3,78,-.036,256,-1.35,219
41,Seton Hall,BE,12-7,+14.79,109.1,64,94.3,40,69.9,56,-.044,267,+9.25,10
42,Murray St.,OVC,19-2,+14.78,110.8,47,96.0,57,66.9,191,+.049,93,-3.90,295
43,Florida,SEC,12-8,+14.75,110.2,54,95.4,52,66.7,208,-.069,303,+6.08,45
44,Virginia Tech,ACC,10-10,+14.12,111.4,40,97.3,67,62.7,343,-.162,355,+6.14,43
45,Washington St.,P12,11-7,+14.11,107.4,89,93.3,27,66.3,228,-.150,351,+1.16,143
46,Colorado St.,MWC,16-2,+13.95,114.6,20,100.7,136,66.7,202,+.136,11,+0.28,171
47,Providence,BE,17-2,+13.91,109.9,56,96.0,58,65.2,285,+.223,1,+5.44,52
48,Oregon,P12,12-7,+13.51,113.5,23,100.0,118,66.3,227,+.016,158,+6.71,29
49,Oklahoma St.,B12,10-9,+13.41,103.0,170,89.6,11,68.5,104,-.054,281,+9.60,7
50,Davidson,A10,16-3,+13.38,116.4,12,103.1,180,64.0,324,+.027,130,+1.84,122
51,Texas A&M,SEC,15-5,+13.04,107.0,93,94.0,35,66.4,223,-.012,204,+1.78,125
52,Missouri St.,MVC,15-7,+13.04,113.6,22,100.6,131,66.1,245,-.083,320,+0.62,161
53,Wyoming,MWC,16-3,+12.94,112.7,26,99.7,113,66.0,250,+.100,32,+2.00,116
54,Utah St.,MWC,11-9,+12.88,110.4,52,97.5,70,67.1,179,-.126,345,+6.68,32
55,West Virginia,B12,13-6,+12.88,106.5,104,93.6,32,67.3,163,+.082,46,+7.66,20
56,SMU,Amer,15-4,+12.72,111.6,37,98.9,99,67.8,144,+.063,72,+0.81,152
57,Kansas St.,B12,10-9,+12.60,106.1,109,93.5,28,66.1,247,-.088,328,+7.96,19
58,Creighton,BE,12-6,+12.55,107.0,94,94.5,43,66.7,203,+.070,63,+6.23,38
59,Fresno St.,MWC,14-6,+12.49,106.6,103,94.1,38,61.4,353,-.041,260,+1.87,121
60,Notre Dame,ACC,13-6,+12.40,111.7,36,99.3,106,65.2,286,+.032,113,+6.49,35
