Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Baylor,B12,13-0,+30.11,117.6,5,87.5,4,69.2,151,+.031,127,-2.04,255
2,Gonzaga,WCC,11-2,+29.99,119.6,2,89.6,13,72.8,24,-.058,288,-2.09,257
3,Purdue,B10,12-1,+27.19,121.6,1,94.4,60,68.1,201,+.026,136,+1.52,136
4,Houston,Amer,12-2,+27.03,115.3,8,88.2,8,65.8,306,-.037,252,+1.39,142
5,Kansas,B12,11-1,+26.47,118.4,3,91.9,32,71.9,38,-.033,238,+3.06,93
6,Duke,ACC,11-1,+25.55,116.3,6,90.7,22,70.6,81,-.010,200,-2.17,262
7,Arizona,P12,11-1,+25.09,113.9,15,88.8,11,74.7,4,-.001,180,+1.44,140
8,Kentucky,SEC,11-2,+24.74,115.0,9,90.3,17,69.9,107,-.090,320,-5.11,323
9,Auburn,SEC,12-1,+24.08,112.0,21,87.9,5,71.1,67,-.022,220,+5.28,44
10,UCLA,P12,8-1,+23.84,114.2,14,90.4,18,68.7,177,+.062,78,+3.16,89
11,Villanova,BE,9-4,+23.64,114.9,10,91.3,28,63.2,345,+.003,177,+12.16,7
12,Tennessee,SEC,9-3,+23.52,109.2,42,85.7,2,70.6,79,-.044,262,+4.11,67
13,LSU,SEC,12-1,+22.80,106.5,80,83.7,1,71.6,49,+.041,107,+0.72,157
14,Illinois,B10,9-3,+22.26,114.7,11,92.5,38,68.8,171,-.008,197,+3.54,79
15,Texas,B12,11-2,+21.99,110.5,30,88.5,10,62.3,356,-.035,242,-8.60,354
16,Alabama,SEC,10-3,+21.40,114.5,13,93.1,46,72.3,31,+.018,151,+10.31,10
17,Ohio St.,B10,9-2,+21.28,115.5,7,94.3,57,67.2,244,+.027,130,+9.17,14
18,Michigan St.,B10,12-2,+21.10,111.8,22,90.7,21,70.4,91,+.106,34,+9.24,13
19,USC,P12,12-0,+20.94,110.9,26,89.9,15,67.3,242,+.067,71,+0.17,175
20,Texas Tech,B12,10-2,+20.62,109.0,44,88.4,9,66.1,301,-.017,211,-9.29,356
21,Michigan,B10,7-5,+19.45,112.3,20,92.8,43,66.6,276,-.045,265,+7.66,23
22,Iowa,B10,10-3,+19.17,117.8,4,98.6,115,71.9,43,-.042,258,-3.25,284
23,Loyola Chicago,MVC,9-2,+19.10,113.0,18,93.9,53,65.0,326,-.007,195,+1.08,149
24,Connecticut,BE,10-3,+19.05,110.1,36,91.1,25,67.9,209,-.038,253,+0.01,185
25,Virginia Tech,ACC,8-5,+18.95,109.9,38,91.0,23,64.6,332,-.122,336,+4.23,64
26,Xavier,BE,11-2,+18.71,110.4,32,91.7,30,71.2,65,+.074,65,+3.12,91
27,BYU,WCC,12-3,+18.27,110.4,31,92.1,33,69.8,110,-.006,193,+6.92,29
28,Florida,SEC,9-3,+17.91,109.1,43,91.2,26,69.4,135,-.045,264,+0.07,182
29,North Carolina,ACC,10-3,+17.39,113.6,16,96.2,77,71.0,72,+.063,77,+4.38,61
30,Seton Hall,BE,9-3,+17.38,108.9,46,91.6,29,71.5,53,-.027,230,+7.02,28
31,Memphis,Amer,7-5,+17.19,110.0,37,92.8,41,73.4,16,-.121,335,+6.22,33
32,Indiana,B10,10-3,+17.18,107.0,73,89.8,14,69.3,147,-.050,274,-1.16,221
33,Saint Mary's,WCC,12-3,+16.43,105.6,88,89.2,12,66.0,302,+.032,124,+3.93,69
34,Colorado St.,MWC,10-0,+16.29,113.5,17,97.2,94,69.1,161,+.050,92,-0.97,214
35,San Francisco,WCC,13-1,+16.16,106.6,78,90.4,19,68.8,172,+.047,97,+0.11,180
36,Oklahoma,B12,11-2,+15.90,107.8,62,91.9,31,67.3,239,+.012,156,-1.94,247
37,Clemson,ACC,9-4,+15.86,111.2,24,95.3,70,67.1,251,-.080,311,+3.20,86
38,Mississippi St.,SEC,10-3,+15.84,110.7,28,94.9,66,65.3,321,-.048,270,-0.21,192
39,Wisconsin,B10,10-2,+15.45,108.1,51,92.7,39,66.2,297,+.134,21,+5.93,36
40,Providence,BE,13-1,+15.41,108.1,50,92.7,40,67.0,254,+.148,16,+4.84,54
41,Iowa St.,B12,12-1,+15.32,103.5,127,88.2,7,67.9,211,+.005,170,-4.74,316
42,Florida St.,ACC,7-4,+15.28,107.5,65,92.2,34,69.3,145,+.003,176,+4.68,57
43,Northwestern,B10,8-3,+15.13,108.1,53,92.9,44,68.8,174,-.108,330,-3.49,299
44,San Diego St.,MWC,9-3,+14.95,103.0,137,88.0,6,66.6,278,+.070,67,+4.33,62
45,West Virginia,B12,11-2,+14.89,106.2,81,91.3,27,67.4,234,+.083,53,+1.57,135
46,Arkansas,SEC,10-3,+13.88,109.3,41,95.4,71,73.2,19,+.036,117,-2.07,256
47,Creighton,BE,10-3,+13.74,108.0,57,94.2,56,67.1,247,+.020,144,+2.64,106
48,UAB,CUSA,12-3,+13.65,107.8,61,94.2,55,69.9,108,-.075,305,-5.21,325
49,UCF,Amer,9-3,+13.56,108.8,47,95.2,69,68.5,183,+.007,165,+1.03,150
50,Washington St.,P12,8-5,+13.31,105.8,85,92.5,37,67.7,220,-.154,347,-1.35,226
51,Boise St.,MWC,10-4,+13.20,103.4,129,90.2,16,66.8,264,-.060,290,+2.39,113
52,Oklahoma St.,B12,7-4,+12.97,103.6,123,90.6,20,70.5,84,-.045,266,+1.41,141
53,Louisville,ACC,9-4,+12.66,103.7,120,91.1,24,69.7,119,+.022,142,+4.47,60
54,Belmont,OVC,10-3,+12.62,109.6,39,97.0,90,70.4,92,+.092,45,+4.30,63
55,Davidson,A10,10-2,+12.58,111.5,23,98.9,122,65.4,318,-.007,194,-0.84,210
56,Maryland,B10,8-4,+12.33,106.0,83,93.7,50,69.1,160,-.015,206,+1.69,132
57,Oregon,P12,8-6,+12.07,110.3,33,98.2,104,66.2,299,-.024,225,+5.08,47
58,TCU,B12,10-1,+11.97,106.1,82,94.1,54,66.9,257,+.098,39,-4.59,314
59,Notre Dame,ACC,7-5,+11.52,110.3,34,98.7,120,66.6,281,-.035,240,+4.22,65
60,SMU,Amer,11-3,+11.47,110.2,35,98.7,118,69.1,162,+.049,93,-2.19,263
61,Utah St.,MWC,9-5,+11.43,108.0,58,96.5,84,68.3,189,-.079,308,+2.69,103
62,Texas A&M,SEC,11-2,+11.42,105.0,96,93.6,49,67.3,238,+.011,157,-5.94,335
63,Kansas St.,B12,8-4,+11.21,104.1,112,92.8,42,67.4,237,-.094,324,-2.96,279
64,Fresno St.,MWC,10-4,+11.17,104.2,106,93.0,45,62.6,352,-.043,261,+0.47,165
65,Wake Forest,ACC,11-3,+11.03,109.3,40,98.3,107,70.2,98,+.011,159,-2.85,277
66,Virginia,ACC,8-5,+11.02,105.3,95,94.3,58,59.6,358,-.024,223,+0.14,176
67,St. Bonaventure,A10,8-3,+10.92,109.0,45,98.1,101,67.0,255,+.154,11,+1.80,129
68,Minnesota,B10,10-1,+10.50,105.4,92,94.9,64,67.2,243,+.081,57,+0.44,166
69,Missouri St.,MVC,10-5,+10.35,107.8,63,97.5,96,67.1,248,-.094,323,-3.31,287
70,Syracuse,ACC,7-6,+10.27,112.4,19,102.1,188,69.6,124,-.017,209,+5.54,39
71,Vanderbilt,SEC,8-4,+10.09,104.5,102,94.4,59,66.8,269,-.041,256,-1.77,240
72,Murray St.,OVC,11-2,+10.05,107.3,70,97.2,95,69.4,143,+.048,95,+0.51,164
73,Rhode Island,A10,9-3,+10.02,105.6,87,95.6,73,66.4,287,-.011,202,-0.73,207
74,North Texas,CUSA,8-3,+9.85,102.2,153,92.3,36,61.1,357,-.044,263,+3.34,84
75,Wichita St.,Amer,9-4,+9.84,102.1,155,92.3,35,69.0,166,+.033,119,+1.58,134
76,Saint Louis,A10,9-4,+9.83,107.4,68,97.5,99,70.1,102,-.036,245,+2.57,108
77,VCU,A10,7-4,+9.72,96.1,271,86.4,3,69.0,165,+.005,172,+4.96,53
78,Santa Clara,WCC,10-5,+9.55,107.9,59,98.4,111,71.3,61,-.068,297,-0.25,194
79,Colorado,P12,9-3,+9.50,105.5,91,96.0,75,66.3,292,+.101,37,-1.98,251
80,Louisiana Tech,CUSA,11-3,+9.50,108.0,56,98.5,113,68.9,170,+.105,35,+1.72,130
81,Chattanooga,SC,11-3,+9.45,110.7,29,101.3,166,63.2,344,-.017,210,+0.05,183
82,Penn St.,B10,6-5,+9.36,105.8,84,96.4,80,62.8,350,-.001,181,+4.80,55
83,St. John's,BE,8-3,+9.28,106.9,76,97.6,100,73.5,12,+.010,161,-7.20,345
84,Drake,MVC,10-5,+9.17,107.4,67,98.3,105,66.7,270,-.071,301,-2.12,258
85,Wyoming,MWC,11-2,+8.80,108.4,48,99.6,140,66.6,275,+.085,51,-1.63,234
86,Stanford,P12,8-4,+8.80,105.4,94,96.6,85,69.7,122,+.152,14,+3.96,68
87,Marquette,BE,8-6,+8.75,103.8,119,95.0,68,73.2,18,+.043,104,+8.55,18
88,South Dakota St.,Sum,12-4,+8.70,114.6,12,105.9,279,72.4,28,+.069,68,+1.70,131
89,Nevada,MWC,7-5,+8.70,107.1,72,98.4,110,72.2,33,+.052,90,+3.86,71
90,Cincinnati,Amer,10-4,+8.51,102.0,159,93.4,48,67.5,231,-.024,224,-2.97,280
