Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,6-0,+33.43,121.6,1,88.2,6,71.6,60,+.012,165,-4.99,274
2,Kansas,B12,3-0,+27.46,116.0,4,88.5,10,70.2,121,+.009,167,+0.05,178
3,Purdue,B10,5-0,+27.01,118.5,2,91.5,37,68.7,222,+.065,108,+3.93,121
4,Baylor,B12,4-0,+26.21,114.5,6,88.3,7,70.6,94,+.000,178,-13.73,346
5,Michigan,B10,3-2,+24.52,112.8,9,88.3,8,68.0,253,-.047,245,+7.68,73
6,Houston,Amer,4-1,+23.55,111.7,14,88.2,5,65.8,333,-.078,277,+5.58,96
7,Villanova,BE,3-2,+23.50,117.3,3,93.8,58,64.7,347,-.129,326,+11.77,34
8,Duke,ACC,6-0,+23.48,113.1,8,89.7,20,70.3,115,+.022,149,-5.54,284
9,UCLA,P12,5-1,+22.74,112.8,10,90.1,23,70.5,98,+.064,110,-0.61,194
10,Texas Tech,B12,5-0,+21.60,110.7,21,89.1,16,67.7,267,+.031,136,-17.37,355
11,Tennessee,SEC,3-1,+21.57,109.6,31,88.0,4,70.5,99,+.018,153,+4.26,114
12,Illinois,B10,3-2,+21.47,108.8,37,87.4,2,70.5,100,-.064,268,+3.42,132
13,Florida,SEC,4-0,+21.42,110.8,19,89.4,17,68.8,211,+.017,157,+2.07,149
14,Kentucky,SEC,4-1,+21.28,112.2,12,90.9,33,69.5,162,-.080,282,-6.05,291
15,Texas,B12,3-1,+21.26,111.3,16,90.0,22,65.6,337,-.035,230,-9.83,333
16,Alabama,SEC,4-0,+21.08,112.3,11,91.2,35,73.9,9,+.053,117,-0.38,188
17,Memphis,Amer,4-0,+20.90,108.0,48,87.1,1,75.2,3,+.025,143,-7.29,304
18,Arizona,P12,5-0,+20.57,109.3,33,88.7,14,72.3,38,+.070,100,-0.97,200
19,USC,P12,4-0,+20.56,110.3,28,89.7,21,70.0,132,+.075,94,-5.65,287
20,Ohio St.,B10,4-1,+20.40,113.6,7,93.2,51,67.7,268,+.089,81,+4.01,119
21,Michigan St.,B10,3-1,+20.37,108.3,47,87.9,3,71.7,59,-.044,241,+1.60,158
22,Connecticut,BE,4-0,+20.29,109.9,29,89.6,19,69.4,169,+.001,177,-19.49,357
23,Florida St.,ACC,4-1,+20.16,108.8,38,88.7,12,70.1,126,+.034,133,+5.45,98
24,Arkansas,SEC,5-0,+20.09,110.4,26,90.3,24,72.5,35,+.007,168,+1.20,163
25,LSU,SEC,5-0,+20.07,110.5,23,90.4,26,71.6,61,+.019,152,-6.01,289
26,Virginia Tech,ACC,5-0,+19.98,110.6,22,90.7,30,66.5,309,+.000,180,-10.92,338
27,BYU,WCC,4-0,+19.69,110.4,25,90.7,32,68.0,252,+.125,54,+7.77,71
28,Iowa,B10,5-0,+19.67,114.8,5,95.1,79,72.6,29,+.001,175,-15.82,351
29,St. Bonaventure,A10,5-0,+18.72,109.3,34,90.5,28,66.3,318,+.119,59,+2.59,139
30,Auburn,SEC,3-0,+18.52,109.6,30,91.1,34,70.9,79,+.039,126,-4.96,273
31,Indiana,B10,5-0,+17.98,106.3,70,88.4,9,70.0,130,+.097,77,-8.93,321
32,Seton Hall,BE,3-1,+17.98,108.3,46,90.3,25,70.1,129,-.047,244,+7.58,74
33,Xavier,BE,4-0,+17.85,109.2,36,91.3,36,69.7,140,+.159,36,-3.13,242
34,Loyola Chicago,MVC,4-0,+17.54,110.7,20,93.2,52,69.0,196,+.052,119,-18.18,356
35,Wisconsin,B10,4-1,+16.82,105.5,79,88.7,13,67.0,297,+.016,159,+0.46,173
