Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,17-2,+32.74,123.4,2,90.7,17,73.3,3,-.052,276,+0.20,168
2,Baylor,B12,19-3,+28.42,118.8,5,90.3,16,67.5,167,-.005,193,+7.00,31
3,Kentucky,SEC,18-4,+27.88,119.4,4,91.5,19,68.8,104,-.052,277,+4.45,72
4,Arizona,P12,17-2,+27.88,115.8,13,87.9,7,73.3,2,+.004,175,+3.20,96
5,Auburn,SEC,21-1,+27.73,116.8,10,89.1,11,69.7,76,+.008,168,+8.06,22
6,Houston,Amer,19-2,+27.36,116.4,12,89.1,10,65.0,307,+.010,163,+1.53,132
7,Purdue,B10,19-3,+27.10,125.5,1,98.4,87,66.6,230,+.010,162,+6.48,39
8,Villanova,BE,16-6,+26.02,117.9,6,91.8,21,61.2,356,-.013,210,+10.54,4
9,UCLA,P12,16-2,+25.59,114.5,17,88.9,9,67.4,174,+.022,139,+6.12,43
10,Kansas,B12,18-3,+24.88,119.8,3,94.9,45,69.2,90,+.054,82,+10.38,8
11,Texas Tech,B12,17-5,+24.79,110.1,54,85.3,3,66.5,238,-.029,246,+5.43,54
12,Duke,ACC,18-3,+24.64,114.9,16,90.2,14,68.1,141,-.033,254,+3.24,95
13,Tennessee,SEC,15-6,+22.58,110.7,49,88.1,8,68.5,116,-.001,186,+9.86,10
14,Texas,B12,16-6,+21.26,110.7,48,89.4,12,62.5,347,-.042,268,+3.69,80
15,Illinois,B10,16-5,+21.21,113.9,19,92.6,26,66.9,205,+.032,125,+8.32,19
16,LSU,SEC,16-6,+21.15,105.0,121,83.9,1,69.1,92,-.018,219,+8.24,21
17,Michigan St.,B10,17-4,+19.92,112.5,29,92.6,25,68.3,132,+.059,76,+8.68,16
18,Alabama,SEC,14-8,+19.73,117.3,8,97.6,75,71.6,18,-.031,251,+12.93,1
19,Connecticut,BE,15-5,+19.72,112.3,30,92.6,24,66.1,259,-.053,278,+3.08,101
20,Saint Mary's,WCC,17-4,+19.10,109.0,66,89.9,13,63.7,336,+.031,130,+4.95,65
21,Ohio St.,B10,13-5,+18.75,116.9,9,98.2,83,66.3,242,+.032,127,+9.54,12
22,Iowa,B10,14-7,+18.37,117.5,7,99.1,106,70.2,54,-.074,302,+5.08,62
23,Xavier,BE,16-5,+17.85,111.8,34,93.9,37,69.3,89,+.043,103,+7.71,24
24,Indiana,B10,16-5,+17.44,107.7,81,90.3,15,67.5,170,-.006,194,+3.36,91
25,Iowa St.,B12,16-6,+17.30,105.0,122,87.7,6,66.9,211,+.005,173,+6.54,38
26,Marquette,BE,16-7,+17.19,109.5,60,92.3,23,70.7,41,+.040,110,+10.44,7
27,USC,P12,18-3,+17.02,112.1,32,95.1,47,67.0,202,+.019,147,+2.10,117
28,BYU,WCC,17-6,+16.97,110.3,53,93.3,31,68.8,100,+.004,176,+7.25,28
29,Wisconsin,B10,17-4,+16.90,111.5,36,94.6,42,67.1,191,+.144,9,+10.62,3
30,Boise St.,MWC,17-4,+16.56,103.9,141,87.4,5,65.4,288,+.025,136,+5.55,51
31,Arkansas,SEC,17-5,+16.17,110.5,51,94.3,39,72.0,16,+.011,157,+2.79,106
32,San Diego St.,MWC,12-5,+16.01,101.2,205,85.1,2,66.0,265,+.018,148,+5.21,59
33,Loyola Chicago,MVC,17-4,+15.94,110.6,50,94.7,44,64.6,320,+.031,128,+1.73,124
34,Utah St.,MWC,13-9,+15.80,110.8,46,95.0,46,67.5,171,-.125,347,+6.25,42
35,Washington St.,P12,12-7,+15.66,107.8,79,92.1,22,66.2,250,-.146,353,+1.30,136
36,San Francisco,WCC,17-5,+15.59,109.2,63,93.6,33,68.4,124,-.012,206,+3.18,97
37,North Carolina,ACC,16-6,+15.55,113.2,23,97.7,80,70.8,39,+.069,63,+5.94,46
38,Murray St.,OVC,20-2,+15.49,111.0,42,95.6,50,67.4,177,+.051,87,-3.56,275
39,Oklahoma,B12,13-9,+15.44,109.4,62,94.0,38,65.9,266,-.058,283,+8.51,18
40,Mississippi St.,SEC,14-7,+15.20,113.1,24,97.9,82,65.6,277,-.028,243,+4.16,75
41,Michigan,B10,11-8,+14.99,113.6,20,98.6,96,65.8,272,-.019,221,+8.72,15
42,Virginia Tech,ACC,12-10,+14.89,113.3,22,98.4,89,63.2,341,-.136,350,+5.54,52
43,Wake Forest,ACC,18-5,+14.76,111.4,38,96.6,63,70.2,55,+.038,111,+1.71,125
44,Seton Hall,BE,13-7,+14.51,108.3,74,93.8,35,69.8,71,-.030,247,+8.55,17
45,TCU,B12,15-4,+14.50,106.1,106,91.6,20,65.8,271,+.101,28,+4.96,64
46,Fresno St.,MWC,15-6,+14.46,107.3,85,92.9,28,61.5,355,-.043,270,+1.65,128
47,Florida,SEC,14-8,+14.43,110.7,47,96.3,59,66.7,228,-.035,260,+5.93,47
48,Providence,BE,19-2,+14.26,110.5,52,96.2,57,65.5,283,+.234,1,+6.06,44
49,UAB,CUSA,17-5,+14.11,110.0,56,95.9,52,69.5,82,-.059,287,-1.01,202
50,Colorado St.,MWC,16-3,+13.89,114.3,18,100.4,134,67.3,184,+.105,24,+1.24,138
51,Missouri St.,MVC,17-7,+13.58,112.9,26,99.4,114,66.7,223,-.075,303,+0.21,167
52,Oregon,P12,13-7,+13.53,113.1,25,99.5,118,66.7,218,+.017,150,+5.51,53
53,Wyoming,MWC,17-3,+13.53,112.7,28,99.2,110,66.5,237,+.108,22,+2.19,115
54,Davidson,A10,18-3,+13.22,116.8,11,103.6,198,64.8,312,+.037,113,+1.41,134
55,Dayton,A10,15-7,+13.08,106.7,93,93.6,32,64.2,330,-.032,253,+1.15,140
56,Belmont,OVC,17-5,+12.97,112.2,31,99.3,111,69.4,86,+.053,83,+0.68,148
57,Saint Louis,A10,15-6,+12.90,109.6,58,96.7,66,68.7,110,-.028,244,+2.32,112
58,West Virginia,B12,13-8,+12.79,106.7,94,93.9,36,67.6,163,+.041,109,+9.26,13
59,SMU,Amer,16-4,+12.63,111.2,41,98.6,95,68.1,142,+.069,61,+0.64,150
60,Oklahoma St.,B12,10-11,+12.61,103.7,147,91.1,18,68.7,108,-.083,321,+10.49,6
61,Memphis,Amer,11-8,+12.54,108.2,75,95.7,51,71.4,23,-.085,325,+5.77,48
62,Creighton,BE,13-7,+12.41,106.1,104,93.7,34,66.9,212,+.067,64,+7.37,27
63,Furman,SC,17-7,+12.39,112.7,27,100.3,132,66.1,257,-.036,262,-0.17,181
64,Toledo,MAC,18-4,+12.25,111.3,40,99.0,103,69.7,72,+.045,97,-0.60,190
65,Clemson,ACC,12-9,+12.21,110.8,45,98.6,94,66.9,206,-.089,328,+4.63,70
66,Miami FL,ACC,16-6,+12.07,113.5,21,101.4,158,67.8,152,+.100,29,+5.99,45
67,North Texas,CUSA,15-4,+11.97,106.6,98,94.6,43,59.7,357,+.029,132,+2.21,114
68,Iona,MAAC,18-3,+11.69,108.2,76,96.5,62,70.4,50,+.052,86,+0.57,153
69,Texas A&M,SEC,15-7,+11.64,107.6,82,95.9,53,66.7,222,-.025,233,+3.06,103
70,Kansas St.,B12,11-10,+11.63,106.0,109,94.3,40,66.1,256,-.072,299,+8.25,20
71,Chattanooga,SC,18-5,+11.49,111.9,33,100.4,137,64.5,322,+.018,149,+0.66,149
72,Notre Dame,ACC,15-7,+11.21,108.9,68,97.7,79,65.5,281,+.057,78,+7.19,29
73,Northwestern,B10,10-10,+11.11,109.6,59,98.5,90,67.4,178,-.141,351,+6.55,37
74,Santa Clara,WCC,14-8,+10.95,111.6,35,100.7,140,71.5,19,-.026,237,+2.69,107
75,Cincinnati,Amer,15-6,+10.86,103.7,146,92.9,27,67.5,172,-.015,213,+0.31,159
76,Vermont,AE,17-4,+10.32,110.9,44,100.6,139,65.4,296,-.014,212,-4.12,290
77,Syracuse,ACC,11-11,+9.94,115.3,15,105.4,234,68.1,143,-.059,286,+6.97,32
78,Ohio,MAC,17-3,+9.55,106.3,103,96.7,65,67.3,183,+.103,25,-2.98,263
79,South Dakota St.,Sum,20-4,+9.51,115.6,14,106.1,247,71.1,29,+.070,58,-2.32,243
80,Penn St.,B10,9-9,+9.41,105.7,111,96.3,60,62.3,349,+.008,167,+9.87,9
81,Wichita St.,Amer,11-8,+9.40,102.3,184,92.9,29,67.6,165,-.042,267,+4.49,71
82,Louisiana Tech,CUSA,16-5,+9.28,108.5,72,99.2,108,68.2,133,+.028,134,-1.48,215
83,VCU,A10,13-7,+9.27,96.2,291,86.9,4,67.3,182,+.083,51,+6.30,41
84,Florida St.,ACC,13-8,+9.26,106.8,91,97.6,76,67.1,192,+.062,69,+7.00,30
85,Richmond,A10,14-8,+9.19,108.7,70,99.5,117,67.8,155,-.003,191,+3.60,83
86,Drake,MVC,17-6,+9.15,109.2,64,100.0,127,66.2,251,+.032,124,+0.61,151
87,UCF,Amer,12-7,+8.66,107.8,78,99.2,107,67.6,164,+.022,140,+3.36,90
88,Stanford,P12,13-7,+8.62,104.8,125,96.1,55,67.7,159,+.176,5,+8.82,14
89,Towson,CAA,16-6,+8.61,109.9,57,101.3,152,64.4,328,-.026,238,-1.96,231
90,Maryland,B10,11-11,+8.61,106.4,100,97.8,81,66.7,225,-.028,242,+7.61,25
91,St. John's,BE,11-9,+8.60,107.5,83,98.9,100,73.2,4,-.058,284,+3.44,87
92,Vanderbilt,SEC,11-10,+8.58,103.8,143,95.3,49,66.5,235,-.055,281,+5.57,50
93,Virginia,ACC,13-9,+8.34,107.2,86,98.9,99,58.8,358,-.001,184,+3.61,81
94,St. Bonaventure,A10,12-6,+8.02,110.1,55,102.0,166,65.5,282,+.106,23,+3.48,86
95,Minnesota,B10,11-8,+7.98,108.5,71,100.6,138,64.6,318,+.050,89,+7.73,23
96,Colorado,P12,13-8,+7.79,103.8,144,96.0,54,67.1,193,+.060,73,+4.99,63
97,New Mexico St.,WAC,17-3,+7.74,106.7,95,98.9,101,66.8,217,+.203,2,+1.58,130
98,Northern Iowa,MVC,12-9,+7.32,108.2,77,100.8,146,67.6,162,-.078,309,+2.42,111
99,Bradley,MVC,12-11,+7.15,104.3,133,97.1,71,67.7,158,-.121,346,+1.80,120
100,South Carolina,SEC,13-8,+7.11,100.1,219,93.0,30,70.2,53,+.084,48,+6.36,40
101,Liberty,ASun,15-7,+6.97,107.1,89,100.2,130,64.6,317,-.038,264,-2.76,258
102,UNLV,MWC,13-9,+6.79,106.1,105,99.3,113,67.4,180,+.015,151,+3.07,102
103,Mississippi,SEC,12-10,+6.74,103.6,148,96.9,67,65.7,275,+.006,169,+5.42,56
104,Rutgers,B10,12-9,+6.63,101.8,190,95.2,48,65.6,279,-.000,179,+3.42,88
105,George Mason,A10,11-8,+6.48,106.3,102,99.8,123,65.1,303,-.082,320,+0.28,161
106,Rhode Island,A10,12-8,+6.30,100.7,207,94.4,41,65.9,269,-.089,330,-0.80,198
107,Tulane,Amer,9-10,+5.86,105.5,113,99.6,120,67.9,148,-.080,316,+3.73,79
108,DePaul,BE,10-10,+5.77,105.2,120,99.4,115,69.3,88,-.033,255,+5.15,60
109,Wofford,SC,13-10,+5.76,108.9,67,103.2,184,65.0,308,-.090,331,+0.03,174
110,Wagner,NEC,14-2,+5.72,104.0,140,98.3,85,68.2,137,+.122,16,-6.55,342
111,Oakland,Horz,16-5,+5.52,104.0,139,98.5,92,69.4,84,+.091,39,-0.72,193
112,Utah Valley,WAC,14-6,+5.48,105.3,116,99.8,124,64.9,310,-.017,218,-2.17,237
113,Grand Canyon,WAC,14-5,+5.36,102.6,175,97.3,72,65.4,292,+.006,171,-4.71,310
114,N.C. State,ACC,10-13,+5.15,111.4,39,106.2,251,67.1,194,-.071,297,+5.08,61
115,Hofstra,CAA,13-8,+5.14,108.4,73,103.2,187,68.6,113,+.013,153,+3.14,98
116,Jacksonville St.,ASun,15-6,+5.14,105.9,110,100.8,143,65.7,273,+.005,172,-1.76,222
