Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,15-2,+31.75,123.0,2,91.2,15,73.8,3,-.051,273,+1.05,141
2,Baylor,B12,16-2,+28.30,119.0,5,90.7,13,68.4,149,-.005,196,+4.67,59
3,Arizona,P12,15-1,+28.12,116.4,13,88.2,4,74.1,2,+.002,172,+2.23,108
4,Kentucky,SEC,15-3,+27.13,119.2,4,92.1,18,69.4,105,-.074,302,+0.79,154
5,Villanova,BE,13-5,+26.61,117.1,9,90.5,12,61.5,355,-.014,219,+11.54,2
6,Auburn,SEC,17-1,+26.49,115.7,15,89.2,8,70.7,57,-.003,189,+6.92,25
7,Purdue,B10,15-3,+26.43,123.6,1,97.2,70,67.7,191,-.012,212,+5.32,46
8,Kansas,B12,15-2,+26.33,120.3,3,93.9,35,69.8,83,+.000,177,+7.41,18
9,Houston,Amer,16-2,+26.30,117.9,7,91.6,16,65.8,297,+.001,176,+1.70,125
10,LSU,SEC,15-3,+24.63,105.9,115,81.2,1,69.9,77,+.015,154,+7.16,21
11,Duke,ACC,14-3,+24.08,117.3,8,93.2,27,69.1,118,-.062,287,+1.48,133
12,Illinois,B10,13-4,+23.88,116.7,11,92.8,20,67.7,189,-.004,191,+7.12,23
13,UCLA,P12,12-2,+22.82,115.2,18,92.3,19,67.7,186,+.027,135,+4.29,62
14,Texas Tech,B12,14-4,+22.13,109.1,63,86.9,2,65.7,300,-.015,221,+1.65,126
15,Tennessee,SEC,12-5,+21.76,110.1,53,88.4,6,69.6,92,-.005,195,+8.35,12
16,Alabama,SEC,12-6,+21.10,116.7,10,95.6,52,71.9,25,-.041,257,+12.79,1
17,Texas,B12,13-5,+20.62,112.6,30,92.0,17,62.2,351,-.074,303,-0.19,182
18,Connecticut,BE,13-4,+20.09,113.2,26,93.1,25,67.5,199,-.044,266,+2.66,98
19,Xavier,BE,14-3,+19.60,113.5,23,93.9,34,70.1,73,+.067,72,+6.66,27
20,Loyola Chicago,MVC,14-2,+19.07,114.3,21,95.2,46,64.6,326,+.049,99,+1.34,138
21,Iowa,B10,13-5,+18.91,118.9,6,100.0,110,70.9,45,-.044,270,+3.02,92
22,Ohio St.,B10,12-4,+18.82,115.4,17,96.6,61,67.1,226,+.060,86,+9.21,7
23,Michigan St.,B10,14-3,+18.48,111.7,34,93.2,28,69.2,114,+.082,49,+7.00,24
24,Wisconsin,B10,15-2,+18.48,112.7,29,94.2,36,67.0,235,+.160,7,+10.06,3
25,BYU,WCC,16-4,+18.42,111.2,42,92.8,21,69.0,122,+.061,84,+7.93,16
26,Indiana,B10,14-4,+18.39,108.3,78,90.0,11,67.9,175,-.021,228,+2.60,101
27,USC,P12,15-2,+18.06,111.3,38,93.3,29,67.6,193,+.045,108,+2.26,107
28,Iowa St.,B12,14-4,+17.95,106.3,105,88.3,5,67.8,182,-.001,182,+5.08,51
29,Seton Hall,BE,11-5,+17.69,112.5,32,94.8,44,70.9,46,-.067,291,+8.91,8
30,Michigan,B10,8-7,+17.18,113.5,24,96.3,58,65.6,304,-.067,292,+8.73,9
31,Virginia Tech,ACC,10-7,+16.68,111.1,44,94.4,41,63.7,338,-.117,339,+4.95,55
32,Oklahoma,B12,12-6,+16.55,109.9,55,93.3,30,66.4,265,-.060,286,+5.13,50
33,San Diego St.,MWC,10-3,+16.49,105.0,132,88.5,7,66.2,276,+.056,91,+4.25,63
34,Saint Mary's,WCC,14-4,+16.35,106.0,112,89.7,10,64.9,319,+.024,140,+4.78,58
35,Florida,SEC,11-6,+16.08,111.3,39,95.2,45,68.0,173,-.056,284,+5.01,53
36,San Francisco,WCC,15-4,+16.02,108.9,67,92.9,22,69.0,123,+.002,173,+3.27,83
37,North Carolina,ACC,12-5,+15.77,113.9,22,98.2,80,70.8,50,+.048,104,+5.46,44
38,Arkansas,SEC,13-5,+15.53,111.3,40,95.7,55,72.2,16,-.019,222,+1.49,131
39,Marquette,BE,13-6,+15.00,108.9,68,93.9,33,71.0,41,+.052,96,+9.32,6
40,Murray St.,OVC,16-2,+14.66,111.1,43,96.4,59,67.4,211,+.036,124,-2.75,273
41,Wake Forest,ACC,15-4,+14.65,110.0,54,95.4,49,70.0,74,+.025,138,+1.84,123
42,Colorado St.,MWC,14-1,+14.45,114.6,19,100.1,114,67.3,221,+.163,6,-0.60,202
43,UAB,CUSA,15-4,+14.21,110.8,47,96.6,62,69.7,85,-.070,294,-3.38,294
44,Mississippi St.,SEC,12-5,+14.17,113.2,25,99.1,96,65.6,303,-.045,271,+1.40,136
45,Davidson,A10,15-2,+14.11,115.8,14,101.7,147,64.8,322,+.045,109,+1.50,130
46,Boise St.,MWC,14-4,+13.88,104.8,137,90.9,14,66.2,280,-.010,208,+2.64,100
47,Creighton,BE,11-5,+13.85,109.3,59,95.4,50,67.4,208,+.075,54,+6.44,33
48,West Virginia,B12,13-4,+13.81,106.7,98,92.9,23,67.6,194,+.112,25,+5.53,40
49,Providence,BE,15-2,+13.42,109.7,56,96.3,57,66.1,284,+.218,1,+5.17,49
50,Oklahoma St.,B12,10-7,+13.41,102.7,177,89.3,9,69.5,100,-.010,207,+8.17,13
51,Oregon,P12,11-6,+13.30,113.1,27,99.8,106,66.5,262,+.049,101,+7.29,19
52,Washington St.,P12,10-7,+13.21,107.4,91,94.2,37,67.1,227,-.159,354,+0.77,156
53,Florida St.,ACC,12-5,+12.94,108.2,81,95.3,47,67.8,181,+.092,43,+5.89,35
54,Memphis,Amer,9-8,+12.88,108.6,73,95.7,54,72.2,18,-.116,337,+6.26,34
