Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Baylor,B12,15-1,+30.02,120.6,4,90.6,10,69.7,126,+.006,169,+3.35,79
2,Gonzaga,WCC,12-2,+30.00,122.4,2,92.4,17,73.8,11,-.058,289,-2.60,274
3,Houston,Amer,14-2,+27.12,119.2,6,92.1,14,66.3,305,-.021,217,+1.81,123
4,Villanova,BE,12-4,+26.44,118.7,7,92.2,15,62.5,353,+.022,143,+12.58,2
5,Purdue,B10,13-2,+26.00,124.0,1,98.0,67,68.4,192,+.007,168,+3.68,72
6,Auburn,SEC,15-1,+25.71,115.0,19,89.3,7,71.9,39,-.003,187,+7.29,19
7,LSU,SEC,15-1,+25.60,109.1,76,83.5,1,71.1,69,+.073,66,+5.40,42
8,Kentucky,SEC,13-3,+25.12,118.5,8,93.4,23,69.7,125,-.092,324,-2.09,266
9,Kansas,B12,13-2,+25.12,120.3,5,95.2,36,71.0,75,-.012,196,+5.90,30
10,Arizona,P12,12-1,+24.91,117.2,12,92.3,16,74.7,3,+.006,171,+0.49,166
11,Duke,ACC,13-2,+24.25,117.0,14,92.7,20,70.5,89,-.034,243,+0.13,179
12,UCLA,P12,10-1,+23.95,116.6,15,92.6,19,69.0,160,+.064,77,+3.15,82
13,Illinois,B10,12-3,+23.48,117.7,10,94.2,26,68.7,178,+.019,147,+5.01,49
14,Tennessee,SEC,11-4,+23.13,110.2,58,87.1,2,70.2,102,-.033,238,+6.16,27
15,Texas Tech,B12,12-3,+22.07,110.8,53,88.7,4,65.9,316,-.011,194,-2.32,269
16,Texas,B12,13-3,+21.96,112.3,35,90.4,8,62.5,354,-.026,226,-3.49,299
17,USC,P12,13-1,+20.90,114.0,25,93.0,21,67.6,237,+.033,122,+2.26,110
18,Alabama,SEC,11-5,+20.77,117.9,9,97.1,57,72.6,26,-.033,240,+11.48,3
19,Ohio St.,B10,10-3,+19.87,117.5,11,97.6,63,67.8,229,+.062,80,+10.31,5
20,Xavier,BE,12-3,+19.73,114.5,23,94.8,33,71.1,72,+.036,118,+5.61,39
21,Michigan St.,B10,14-2,+19.64,113.5,28,93.9,24,70.2,99,+.120,21,+7.37,17
22,Connecticut,BE,11-4,+19.08,113.7,26,94.6,31,67.5,245,-.053,275,+2.87,90
23,Indiana,B10,12-3,+19.02,109.6,69,90.6,11,68.8,169,-.040,252,+0.40,168
24,BYU,WCC,14-3,+18.62,111.1,50,92.5,18,69.5,135,-.006,191,+5.84,32
25,Iowa,B10,11-4,+18.47,121.5,3,103.0,154,71.8,47,-.041,256,+0.06,186
26,Seton Hall,BE,11-3,+18.27,112.7,30,94.5,29,71.4,61,+.003,175,+7.71,15
27,Michigan,B10,7-6,+18.02,114.4,24,96.3,46,67.1,271,-.070,303,+8.14,12
28,Loyola Chicago,MVC,12-2,+17.90,115.4,18,97.5,60,65.4,324,+.049,106,+1.47,133
29,North Carolina,ACC,11-4,+17.76,116.4,16,98.7,79,71.5,53,+.027,136,+5.64,38
30,Wisconsin,B10,13-2,+17.68,112.1,37,94.4,28,66.9,285,+.160,11,+9.64,7
31,Virginia Tech,ACC,8-7,+17.27,111.3,47,94.0,25,64.8,333,-.172,353,+5.03,47
32,San Diego St.,MWC,10-3,+16.73,106.0,123,89.3,6,67.0,276,+.056,93,+4.63,55
33,Iowa St.,B12,13-3,+16.57,105.3,139,88.8,5,67.6,240,-.005,190,+1.73,126
34,Oklahoma,B12,12-4,+16.50,111.9,39,95.4,39,67.7,231,-.001,182,+2.86,91
35,Saint Mary's,WCC,12-4,+15.89,106.3,120,90.4,9,66.0,315,+.016,152,+5.16,44
36,San Francisco,WCC,14-2,+15.80,110.2,59,94.4,27,69.3,153,+.017,150,+1.02,149
37,Florida,SEC,9-6,+15.52,110.5,56,95.0,35,69.2,158,-.092,323,+4.13,63
38,Memphis,Amer,9-6,+15.02,111.4,45,96.4,47,73.4,15,-.076,310,+6.35,26
39,West Virginia,B12,13-2,+14.84,108.0,90,93.2,22,68.2,202,+.097,42,+2.39,100
40,Boise St.,MWC,11-4,+14.59,106.7,113,92.1,13,67.4,258,-.054,282,+3.54,75
41,Mississippi St.,SEC,11-4,+14.50,113.7,27,99.2,85,66.0,313,-.054,281,-0.30,202
42,Washington St.,P12,9-6,+14.40,108.9,81,94.5,30,68.3,197,-.161,351,+0.88,153
