Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,3-0,+31.25,120.2,1,88.9,17,73.3,38,+.005,136,-9.22,292
2,Kansas,B12,3-0,+27.48,115.3,4,87.8,7,71.4,117,+.009,129,+0.08,185
3,Michigan,B10,2-1,+26.78,113.1,7,86.3,2,69.7,224,-.133,318,+4.00,137
4,Purdue,B10,3-0,+26.78,115.9,2,89.1,19,69.5,240,+.000,148,-2.87,226
5,Baylor,B12,3-0,+24.61,112.9,8,88.2,12,72.6,63,+.000,153,-19.65,354
6,Illinois,B10,2-1,+24.57,109.8,23,85.3,1,72.5,64,-.188,344,-2.78,223
7,UCLA,P12,4-0,+24.22,113.6,5,89.4,20,70.5,167,+.027,112,-6.20,267
8,Houston,Amer,3-0,+23.27,110.9,15,87.6,5,66.2,345,+.052,91,+0.36,182
9,Duke,ACC,4-0,+22.95,111.2,12,88.2,11,71.2,123,+.065,81,-1.59,212
10,Villanova,BE,2-1,+22.27,115.5,3,93.2,61,66.8,336,-.091,289,-2.97,230
11,Tennessee,SEC,2-0,+22.22,109.9,20,87.7,6,70.9,148,+.000,158,-14.62,338
12,Texas Tech,B12,3-0,+21.43,109.5,26,88.1,10,68.3,293,+.006,133,-14.20,335
13,Memphis,Amer,3-0,+21.04,108.1,42,87.1,3,75.8,3,+.009,128,-11.78,318
14,Texas,B12,2-1,+20.96,111.0,14,90.0,25,65.4,354,-.041,253,-3.33,233
15,Kentucky,SEC,2-1,+20.83,111.1,13,90.3,30,71.1,135,-.121,308,-5.23,262
16,USC,P12,3-0,+20.69,109.6,25,88.9,18,69.7,221,+.125,46,-1.32,205
17,Ohio St.,B10,3-1,+20.67,112.1,9,91.4,42,68.7,277,+.037,105,+1.25,170
18,Michigan St.,B10,2-1,+20.63,107.9,44,87.3,4,72.2,78,-.070,270,+11.14,78
19,Florida,SEC,3-0,+20.57,109.5,27,88.9,16,69.1,255,+.037,104,+0.70,173
20,Alabama,SEC,3-0,+20.36,111.2,11,90.8,32,75.5,5,+.099,59,-0.11,189
21,Connecticut,BE,3-0,+20.29,108.8,31,88.5,14,70.6,165,+.000,152,-21.52,356
22,Arkansas,SEC,3-0,+20.07,110.3,18,90.3,29,72.8,55,+.000,156,-5.17,259
23,BYU,WCC,3-0,+19.96,109.9,22,89.9,24,69.3,251,+.125,47,+9.00,89
24,Auburn,SEC,2-0,+18.98,109.9,21,90.9,33,72.8,52,+.000,158,-8.80,287
25,Virginia Tech,ACC,4-0,+18.93,109.2,30,90.2,27,68.1,303,+.000,155,-11.02,308
26,Iowa,B10,4-0,+18.90,113.6,6,94.7,85,72.6,59,+.000,150,-16.27,343
27,LSU,SEC,4-0,+18.60,109.7,24,91.1,37,72.8,54,+.030,108,-9.00,290
28,Arizona,P12,3-0,+18.51,108.2,38,89.7,23,72.3,75,+.000,144,-12.66,327
29,Seton Hall,BE,3-0,+18.27,106.9,53,88.6,15,71.0,137,+.108,53,+0.45,180
30,St. Bonaventure,A10,3-0,+17.56,108.5,35,91.0,34,66.9,334,+.127,45,-6.34,268
31,Loyola Chicago,MVC,3-0,+17.55,109.4,29,91.9,46,70.6,159,+.053,89,-21.57,357
32,Florida St.,ACC,2-1,+17.31,107.6,47,90.3,28,71.5,110,+.056,88,+3.62,141
33,Xavier,BE,3-0,+17.30,108.7,32,91.4,40,69.7,231,+.093,64,+1.17,171
34,San Francisco,WCC,5-0,+16.95,108.0,43,91.1,35,70.2,190,+.106,56,-4.77,253
35,San Diego St.,MWC,2-1,+16.85,104.8,76,87.9,8,68.2,297,+.044,98,+9.09,88
36,Maryland,B10,3-1,+16.83,108.2,37,91.4,43,68.1,304,-.029,241,-5.12,258
37,Notre Dame,ACC,2-0,+16.67,111.6,10,94.9,90,68.3,294,+.017,123,-14.24,336
38,Indiana,B10,3-0,+16.67,106.1,60,89.4,21,71.2,126,+.216,10,-7.20,277
39,Syracuse,ACC,2-0,+16.56,110.6,16,94.0,75,69.9,213,+.020,119,-11.90,321
40,Oklahoma St.,B12,4-1,+16.16,104.2,83,88.1,9,72.3,74,-.031,243,-5.08,256
41,Oregon,P12,2-1,+16.04,110.2,19,94.2,78,68.1,302,+.137,37,+5.18,121
42,Northwestern,B10,4-0,+15.77,107.4,48,91.7,45,69.6,234,+.002,140,-18.94,353
43,West Virginia,B12,3-0,+15.60,106.7,55,91.1,36,71.7,96,+.010,127,-3.73,239
44,Colorado,P12,3-0,+15.55,108.1,39,92.6,53,70.3,184,+.189,18,-13.00,330
45,St. John's,BE,2-1,+15.49,108.5,34,93.1,57,74.2,15,-.142,327,-5.87,265
46,Wisconsin,B10,2-1,+15.34,103.7,93,88.4,13,67.3,325,-.130,317,-11.66,316
47,Clemson,ACC,4-0,+15.31,107.0,52,91.6,44,67.6,320,+.042,100,-4.51,249
48,Saint Mary's,WCC,4-0,+15.26,105.5,67,90.2,26,67.1,330,+.005,134,-7.62,280
49,Oklahoma,B12,3-0,+14.76,106.0,64,91.2,39,68.2,298,+.145,34,-10.98,307
50,Mississippi St.,SEC,3-0,+14.62,107.7,45,93.1,58,67.8,311,+.012,125,-10.98,306
51,Louisville,ACC,2-1,+14.40,105.1,71,90.7,31,70.1,200,-.046,258,-6.54,272
52,North Carolina,ACC,3-0,+14.36,110.5,17,96.1,106,72.9,47,+.007,131,-8.83,289
53,Washington St.,P12,4-0,+14.19,107.4,49,93.2,60,69.5,243,+.079,74,-10.65,301
54,Drake,MVC,2-0,+13.54,107.3,50,93.8,69,70.0,207,+.000,158,-8.29,284
55,Colorado St.,MWC,3-0,+12.72,108.6,33,95.9,101,71.6,103,+.000,151,-18.42,352
56,Georgia Tech,ACC,2-1,+12.67,104.6,77,91.9,47,70.4,172,-.108,298,-6.99,276
57,UAB,CUSA,3-1,+12.64,106.0,63,93.4,64,70.7,156,-.138,323,-2.15,217
58,Mississippi,SEC,2-1,+12.59,103.8,92,91.2,38,69.3,247,-.111,303,-11.98,323
59,Creighton,BE,3-0,+12.54,104.8,75,92.3,51,70.5,171,+.000,146,-11.96,322
60,Virginia,ACC,1-2,+12.45,103.8,89,91.4,41,63.6,358,-.122,310,+0.68,174
61,UCF,Amer,3-0,+12.32,106.1,61,93.7,68,68.8,271,+.001,143,-5.51,263
62,SMU,Amer,3-1,+12.21,106.8,54,94.6,84,71.5,108,+.048,92,-12.82,328
63,TCU,B12,3-0,+11.97,104.1,86,92.2,49,70.3,185,+.022,118,-13.08,331
64,N.C. State,ACC,3-1,+11.93,106.4,57,94.5,82,69.7,227,-.005,220,-6.38,269
65,Belmont,OVC,2-1,+11.71,108.3,36,96.6,114,73.3,39,+.001,142,+2.80,149
66,Arizona St.,P12,2-2,+11.68,105.1,69,93.5,65,71.5,113,-.239,357,-4.75,252
67,Wichita St.,Amer,3-0,+11.54,104.4,80,92.9,55,68.7,275,+.088,68,-6.90,275
68,Providence,BE,4-0,+11.39,105.9,65,94.5,81,68.9,267,+.102,57,-4.68,251
69,Missouri St.,MVC,2-1,+11.21,108.1,40,96.9,126,70.6,158,-.127,314,-11.36,312
70,Nevada,MWC,1-3,+11.19,108.1,41,96.9,128,71.8,92,-.133,319,+5.05,123
71,Richmond,A10,2-1,+11.13,107.7,46,96.5,112,70.1,196,+.044,97,-2.89,227
72,Butler,BE,3-1,+10.90,104.2,84,93.3,63,65.9,348,+.100,58,-11.80,319
73,Texas A&M,SEC,4-0,+10.47,103.1,103,92.6,54,66.8,337,+.088,69,-16.53,345
74,South Dakota St.,Sum,4-1,+10.35,109.4,28,99.1,163,74.3,12,+.062,85,+3.95,138
75,Rutgers,B10,3-1,+10.34,102.7,111,92.4,52,67.0,332,-.038,251,-7.75,281
76,Stanford,P12,3-1,+10.24,102.4,115,92.2,50,70.2,193,+.075,78,-7.57,279
77,Boise St.,MWC,1-2,+10.23,103.4,99,93.2,59,69.1,258,-.208,351,+7.12,104
78,Utah,P12,3-0,+10.15,104.2,85,94.0,73,71.1,134,+.006,132,-17.56,349
79,Loyola Marymount,WCC,2-1,+10.11,106.2,58,96.0,105,69.9,215,-.048,260,-8.29,285
80,Marquette,BE,4-0,+9.89,103.8,90,93.9,71,72.8,53,+.062,84,+1.65,165
81,South Carolina,SEC,3-1,+9.53,101.5,132,91.9,48,74.7,8,-.011,226,+0.05,187
82,Buffalo,MAC,1-1,+9.50,107.1,51,97.6,141,72.7,57,+.155,33,+20.86,19
83,Vanderbilt,SEC,2-1,+9.41,103.8,91,94.4,80,70.8,149,-.019,234,-7.99,282
84,Kansas St.,B12,2-0,+9.34,103.5,95,94.1,77,68.5,284,+.000,149,-16.43,344
85,Penn St.,B10,2-1,+9.23,105.0,72,95.8,99,67.7,318,+.130,44,-8.82,288
86,Georgetown,BE,1-1,+9.11,102.9,108,93.8,70,72.4,71,-.109,299,-12.01,324
87,Davidson,A10,1-2,+8.87,106.1,59,97.2,133,67.7,317,-.196,345,+8.00,99
88,Rhode Island,A10,3-0,+8.79,101.8,125,93.0,56,70.7,153,+.010,126,-5.60,264
89,Miami FL,ACC,2-1,+8.76,105.6,66,96.9,124,70.8,151,+.065,80,-0.36,195
90,Utah St.,MWC,2-1,+8.47,103.3,101,94.8,88,69.1,259,-.098,293,-0.19,191
91,Santa Clara,WCC,3-0,+8.36,104.9,73,96.6,115,71.6,101,+.013,124,+1.83,163
92,Oregon St.,P12,1-3,+8.24,103.9,87,95.6,94,68.5,286,-.139,324,-0.62,197
93,New Mexico St.,WAC,3-0,+8.22,103.9,88,95.7,95,67.7,315,+.003,138,+1.97,159
94,UC Santa Barbara,BW,1-1,+8.21,104.5,79,96.3,108,68.3,290,+.000,158,+19.04,32
95,Vermont,AE,2-1,+7.99,102.0,120,94.1,76,68.8,272,-.021,235,+14.76,51
96,Liberty,ASun,1-1,+7.92,103.2,102,95.2,91,66.9,335,+.000,158,+23.32,8
97,Ohio,MAC,3-0,+7.90,105.5,68,97.6,139,71.2,124,+.000,158,-0.00,188
98,Cincinnati,Amer,4-0,+7.86,101.5,130,93.6,67,71.4,114,+.041,101,-11.47,313
99,Nebraska,B10,1-2,+7.77,102.5,114,94.8,86,73.8,24,-.167,338,-3.41,235
100,Saint Louis,A10,3-1,+7.65,103.0,106,95.3,92,71.9,84,-.085,287,-12.44,326
101,Weber St.,BSky,3-0,+7.43,104.9,74,97.5,137,71.6,105,+.120,49,+4.18,135
102,Furman,SC,2-1,+7.31,104.5,78,97.2,134,70.3,182,-.045,257,+17.59,40
103,VCU,A10,2-1,+6.94,96.5,225,89.5,22,69.5,241,+.181,21,+1.61,166
104,Wake Forest,ACC,3-0,+6.92,102.7,110,95.8,98,71.7,99,+.029,110,-18.02,351
105,Georgia St.,SB,2-1,+6.88,106.5,56,99.6,177,72.1,80,-.042,256,+5.19,120
106,Louisiana Tech,CUSA,2-1,+6.72,102.7,112,96.0,102,70.9,146,+.231,8,+5.96,116
107,Minnesota,B10,3-0,+6.58,101.4,134,94.8,87,70.3,178,+.098,61,-0.34,193
108,Murray St.,OVC,3-0,+6.56,103.4,97,96.9,123,69.0,263,+.001,141,-3.29,231
109,Miami OH,MAC,3-0,+6.30,106.0,62,99.7,179,69.7,229,+.107,55,-2.81,224
110,Western Kentucky,CUSA,1-2,+6.10,102.0,122,95.9,100,71.4,115,+.005,137,-0.31,192
111,UC Irvine,BW,2-1,+6.01,99.5,163,93.5,66,68.6,283,+.046,94,+9.24,87
112,Massachusetts,A10,2-2,+5.86,103.4,96,97.6,140,70.7,154,-.038,250,+2.60,153
113,Missouri,SEC,2-1,+5.30,101.5,129,96.2,107,69.3,250,+.040,103,-15.08,340
114,Iowa St.,B12,3-0,+5.29,98.5,185,93.2,62,72.4,70,+.000,157,-10.96,304
115,Marshall,CUSA,2-1,+5.18,103.7,94,98.5,153,76.4,2,-.140,325,-1.56,211
116,Dayton,A10,1-2,+5.15,100.9,140,95.8,97,65.5,352,-.085,286,-10.27,299
117,Wofford,SC,2-1,+5.02,101.8,126,96.8,120,70.0,205,+.000,158,+20.18,26
118,North Texas,CUSA,2-1,+4.90,98.9,176,94.0,74,65.4,353,-.218,353,-5.20,260
119,DePaul,BE,3-0,+4.83,101.5,131,96.6,118,72.2,79,+.089,67,-12.88,329
120,California,P12,2-2,+4.79,98.8,181,94.0,72,66.5,341,+.053,90,-1.91,214
121,Akron,MAC,2-1,+4.76,102.8,109,98.0,148,68.6,280,+.000,158,+25.56,3
122,Wright St.,Horz,1-2,+4.55,102.4,116,97.9,145,75.0,7,-.168,339,+19.71,28
123,Temple,Amer,1-2,+4.28,100.6,150,96.3,109,69.7,230,-.108,297,+4.99,127
124,Colgate,Pat,2-2,+4.19,104.3,81,100.1,191,70.9,144,-.082,282,+2.10,158
125,Jacksonville St.,ASun,1-2,+4.06,100.1,155,96.0,104,67.1,331,-.313,358,-1.11,203
126,Chattanooga,SC,3-0,+4.04,103.0,107,98.9,159,65.6,349,+.094,62,-6.59,273
127,Grand Canyon,WAC,3-0,+3.97,100.0,156,96.0,103,66.2,346,+.000,145,-14.35,337
128,UNLV,MWC,3-0,+3.92,99.5,164,95.6,93,69.4,246,+.024,115,-3.98,241
129,Fresno St.,MWC,3-0,+3.87,101.4,135,97.5,138,67.9,307,+.085,71,-20.80,355
130,Boston College,ACC,3-1,+3.84,100.9,143,97.0,129,66.7,339,-.011,224,-8.09,283
131,Toledo,MAC,2-1,+3.71,105.1,70,101.4,230,70.6,160,+.197,15,-1.85,213
132,Southern Illinois,MVC,1-1,+3.32,100.7,148,97.4,135,67.9,308,-.201,349,-11.47,314
133,Northern Iowa,MVC,1-3,+3.22,101.3,136,98.1,149,70.1,198,-.025,238,+5.97,115
134,Rice,CUSA,2-1,+3.20,104.3,82,101.1,222,71.9,89,+.172,24,-1.09,202
135,Milwaukee,Horz,1-2,+2.96,100.6,149,97.7,142,70.6,161,-.027,240,+0.54,178
136,Tulane,Amer,1-2,+2.94,97.8,200,94.9,89,68.4,288,-.011,227,-6.69,274
137,George Mason,A10,4-0,+2.87,99.4,166,96.6,116,70.3,181,+.046,95,-4.14,243
138,Southern Utah,BSky,1-3,+2.85,101.8,127,98.9,160,71.6,104,-.075,274,+7.42,103
139,Kent St.,MAC,1-1,+2.83,100.8,146,98.0,147,70.6,163,+.000,158,+21.99,12
140,Yale,Ivy,3-1,+2.82,103.4,98,100.6,205,71.9,86,+.110,52,+5.00,126
141,Washington,P12,2-2,+2.77,97.3,209,94.5,83,73.9,19,-.077,277,-11.89,320
142,Wyoming,MWC,3-0,+2.77,101.9,124,99.1,165,69.9,214,+.088,70,-11.09,309
143,Northern Kentucky,Horz,2-1,+2.56,103.0,105,100.5,200,68.3,291,-.012,228,-9.65,294
144,Pacific,WCC,2-2,+2.53,99.3,168,96.8,121,68.2,299,-.162,337,-0.12,190
145,North Dakota St.,Sum,2-2,+2.53,101.3,137,98.7,156,67.7,314,+.044,99,+8.68,94
146,Tulsa,Amer,2-1,+2.43,99.6,162,97.1,131,67.9,309,-.151,334,-11.28,311
147,Stephen F. Austin,WAC,2-1,+2.31,99.2,170,96.9,127,71.8,90,+.000,158,+6.04,114
148,Indiana St.,MVC,3-1,+2.25,100.5,151,98.3,150,71.8,93,+.078,76,+6.34,112
149,East Tennessee St.,SC,1-2,+1.97,100.8,147,98.8,157,68.8,273,-.064,266,+3.10,148
150,Oakland,Horz,2-1,+1.94,98.8,180,96.9,125,70.3,177,+.033,107,+13.91,60
151,Princeton,Ivy,3-1,+1.92,102.1,117,100.2,193,68.1,305,-.019,232,+1.93,161
152,San Diego,WCC,3-1,+1.69,101.2,138,99.5,174,71.0,142,-.031,244,+7.57,101
153,Hofstra,CAA,1-2,+1.52,103.4,100,101.8,240,69.8,217,-.106,296,+11.29,75
154,Wagner,NEC,2-0,+1.39,100.8,145,99.4,172,67.0,333,+.000,158,+0.06,186
155,UC Riverside,BW,2-2,+1.36,97.9,197,96.5,110,69.0,261,+.178,22,+14.80,50
156,Iona,MAAC,3-0,+1.24,98.3,189,97.1,130,71.9,85,+.072,79,-5.20,261
157,UTEP,CUSA,2-1,+1.13,98.3,188,97.2,132,71.2,129,+.000,158,+12.99,65
158,Delaware,CAA,2-1,+1.11,102.1,118,100.9,216,69.3,249,+.159,29,-1.44,208
159,Louisiana,SB,3-0,+0.93,97.4,205,96.5,111,73.8,23,+.000,158,-1.13,204
160,Bowling Green,MAC,1-2,+0.84,100.9,142,100.1,190,72.5,65,-.135,320,+8.70,93
161,Campbell,BSth,3-1,+0.68,101.2,139,100.5,203,64.8,356,+.318,1,+10.31,83
162,Old Dominion,CUSA,2-2,+0.65,96.4,226,95.8,96,67.2,328,-.071,271,-1.99,215
163,Cleveland St.,Horz,1-2,+0.56,99.6,161,99.0,162,67.5,321,+.000,187,+13.84,61
164,East Carolina,Amer,3-1,+0.50,99.5,165,99.0,161,71.9,87,-.038,249,-11.09,310
165,Abilene Christian,WAC,1-2,+0.40,97.0,215,96.6,119,70.2,192,-.081,281,+8.47,97
166,Georgia,SEC,2-1,+0.24,98.8,179,98.6,155,70.0,206,-.052,261,-11.58,315
167,Texas St.,SB,1-2,-0.05,99.1,171,99.2,167,65.6,350,-.033,247,+8.96,91
168,Pittsburgh,ACC,1-2,-0.22,97.2,210,97.4,136,68.2,300,+.036,106,-1.41,207
169,Morehead St.,OVC,2-2,-0.41,98.8,178,99.3,168,68.7,278,-.003,215,+20.53,23
170,Saint Peter's,MAAC,0-2,-0.42,94.0,276,94.4,79,70.2,189,-.170,341,+15.92,47
171,Montana St.,BSky,1-2,-0.44,101.4,133,101.8,241,69.8,220,-.135,322,+17.44,41
172,Oral Roberts,Sum,2-1,-0.59,103.0,104,103.6,276,72.7,56,+.000,158,+17.14,44
173,Mercer,SC,1-2,-0.71,100.9,144,101.6,236,69.3,248,-.145,330,+14.15,55
174,Winthrop,BSth,2-1,-0.83,99.0,175,99.8,182,73.0,45,+.163,26,-4.39,248
175,Drexel,CAA,2-1,-0.88,101.9,123,102.8,261,67.8,313,+.186,20,+10.48,80
176,James Madison,CAA,3-0,-0.89,98.5,186,99.4,170,73.8,26,+.159,31,-1.35,206
177,Montana,BSky,1-2,-0.91,100.5,152,101.4,228,68.8,274,-.215,352,+5.01,125
178,Navy,Pat,1-2,-0.94,98.2,190,99.1,166,68.6,281,+.064,82,+16.98,45
179,Northeastern,CAA,1-2,-1.01,96.7,220,97.7,143,67.2,327,+.125,48,+5.06,122
180,UNC Greensboro,SC,4-0,-1.10,95.7,239,96.8,122,65.5,351,+.077,77,-10.68,302
181,Pepperdine,WCC,2-2,-1.12,99.1,173,100.2,194,71.9,83,+.161,27,-4.16,246
182,Seattle,WAC,3-1,-1.16,99.9,157,101.1,223,70.5,166,+.134,40,-7.35,278
183,Northern Colorado,BSky,3-2,-1.36,100.3,153,101.7,238,70.5,170,+.296,2,+8.85,92
184,Harvard,Ivy,2-1,-1.51,99.0,174,100.5,204,70.3,187,-.145,329,-0.40,196
185,Boston University,Pat,2-2,-1.66,98.6,182,100.2,195,68.1,306,-.084,284,+5.23,119
186,Appalachian St.,SB,2-2,-1.77,97.9,193,99.7,178,67.2,326,+.022,117,-1.51,210
187,Bellarmine,ASun,0-3,-1.89,102.6,113,104.5,293,68.7,279,-.029,242,+21.07,16
188,Duquesne,A10,1-2,-2.21,95.6,244,97.8,144,68.9,268,-.151,333,-4.14,244
189,Lipscomb,ASun,4-1,-2.26,100.9,141,103.2,267,71.0,138,+.020,120,-6.47,271
190,Arkansas St.,SB,2-1,-2.27,99.8,159,102.1,247,71.1,132,+.000,158,+29.03,1
191,UC Davis,BW,2-1,-2.34,97.1,212,99.5,175,73.0,43,+.064,83,+1.84,162
192,Charlotte,CUSA,3-0,-2.79,97.4,206,100.2,192,66.5,343,+.206,12,-9.00,291
193,Evansville,MVC,2-2,-2.82,97.0,217,99.8,180,65.2,355,-.011,225,+4.82,129
194,Cal St. Fullerton,BW,1-2,-2.86,102.0,121,104.9,304,69.7,228,-.235,355,-2.91,228
195,Florida Atlantic,CUSA,1-2,-2.96,97.5,204,100.4,199,71.0,140,-.083,283,+0.57,177
196,South Florida,Amer,2-1,-2.98,93.6,283,96.6,117,66.8,338,+.099,60,-17.25,346
197,Eastern Kentucky,ASun,3-1,-3.13,97.6,201,100.7,208,75.6,4,-.200,348,+0.99,172
198,Utah Valley,WAC,3-1,-3.16,98.4,187,101.5,234,68.9,269,+.195,16,+3.94,139
199,The Citadel,SC,3-1,-3.19,99.4,167,102.6,258,73.1,41,-.171,342,+0.43,181
200,Bradley,MVC,1-2,-3.28,96.6,222,99.9,186,69.7,226,+.000,188,+2.24,157
201,Stony Brook,AE,0-2,-3.47,97.5,202,101.0,219,69.4,245,-.000,204,+19.95,27
202,Florida Gulf Coast,ASun,1-2,-3.52,97.5,203,101.0,218,71.2,130,-.000,212,+19.11,31
203,Hawaii,BW,2-1,-3.65,97.1,214,100.7,209,70.7,157,-.169,340,-4.14,245
204,South Dakota,Sum,1-1,-3.68,97.9,196,101.5,235,71.3,119,+.205,13,+3.46,144
205,Elon,CAA,2-2,-3.70,97.4,208,101.1,221,69.7,223,-.000,203,+20.38,25
206,Nicholls St.,Slnd,3-2,-3.78,96.1,231,99.9,185,71.0,141,+.115,50,+17.85,39
