Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,17-2,+32.72,123.5,2,90.8,18,73.4,2,-.052,277,+0.25,165
2,Kentucky,SEC,17-4,+28.80,120.3,3,91.5,20,68.4,125,-.065,294,+4.57,70
3,Baylor,B12,19-3,+28.67,119.0,5,90.3,15,67.5,168,-.005,193,+7.35,25
4,Arizona,P12,17-2,+27.90,115.8,13,87.9,7,73.4,3,+.004,178,+3.30,93
5,Houston,Amer,18-2,+27.85,117.1,9,89.3,12,64.6,314,+.003,180,+1.70,129
6,Auburn,SEC,20-1,+27.25,116.4,12,89.1,11,69.3,85,+.011,161,+7.78,23
7,Villanova,BE,16-5,+27.09,118.1,6,91.0,19,60.8,356,+.002,181,+10.01,8
8,Purdue,B10,18-3,+26.75,125.0,1,98.2,89,66.5,232,+.009,168,+6.35,39
9,UCLA,P12,16-2,+25.55,114.5,17,88.9,10,67.4,176,+.022,140,+6.18,42
10,Duke,ACC,18-3,+24.83,115.0,15,90.2,14,68.1,137,-.033,250,+3.53,81
11,Kansas,B12,17-3,+24.32,120.1,4,95.8,51,69.1,92,+.049,89,+9.79,11
12,Texas Tech,B12,16-5,+24.14,109.5,58,85.3,4,65.9,263,-.036,255,+4.69,69
13,Tennessee,SEC,14-6,+22.96,109.9,54,87.0,5,68.5,117,-.012,208,+10.41,4
14,LSU,SEC,16-5,+22.75,104.9,125,82.2,1,69.1,91,+.005,176,+8.81,17
15,Texas,B12,16-5,+21.93,110.8,44,88.9,9,61.9,349,-.034,252,+2.44,110
16,Connecticut,BE,15-4,+20.97,113.8,20,92.8,27,66.1,257,-.032,247,+3.03,100
17,Illinois,B10,15-5,+20.81,113.7,22,92.9,28,66.7,223,+.026,134,+8.15,21
18,Alabama,SEC,14-7,+20.34,117.5,7,97.2,71,71.3,25,-.042,266,+12.23,1
19,Michigan St.,B10,16-4,+20.33,112.5,29,92.2,23,68.7,106,+.046,96,+8.74,18
20,Saint Mary's,WCC,17-4,+19.00,109.0,66,90.0,13,63.7,336,+.031,125,+4.97,64
21,Ohio St.,B10,13-5,+18.95,117.1,10,98.1,87,66.3,246,+.032,123,+9.90,10
22,Xavier,BE,15-5,+18.74,112.0,33,93.3,29,69.4,82,+.028,130,+8.27,20
23,Iowa,B10,14-7,+18.31,117.5,8,99.2,103,70.2,54,-.074,302,+5.07,62
24,Iowa St.,B12,16-5,+17.78,105.9,113,88.1,8,66.7,218,+.018,151,+5.59,50
25,Indiana,B10,16-5,+17.44,107.8,77,90.4,16,67.5,171,-.006,194,+3.45,85
26,Wisconsin,B10,17-3,+17.39,111.7,35,94.3,39,67.0,199,+.152,7,+9.90,9
27,USC,P12,18-3,+17.03,112.0,34,94.9,43,67.0,205,+.019,148,+2.23,116
28,BYU,WCC,17-6,+16.75,110.1,51,93.4,30,68.9,101,+.004,179,+7.12,28
29,Marquette,BE,15-7,+16.34,108.7,69,92.4,24,70.3,53,+.036,112,+10.05,7
30,Boise St.,MWC,17-4,+16.22,103.7,145,87.5,6,65.5,287,+.025,136,+5.33,54
31,Loyola Chicago,MVC,16-4,+16.09,111.0,42,94.9,42,64.4,324,+.030,126,+2.45,109
32,Michigan,B10,10-8,+15.98,113.7,21,97.8,78,65.5,284,-.038,259,+9.69,12
33,San Diego St.,MWC,12-5,+15.93,101.1,205,85.2,3,65.9,265,+.018,149,+5.25,56
34,North Carolina,ACC,15-6,+15.78,113.1,24,97.3,74,70.9,37,+.059,76,+6.17,43
35,Washington St.,P12,12-7,+15.59,107.8,79,92.2,22,66.2,252,-.146,351,+1.33,139
36,Oklahoma,B12,13-9,+15.46,109.4,60,94.0,33,66.0,262,-.058,283,+8.62,19
37,Murray St.,OVC,20-2,+15.44,111.1,39,95.7,50,67.4,178,+.051,86,-3.48,280
38,San Francisco,WCC,17-5,+15.44,109.2,63,93.7,31,68.4,122,-.012,209,+3.13,97
