Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,14-2,+31.64,124.2,1,92.6,17,74.6,3,-.057,285,+0.08,182
2,Baylor,B12,15-2,+27.94,118.9,6,90.9,12,69.0,152,-.014,201,+3.66,73
3,Kentucky,SEC,14-3,+27.10,121.1,4,94.0,26,69.8,117,-.091,322,-0.64,210
4,Houston,Amer,15-2,+26.63,118.7,7,92.1,16,66.1,311,+.001,179,+2.62,96
5,Purdue,B10,14-2,+26.38,124.1,2,97.8,69,68.3,183,+.003,173,+3.04,85
6,Arizona,P12,14-1,+26.21,116.4,15,90.1,7,74.8,2,+.007,169,+1.13,143
7,Villanova,BE,12-4,+26.17,118.2,8,92.0,15,62.2,355,+.022,145,+12.37,1
8,Kansas,B12,14-2,+26.12,120.7,5,94.6,33,70.8,70,-.017,209,+6.27,30
9,Auburn,SEC,16-1,+26.06,116.3,16,90.2,9,71.5,51,-.000,184,+7.73,18
10,Duke,ACC,14-2,+24.54,117.2,11,92.6,19,70.1,100,-.031,240,+0.35,169
11,Illinois,B10,13-3,+24.40,117.6,9,93.2,22,68.2,194,+.023,143,+5.81,39
12,LSU,SEC,15-2,+24.26,106.9,104,82.7,1,70.5,80,+.047,103,+5.63,42
13,UCLA,P12,11-2,+22.86,115.7,18,92.8,20,69.2,144,+.014,157,+3.40,78
14,Tennessee,SEC,11-5,+21.61,110.9,51,89.3,5,70.1,102,-.021,217,+8.03,15
15,Texas,B12,13-4,+21.48,112.9,29,91.4,13,62.9,350,-.045,268,-1.22,230
16,Texas Tech,B12,13-4,+21.44,109.3,70,87.8,2,66.1,308,-.024,226,+0.35,168
17,Alabama,SEC,11-6,+20.63,117.4,10,96.7,54,72.5,25,-.062,290,+12.01,2
