Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,25-3,+32.65,121.5,2,88.8,6,73.0,3,-.041,280,+3.27,105
2,Arizona,P12,28-3,+27.45,119.0,8,91.5,14,72.7,7,+.031,109,+5.72,74
3,Kentucky,SEC,25-6,+27.32,121.4,3,94.1,25,67.6,166,-.031,253,+8.51,37
4,Baylor,B12,26-5,+27.08,118.7,9,91.6,15,67.5,170,+.034,102,+10.76,10
5,Houston,Amer,26-5,+25.44,116.9,14,91.5,13,64.5,324,-.009,197,+4.02,94
6,Duke,ACC,26-5,+25.29,119.7,5,94.5,27,67.7,152,-.030,250,+5.60,78
7,Auburn,SEC,27-4,+25.19,114.6,22,89.4,8,70.5,44,-.030,252,+8.78,31
8,UCLA,P12,23-6,+24.78,116.0,15,91.3,11,66.0,254,-.028,246,+7.49,47
9,Kansas,B12,25-6,+24.46,119.5,7,95.0,32,69.4,71,+.036,96,+12.08,2
10,Villanova,BE,23-7,+24.35,119.5,6,95.1,33,63.3,344,+.025,120,+10.32,15
11,Texas Tech,B12,23-8,+24.20,110.9,52,86.7,1,66.6,222,-.026,240,+9.39,23
12,Tennessee,SEC,23-7,+23.99,111.4,43,87.4,3,67.9,140,+.036,95,+11.32,7
13,Purdue,B10,25-6,+22.81,122.5,1,99.7,103,66.3,241,+.034,101,+8.52,36
14,Iowa,B10,22-9,+22.14,120.3,4,98.1,71,70.0,54,-.072,324,+6.92,55
15,Texas,B12,21-10,+20.90,112.4,32,91.5,12,63.5,340,-.031,254,+9.45,22
16,LSU,SEC,21-10,+19.91,108.2,89,88.3,5,68.8,97,-.043,282,+9.11,26
17,Saint Mary's,WCC,25-6,+19.91,109.8,69,89.9,9,64.0,337,+.039,87,+6.16,66
18,Illinois,B10,22-8,+19.90,114.7,20,94.7,29,67.5,168,+.043,81,+10.32,14
19,Arkansas,SEC,24-7,+19.46,111.5,41,92.0,16,70.9,28,+.019,138,+7.37,50
20,Connecticut,BE,22-8,+18.84,114.3,24,95.5,35,65.6,275,-.020,223,+6.89,56
21,San Francisco,WCC,24-9,+18.26,111.3,45,93.1,18,69.0,92,-.030,249,+5.71,75
22,Alabama,SEC,19-12,+17.84,117.1,13,99.2,93,71.8,16,-.011,201,+13.01,1
23,San Diego St.,MWC,21-7,+17.68,104.5,154,86.9,2,65.9,259,+.020,135,+5.83,72
24,Loyola Chicago,MVC,25-7,+17.60,111.3,46,93.7,23,65.0,307,+.016,145,+3.37,101
25,Murray St.,OVC,30-2,+16.42,112.0,34,95.6,37,66.1,249,+.075,41,-3.45,234
26,Boise St.,MWC,24-7,+16.30,109.0,81,92.7,17,64.9,311,+.003,173,+5.59,79
27,Ohio St.,B10,19-10,+16.29,117.2,12,100.9,121,65.2,292,+.001,178,+9.72,18
28,Memphis,Amer,19-9,+16.28,111.2,50,94.9,31,70.9,29,-.039,275,+6.34,63
29,Virginia Tech,ACC,19-12,+16.19,113.1,28,96.9,53,63.0,345,-.087,337,+5.52,80
30,Wisconsin,B10,24-6,+16.01,111.3,47,95.3,34,66.9,208,+.132,8,+10.13,16
31,Michigan,B10,17-13,+15.99,114.9,18,98.9,83,66.5,228,-.013,204,+11.89,3
32,North Carolina,ACC,23-8,+15.91,114.7,19,98.8,81,70.5,42,+.088,31,+6.95,54
33,Colorado St.,MWC,24-4,+15.84,115.0,17,99.2,91,66.0,257,+.142,4,+4.76,86
34,Wake Forest,ACC,23-8,+15.83,112.8,29,96.9,54,70.3,47,+.002,176,+3.25,106
35,Seton Hall,BE,20-9,+15.77,110.3,63,94.5,28,68.2,121,+.006,163,+8.98,29
36,Providence,BE,24-4,+15.63,113.2,27,97.6,64,65.3,289,+.172,1,+7.05,53
37,Oklahoma,B12,17-14,+15.13,110.8,54,95.6,40,65.2,293,-.041,278,+11.26,8
38,Oklahoma St.,B12,15-15,+14.94,103.9,172,89.0,7,68.0,135,-.074,326,+11.63,6
39,Iowa St.,B12,20-11,+14.89,105.6,136,90.7,10,66.4,240,+.024,124,+9.66,19
40,USC,P12,25-6,+14.82,111.8,36,97.0,57,66.5,233,+.076,38,+4.82,85
41,Marquette,BE,19-11,+14.70,110.5,61,95.8,44,71.0,27,+.004,170,+9.33,24
42,TCU,B12,19-11,+14.62,108.5,86,93.9,24,66.3,242,+.029,112,+10.08,17
43,Michigan St.,B10,20-11,+14.54,111.6,39,97.0,56,67.9,138,+.047,77,+10.49,12
44,Indiana,B10,18-12,+14.14,107.4,101,93.2,20,67.4,182,-.055,299,+7.16,52
45,Davidson,A10,25-5,+13.99,117.5,10,103.5,174,64.8,319,+.018,143,+1.05,129
46,Dayton,A10,22-9,+13.95,109.7,71,95.7,42,63.4,342,-.022,230,+1.28,126
47,Notre Dame,ACC,22-9,+13.85,111.8,37,97.9,70,65.9,261,+.027,115,+5.90,71
48,North Texas,CUSA,23-5,+13.84,107.0,109,93.2,19,59.8,357,+.025,118,+0.48,140
49,Mississippi St.,SEC,17-14,+13.62,110.5,62,96.9,52,65.8,263,-.077,328,+7.70,43
50,BYU,WCC,22-10,+13.59,110.6,57,97.0,58,68.1,122,+.024,127,+5.99,69
51,Xavier,BE,18-12,+13.55,111.4,44,97.8,67,68.3,115,-.024,234,+8.72,33
52,UAB,CUSA,24-7,+13.48,112.1,33,98.6,79,69.0,90,-.059,308,-1.85,196
53,Utah St.,MWC,17-14,+13.45,111.2,49,97.8,66,66.9,206,-.118,355,+5.60,77
54,Florida,SEC,19-12,+13.41,111.9,35,98.5,77,65.0,300,-.010,199,+7.61,45
55,Washington St.,P12,18-13,+13.34,109.0,80,95.7,41,66.2,244,-.108,349,+4.06,93
56,Wyoming,MWC,24-7,+13.03,111.6,38,98.6,78,66.1,251,+.071,45,+3.98,95
57,Texas A&M,SEC,20-11,+12.83,109.2,75,96.4,47,67.0,201,-.022,228,+6.07,67
58,SMU,Amer,22-7,+12.83,110.7,56,97.8,68,68.4,112,+.070,48,+3.28,104
59,Miami FL,ACC,22-9,+12.80,115.1,16,102.3,148,68.0,129,+.075,40,+6.53,59
60,Kansas St.,B12,14-16,+12.49,110.2,65,97.7,65,66.9,209,-.084,334,+11.67,5
61,Saint Louis,A10,21-10,+12.49,111.5,40,99.0,88,68.1,124,-.030,251,+3.29,103
62,Fresno St.,MWC,18-12,+12.48,106.2,127,93.7,22,61.1,356,-.083,333,+3.45,100
63,VCU,A10,21-8,+12.45,100.1,244,87.7,4,68.8,99,+.078,34,+5.22,82
64,Missouri St.,MVC,23-10,+12.17,114.0,25,101.8,139,67.2,190,-.045,284,+0.93,131
65,St. John's,BE,16-14,+11.77,109.9,68,98.2,72,74.1,1,-.090,341,+6.39,61
66,Santa Clara,WCC,21-11,+11.66,113.9,26,102.2,147,71.1,26,-.012,202,+2.58,111
