Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Baylor,B12,12-0,+30.07,117.1,5,87.0,4,68.6,174,+.016,147,-4.37,309
2,Gonzaga,WCC,11-2,+29.96,119.5,2,89.5,14,72.9,24,-.058,284,-1.92,244
3,Houston,Amer,11-2,+27.58,115.0,7,87.5,5,66.1,295,-.060,286,+0.94,157
4,Purdue,B10,12-1,+27.22,121.6,1,94.4,59,68.2,190,+.026,131,+1.64,136
5,Kansas,B12,10-1,+27.17,118.5,3,91.3,32,72.0,38,-.046,258,+3.34,95
6,Duke,ACC,11-1,+25.58,116.2,6,90.7,21,70.4,84,-.010,198,-1.96,248
7,Arizona,P12,11-1,+25.21,113.9,14,88.7,9,74.5,5,-.001,180,+1.45,141
8,Auburn,SEC,12-1,+24.19,112.0,20,87.9,6,71.1,64,-.022,223,+5.47,42
9,Kentucky,SEC,10-2,+23.88,114.5,10,90.6,20,69.5,128,-.097,324,-4.32,308
10,UCLA,P12,8-1,+23.87,114.0,13,90.1,16,68.6,173,+.062,76,+3.30,96
11,Tennessee,SEC,9-3,+23.42,109.0,43,85.5,2,70.7,77,-.044,254,+4.08,75
12,LSU,SEC,12-1,+23.03,106.5,79,83.5,1,71.4,56,+.041,105,+1.18,150
13,Villanova,BE,8-4,+22.98,114.4,12,91.4,33,63.0,346,-.021,222,+10.83,9
14,Illinois,B10,9-3,+22.45,114.6,9,92.2,37,68.8,162,-.008,196,+3.82,84
15,Ohio St.,B10,8-2,+21.53,114.9,8,93.3,48,67.9,202,+.020,140,+9.47,15
16,Michigan,B10,7-4,+21.23,112.0,21,90.7,22,66.8,267,-.030,233,+6.93,31
17,Alabama,SEC,10-3,+21.22,114.5,11,93.2,45,72.0,37,+.018,144,+10.05,11
18,Texas,B12,10-2,+21.17,110.0,33,88.8,11,61.5,356,-.045,255,-10.72,358
19,USC,P12,12-0,+20.92,110.7,26,89.8,15,67.3,238,+.067,70,+0.10,180
20,Michigan St.,B10,11-2,+20.59,111.7,22,91.1,28,70.1,95,+.096,43,+8.16,20
21,Texas Tech,B12,10-2,+20.44,108.7,46,88.3,7,65.9,300,-.017,212,-9.35,354
22,Loyola Chicago,MVC,9-2,+19.27,112.9,16,93.6,53,64.9,325,-.007,195,+1.50,139
23,Iowa,B10,10-3,+19.19,117.6,4,98.5,116,71.8,48,-.042,251,-2.98,282
24,Virginia Tech,ACC,8-5,+18.92,109.9,34,91.0,26,64.6,332,-.122,337,+4.21,70
25,Connecticut,BE,10-3,+18.90,109.9,35,91.0,24,67.7,210,-.038,245,-0.26,191
26,Xavier,BE,11-2,+18.76,110.2,30,91.5,34,71.0,71,+.074,65,+3.29,97
27,BYU,WCC,12-3,+18.26,110.3,29,92.1,36,69.8,104,-.006,192,+6.93,30
28,Indiana,B10,10-2,+17.90,107.3,67,89.4,13,69.5,127,-.014,205,-2.18,258
29,Florida,SEC,9-3,+17.78,109.1,42,91.3,31,69.2,141,-.045,256,-0.18,187
30,Seton Hall,BE,9-2,+17.61,108.9,44,91.3,30,71.2,61,+.009,162,+5.15,50
31,Saint Mary's,WCC,12-3,+16.53,105.4,89,88.9,12,65.9,298,+.032,124,+4.13,74
32,San Francisco,WCC,13-1,+16.34,106.5,78,90.2,18,68.7,169,+.047,95,+0.37,171
33,Oklahoma,B12,10-2,+16.20,107.2,69,91.0,27,67.1,249,-.014,207,-2.98,281
34,North Carolina,ACC,9-3,+16.20,112.6,17,96.4,82,70.3,88,+.073,67,+4.43,66
35,Colorado St.,MWC,10-0,+16.14,113.2,15,97.1,94,69.3,135,+.050,94,-1.32,226
36,Mississippi St.,SEC,10-3,+16.09,110.7,25,94.7,62,65.1,320,-.048,266,+0.16,179
37,Memphis,Amer,6-5,+15.84,109.2,40,93.4,50,73.1,20,-.134,341,+4.91,57
