Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,24-3,+32.77,121.6,3,88.8,6,73.4,4,-.048,286,+2.62,110
2,Baylor,B12,25-5,+27.35,118.2,9,90.9,10,67.9,159,+.028,119,+10.88,11
3,Arizona,P12,26-3,+27.33,118.6,8,91.3,13,73.1,6,+.033,107,+6.16,64
4,Kentucky,SEC,24-6,+27.23,121.6,2,94.4,23,67.8,161,-.037,266,+8.24,36
5,Duke,ACC,26-4,+26.65,120.2,5,93.6,21,67.8,168,-.030,250,+5.40,76
6,Houston,Amer,25-4,+25.97,117.5,11,91.5,15,64.7,320,-.005,191,+3.84,95
7,Auburn,SEC,25-4,+25.04,114.9,19,89.9,8,70.5,48,-.033,256,+8.70,28
8,UCLA,P12,22-6,+24.93,116.0,15,91.1,11,66.2,257,-.035,261,+7.43,46
9,Kansas,B12,23-6,+24.78,120.5,4,95.7,40,69.6,75,+.023,137,+12.10,2
10,Texas Tech,B12,23-7,+24.55,111.5,44,87.0,2,67.1,211,-.008,195,+9.07,22
11,Tennessee,SEC,22-7,+24.05,111.3,50,87.3,3,68.0,151,+.026,128,+11.13,10
12,Villanova,BE,22-7,+23.98,119.6,7,95.6,39,63.1,345,+.025,129,+10.51,13
13,Purdue,B10,24-6,+23.14,123.0,1,99.8,102,66.6,238,+.024,133,+8.45,32
14,Iowa,B10,21-8,+21.43,120.1,6,98.7,78,70.4,52,-.062,308,+5.72,73
15,Texas,B12,21-9,+20.92,113.1,29,92.2,16,63.7,340,-.018,219,+8.68,29
16,Illinois,B10,20-8,+20.30,115.5,16,95.2,34,68.0,152,+.024,134,+10.47,14
17,Saint Mary's,WCC,24-6,+20.05,109.6,72,89.5,7,64.3,336,+.031,110,+5.97,68
18,LSU,SEC,20-9,+19.85,107.3,106,87.4,4,69.5,83,-.038,268,+8.33,35
19,Arkansas,SEC,23-6,+19.44,110.8,59,91.3,14,71.1,31,+.023,136,+6.45,57
20,Connecticut,BE,21-7,+19.36,114.5,24,95.2,33,66.0,267,-.010,202,+6.80,53
21,Alabama,SEC,19-10,+19.01,117.7,10,98.7,80,72.1,15,+.001,172,+12.89,1
22,San Diego St.,MWC,19-7,+18.46,104.9,150,86.5,1,65.8,276,-.007,194,+5.72,74
23,San Francisco,WCC,23-8,+17.69,111.2,51,93.5,20,69.3,87,-.027,245,+4.63,87
24,Wisconsin,B10,24-5,+16.80,111.7,41,94.9,29,67.3,201,+.155,5,+10.68,12
25,Murray St.,OVC,28-2,+16.78,111.5,46,94.7,27,66.3,254,+.069,48,-3.56,249
26,Ohio St.,B10,18-9,+16.58,117.3,12,100.7,118,65.4,296,+.010,158,+9.86,17
27,Boise St.,MWC,24-6,+16.47,108.7,86,92.2,17,65.3,304,+.018,144,+5.28,78
28,Virginia Tech,ACC,19-11,+16.42,113.9,26,97.5,61,63.3,344,-.074,323,+5.16,80
29,Michigan,B10,16-12,+16.03,114.8,20,98.8,82,66.8,218,-.017,214,+11.42,6
30,Seton Hall,BE,18-9,+15.96,110.5,64,94.5,25,68.9,104,-.013,207,+9.36,19
31,Colorado St.,MWC,23-4,+15.93,114.6,23,98.6,77,66.3,253,+.135,7,+4.65,86
32,Loyola Chicago,MVC,22-7,+15.88,112.5,31,96.7,49,64.9,315,+.008,162,+2.69,109
33,Iowa St.,B12,20-9,+15.88,106.7,118,90.8,9,66.8,221,+.036,100,+8.82,25
34,Providence,BE,24-4,+15.63,113.3,28,97.7,64,65.6,284,+.172,2,+7.09,50
35,Memphis,Amer,17-9,+15.47,110.7,60,95.3,35,71.2,28,-.048,285,+6.36,60
36,Marquette,BE,18-10,+15.37,111.0,56,95.6,38,70.8,37,+.003,168,+9.51,18
37,Wake Forest,ACC,22-8,+15.33,112.2,33,96.9,53,70.4,50,+.004,166,+3.55,99
38,North Carolina,ACC,22-8,+14.83,114.0,25,99.2,88,70.6,44,+.087,34,+6.43,58
39,USC,P12,25-5,+14.79,111.8,38,97.0,55,66.7,229,+.087,33,+4.31,91
40,Michigan St.,B10,19-10,+14.76,111.5,45,96.8,51,68.1,141,+.051,72,+10.42,15
41,Oklahoma,B12,16-14,+14.64,110.0,67,95.3,36,65.4,297,-.052,296,+11.14,9
42,TCU,B12,19-9,+14.57,109.0,79,94.5,24,66.3,255,+.060,63,+9.10,21
43,North Texas,CUSA,22-4,+14.45,107.4,103,93.0,18,59.6,358,+.047,80,+0.58,138
44,Indiana,B10,18-10,+14.22,107.4,104,93.2,19,67.8,171,-.023,234,+6.52,55
45,Mississippi St.,SEC,17-12,+14.15,111.3,49,97.2,56,66.0,268,-.059,304,+6.95,52
46,Davidson,A10,24-4,+14.13,117.0,14,102.9,157,64.9,316,+.027,124,+0.60,137
47,Dayton,A10,21-9,+13.87,108.8,83,94.9,31,63.6,343,-.030,251,+1.19,128
48,Notre Dame,ACC,21-8,+13.79,111.9,35,98.1,69,65.9,271,+.048,76,+6.37,59
49,Xavier,BE,17-11,+13.76,111.4,47,97.6,63,68.5,121,-.021,226,+8.93,24
50,BYU,WCC,21-9,+13.72,111.1,54,97.4,60,68.2,131,+.034,103,+6.20,63
51,Florida,SEC,19-11,+13.59,112.3,32,98.7,79,65.3,301,-.001,179,+7.18,48
52,Wyoming,MWC,23-6,+13.53,112.8,30,99.3,92,66.4,252,+.078,39,+3.61,98
53,Oklahoma St.,B12,13-15,+13.48,104.7,154,91.2,12,68.6,117,-.094,343,+11.18,8
54,UAB,CUSA,22-7,+13.42,111.8,39,98.4,73,69.2,92,-.067,315,-1.52,188
55,Washington St.,P12,16-13,+13.23,108.7,84,95.5,37,66.2,256,-.125,358,+4.57,88
56,Utah St.,MWC,16-14,+13.06,111.4,48,98.3,71,67.2,206,-.119,353,+6.24,62
57,Kansas St.,B12,14-15,+13.06,109.9,68,96.9,54,67.0,213,-.076,327,+11.83,4
58,SMU,Amer,20-7,+13.05,111.0,57,97.9,66,68.5,119,+.055,70,+3.46,101
59,VCU,A10,21-7,+12.51,100.2,248,87.7,5,69.0,100,+.097,22,+4.82,83
60,Fresno St.,MWC,18-10,+12.29,106.7,119,94.4,22,61.2,356,-.052,295,+2.45,112
61,Missouri St.,MVC,22-9,+12.23,114.6,22,102.3,145,67.3,194,-.034,259,+0.72,136
62,Saint Louis,A10,19-10,+12.18,111.1,53,98.9,84,68.2,135,-.052,294,+2.88,107
63,Miami FL,ACC,20-9,+12.12,114.9,18,102.8,154,68.4,124,+.066,56,+6.26,61
64,Towson,CAA,24-7,+12.04,111.9,36,99.9,103,64.8,318,-.017,216,-2.39,214
65,Oregon,P12,18-11,+11.70,111.2,52,99.5,94,67.7,176,+.027,127,+7.00,51
66,Texas A&M,SEC,18-11,+11.40,108.9,82,97.5,62,67.1,209,-.036,264,+5.32,77
67,South Dakota St.,Sum,27-4,+11.35,117.1,13,105.8,215,70.5,46,+.059,66,-3.34,241
68,Creighton,BE,19-9,+11.33,105.9,134,94.5,26,67.7,175,+.117,13,+7.70,42
69,Vermont,AE,25-5,+11.22,110.6,62,99.4,93,65.8,275,-.024,237,-6.11,311
70,St. John's,BE,15-13,+11.19,110.2,66,99.0,86,74.1,2,-.088,339,+5.76,72
71,West Virginia,B12,14-16,+11.05,108.9,81,97.9,65,68.2,129,-.029,247,+12.09,3
72,Santa Clara,WCC,20-10,+10.99,113.5,27,102.5,149,71.3,25,+.005,165,+2.37,114
73,Furman,SC,20-11,+10.88,114.7,21,103.8,174,65.8,278,-.072,321,+0.06,148
74,Rutgers,B10,16-12,+10.69,106.6,123,95.9,41,65.5,291,-.003,184,+7.41,47
75,Chattanooga,SC,24-7,+10.59,110.7,61,100.1,105,65.5,289,+.010,159,+0.29,145
76,Virginia,ACC,17-12,+10.58,109.4,74,98.8,83,59.7,357,-.005,188,+5.92,69
77,Northwestern,B10,13-15,+10.46,107.7,100,97.2,58,67.8,160,-.125,357,+8.58,30
78,Belmont,OVC,25-6,+10.45,110.3,65,99.8,101,69.5,79,+.098,21,-2.04,206
79,Clemson,ACC,14-15,+10.40,111.6,42,101.2,127,66.7,227,-.110,349,+6.46,56
80,Vanderbilt,SEC,14-15,+10.38,107.0,110,96.6,48,68.1,140,-.071,320,+8.76,27
81,Toledo,MAC,24-6,+10.22,112.1,34,101.8,137,69.8,68,+.036,98,-2.97,227
82,UNLV,MWC,17-12,+10.01,110.8,58,100.8,121,66.6,236,-.005,187,+5.16,79
83,Colorado,P12,19-10,+9.97,106.6,122,96.6,47,67.6,183,+.055,71,+4.40,90
84,Maryland,B10,14-15,+9.93,109.7,70,99.8,100,66.8,220,-.025,239,+9.25,20
85,Syracuse,ACC,15-15,+9.28,115.3,17,106.0,223,67.9,156,-.036,262,+7.48,45
86,Iona,MAAC,24-5,+9.22,108.4,91,99.1,87,69.8,67,+.042,86,-0.98,173
87,St. Bonaventure,A10,19-8,+9.19,109.2,75,100.0,104,66.5,242,+.105,18,+3.52,100
88,Drake,MVC,22-9,+8.99,109.1,77,100.1,106,66.5,240,+.011,155,+0.79,133
89,New Mexico St.,WAC,23-5,+8.90,107.4,105,98.5,75,67.5,188,+.126,8,+0.50,141
90,Northern Iowa,MVC,18-10,+8.80,111.6,43,102.8,155,67.8,169,+.019,143,+3.62,97
91,Bradley,MVC,17-13,+8.79,106.0,131,97.2,59,67.7,174,-.093,342,+1.43,124
92,Richmond,A10,19-11,+8.74,109.8,69,101.1,125,67.3,195,+.009,161,+3.66,96
93,Wichita St.,Amer,13-12,+8.44,104.3,166,95.9,42,67.6,177,-.042,276,+6.13,65
94,South Carolina,SEC,18-11,+8.10,103.2,187,95.1,32,70.6,42,+.117,12,+8.44,33
95,Grand Canyon,WAC,20-7,+7.84,104.6,156,96.8,50,65.6,282,+.010,160,-3.33,240
