Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,7-1,+31.24,121.0,2,89.8,9,71.9,36,-.041,245,-1.29,216
2,Purdue,B10,7-0,+29.06,121.6,1,92.5,36,68.2,195,+.061,94,+1.79,137
3,Baylor,B12,7-0,+27.19,116.5,6,89.3,5,69.4,146,+.023,154,-2.29,243
4,Houston,Amer,6-1,+25.73,113.7,10,87.9,1,66.0,302,-.071,282,+3.30,114
5,Kansas,B12,5-1,+25.69,117.6,5,91.9,33,71.5,48,-.079,289,+3.90,101
6,Villanova,BE,5-2,+24.55,118.1,3,93.6,45,63.7,345,-.088,301,+7.19,55
7,Duke,ACC,7-1,+24.10,114.2,9,90.1,15,71.0,70,+.002,184,+2.22,131
8,UCLA,P12,7-1,+23.83,114.6,7,90.8,21,69.4,144,+.056,102,+2.16,132
9,USC,P12,7-0,+22.45,112.2,20,89.8,8,68.2,199,+.034,133,-0.93,209
10,Tennessee,SEC,5-1,+21.71,111.6,24,89.9,11,70.2,98,+.030,143,-3.13,260
11,Kentucky,SEC,6-1,+21.63,113.2,14,91.6,27,69.7,117,-.082,293,-9.71,346
12,Alabama,SEC,6-1,+21.61,113.5,11,91.9,31,73.0,21,-.020,217,+3.69,104
13,Texas,B12,5-1,+21.47,112.6,18,91.2,23,63.5,349,-.017,215,-8.93,339
14,Florida,SEC,6-1,+21.39,111.5,25,90.1,14,69.3,147,+.003,182,+4.12,96
15,LSU,SEC,8-0,+21.16,110.0,37,88.9,4,70.4,91,+.069,83,-0.65,203
16,Texas Tech,B12,6-1,+21.09,111.8,22,90.7,20,68.0,214,-.059,268,-13.73,354
17,Auburn,SEC,6-1,+21.04,112.2,19,91.2,24,71.5,47,-.046,249,+6.45,64
18,Michigan,B10,4-3,+20.97,111.3,27,90.3,16,66.3,288,+.004,180,+7.38,51
19,Arizona,P12,6-0,+20.84,110.9,28,90.1,13,73.0,23,+.044,117,-5.20,298
20,Iowa,B10,7-0,+20.36,118.1,4,97.8,99,71.4,51,+.028,148,-11.94,351
21,Ohio St.,B10,5-2,+20.32,114.3,8,93.9,51,67.1,260,+.030,144,+9.53,23
22,Illinois,B10,5-2,+20.10,111.6,23,91.5,26,68.9,165,+.015,166,+1.46,145
23,Virginia Tech,ACC,6-2,+19.90,110.3,35,90.4,17,64.9,335,-.104,310,+1.39,147
24,Michigan St.,B10,6-2,+19.88,107.9,60,88.0,2,70.3,93,+.078,73,+12.40,13
25,Arkansas,SEC,7-0,+19.83,110.8,30,91.0,22,73.1,16,+.040,123,-3.22,265
26,Connecticut,BE,7-1,+18.85,111.3,26,92.5,35,69.5,129,+.022,156,-8.18,335
27,BYU,WCC,6-1,+18.78,110.6,33,91.8,29,68.2,201,+.009,172,+5.23,84
28,Wisconsin,B10,6-1,+18.05,107.9,61,89.8,10,65.6,316,+.081,69,+6.75,59
29,Memphis,Amer,5-2,+17.75,108.3,54,90.6,19,73.6,10,-.002,189,+1.29,152
30,Loyola Chicago,MVC,6-2,+17.64,112.2,21,94.5,53,66.0,301,-.060,269,-3.99,281
31,Indiana,B10,6-1,+17.45,108.7,52,91.2,25,69.9,109,+.012,167,-4.18,282
32,Florida St.,ACC,5-2,+17.33,109.6,39,92.3,34,69.1,155,+.106,48,+6.67,60
33,Xavier,BE,6-1,+16.86,109.6,40,92.7,39,69.1,156,+.108,47,+0.38,176
34,Seton Hall,BE,6-1,+16.86,108.8,51,91.9,32,71.4,53,+.028,147,-0.32,192
35,Saint Mary's,WCC,7-1,+16.67,106.6,83,90.0,12,65.1,332,-.004,194,+1.34,151
36,San Francisco,WCC,8-0,+16.42,109.2,45,92.8,40,67.6,230,+.104,50,-3.11,259
37,North Carolina,ACC,5-2,+15.94,113.2,15,97.3,89,71.0,69,+.026,150,+3.77,103
38,Oklahoma,B12,7-1,+15.52,107.3,70,91.7,28,67.9,219,+.055,103,-2.08,239
39,St. Bonaventure,A10,6-1,+15.36,110.8,32,95.4,64,66.9,272,+.077,74,-1.81,230
40,Louisville,ACC,5-2,+15.25,105.7,92,90.5,18,70.0,102,-.002,190,+4.06,97
41,Mississippi St.,SEC,5-1,+15.13,108.9,50,93.8,48,66.3,291,+.006,174,-1.77,226
42,Notre Dame,ACC,3-3,+15.10,112.9,17,97.8,100,67.7,226,-.151,341,+5.94,72
43,Northwestern,B10,5-2,+15.07,109.7,38,94.6,55,67.6,232,-.128,332,-7.49,326
44,San Diego St.,MWC,5-2,+14.93,104.4,114,89.5,6,65.9,305,+.066,88,+2.89,120
45,Oklahoma St.,B12,6-2,+14.72,104.3,117,89.5,7,69.4,145,-.016,210,-1.96,233
46,Virginia,ACC,5-3,+14.41,107.1,77,92.6,38,59.7,358,-.048,254,+0.34,177
47,Colorado St.,MWC,8-0,+13.91,113.0,16,99.1,118,69.7,119,+.037,127,-6.69,313
48,Maryland,B10,5-3,+13.87,107.1,78,93.2,43,69.0,162,-.005,196,+1.83,136
49,Washington St.,P12,6-1,+13.79,107.4,68,93.6,44,68.0,212,+.010,170,-6.10,310
50,West Virginia,B12,6-1,+13.76,108.9,49,95.2,61,66.9,269,+.067,85,-1.31,217
51,Oregon,P12,5-3,+13.65,110.8,31,97.1,84,66.3,293,+.045,116,+5.92,73
52,UAB,CUSA,6-2,+13.65,107.4,67,93.7,47,70.5,87,-.112,320,-2.53,249
53,Clemson,ACC,5-3,+13.49,108.5,53,95.0,58,66.7,280,-.108,313,+0.14,182
54,Wichita St.,Amer,6-1,+13.31,105.1,102,91.8,30,68.5,181,+.035,132,+5.58,76
55,St. John's,BE,5-1,+12.03,108.3,56,96.3,72,72.6,27,+.028,146,-14.28,355
56,UCF,Amer,4-2,+12.01,108.0,58,96.0,70,67.9,218,+.025,153,+3.59,107
57,Colorado,P12,6-2,+11.94,109.2,46,97.3,88,66.9,271,+.092,58,-2.47,247
58,Drake,MVC,3-3,+11.68,107.9,59,96.3,73,68.0,216,-.213,354,+7.29,53
59,Utah St.,MWC,6-1,+11.66,107.7,64,96.1,71,67.8,225,+.002,183,+1.22,154
60,Providence,BE,7-1,+11.62,109.1,47,97.5,93,67.0,264,+.190,12,+3.62,105
61,Texas A&M,SEC,7-1,+11.48,104.4,115,92.9,41,67.1,255,+.074,77,-5.50,303
62,Syracuse,ACC,4-3,+11.46,113.4,12,101.9,182,70.5,86,+.039,125,+4.37,93
63,Creighton,BE,7-1,+11.25,107.8,63,96.6,77,68.3,191,+.120,40,-4.77,291
64,Richmond,A10,4-4,+11.17,110.8,29,99.7,133,68.3,192,-.083,294,+6.35,66
65,Vanderbilt,SEC,5-1,+11.08,105.7,91,94.7,56,68.1,210,-.004,193,-9.03,341
66,N.C. State,ACC,6-1,+10.95,108.3,57,97.3,90,68.2,198,+.039,124,-3.82,277
67,Belmont,OVC,5-3,+10.92,109.4,44,98.5,108,71.0,66,+.045,115,+5.90,74
68,Mississippi,SEC,5-2,+10.87,103.5,130,92.6,37,67.2,253,-.088,300,-11.28,349
69,Davidson,A10,5-2,+10.58,109.5,41,98.9,113,66.0,304,-.048,255,+0.08,186
70,Georgia Tech,ACC,5-2,+10.45,106.9,80,96.5,76,69.2,151,-.058,267,-5.90,306
71,Kansas St.,B12,4-2,+10.38,104.9,105,94.6,54,67.5,235,-.084,295,-8.63,337
72,Nevada,MWC,4-4,+10.36,109.5,43,99.1,117,72.3,30,-.024,223,+3.40,110
73,Missouri St.,MVC,4-3,+10.22,110.5,34,100.3,144,67.8,224,-.213,353,-7.17,323
74,Cincinnati,Amer,6-2,+10.21,103.3,133,93.1,42,67.5,236,-.051,258,-0.83,207
