Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,10-2,+30.12,119.5,2,89.3,13,72.4,27,-.058,285,-0.44,196
2,Baylor,B12,11-0,+29.96,117.0,5,87.0,4,67.8,201,+.022,138,-2.14,251
3,Purdue,B10,11-1,+27.96,120.4,1,92.5,42,67.9,197,+.020,142,+2.79,108
4,Houston,Amer,11-2,+27.71,115.0,7,87.3,5,66.1,294,-.060,287,+1.18,154
5,Kansas,B12,9-1,+26.64,118.6,3,91.9,38,71.7,48,-.043,255,+3.26,93
6,Duke,ACC,11-1,+25.40,116.1,6,90.7,23,70.4,82,-.010,197,-2.43,260
7,Arizona,P12,11-1,+25.23,113.8,14,88.6,8,74.4,5,-.001,178,+1.45,142
8,UCLA,P12,8-1,+23.87,113.9,13,90.1,18,68.5,169,+.062,76,+3.29,92
9,Tennessee,SEC,9-2,+23.68,109.5,37,85.8,2,70.7,76,-.004,185,+1.50,139
10,LSU,SEC,12-0,+23.67,108.0,58,84.3,1,71.1,59,+.054,91,-0.71,203
11,Kentucky,SEC,9-2,+23.40,114.6,11,91.2,29,68.8,162,-.100,325,-4.43,308
12,Villanova,BE,8-4,+23.06,114.4,12,91.3,33,63.0,345,-.021,222,+10.95,9
13,Auburn,SEC,11-1,+23.04,112.2,20,89.1,10,71.0,66,-.022,223,+4.30,67
14,Illinois,B10,9-3,+22.52,114.6,10,92.1,39,68.8,159,-.008,194,+3.98,75
15,Ohio St.,B10,8-2,+21.60,114.9,8,93.3,49,67.8,202,+.020,143,+9.63,13
16,Michigan,B10,7-4,+21.28,111.9,21,90.6,22,66.8,262,-.030,235,+7.08,29
17,Michigan St.,B10,10-2,+21.09,111.0,24,89.9,16,70.2,90,+.098,42,+9.87,11
18,Alabama,SEC,9-3,+20.99,114.6,9,93.6,53,72.0,33,-.001,180,+9.28,17
19,Texas Tech,B12,9-2,+20.92,109.1,42,88.2,6,65.8,302,-.020,218,-7.85,348
20,USC,P12,12-0,+20.91,110.6,26,89.7,15,67.2,240,+.067,71,+0.11,179
21,Texas,B12,9-2,+20.73,110.0,30,89.3,12,61.3,356,-.047,264,-8.87,354
22,Loyola Chicago,MVC,9-2,+19.21,112.8,16,93.6,52,64.9,325,-.007,193,+1.43,145
