Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,3-0,+31.27,120.2,1,88.9,15,73.2,38,+.005,130,-9.15,284
2,Kansas,B12,2-0,+27.12,115.0,4,87.9,7,71.6,112,+.038,103,+5.34,127
3,Michigan,B10,2-1,+26.84,113.2,6,86.4,2,69.7,228,-.133,321,+4.42,139
4,Purdue,B10,3-0,+26.57,115.8,2,89.2,19,69.6,233,+.000,147,-4.51,248
5,Illinois,B10,2-1,+24.51,110.0,20,85.5,1,72.5,66,-.188,348,-2.94,225
6,Baylor,B12,2-0,+24.49,113.2,7,88.7,12,71.2,138,+.000,158,-17.94,343
7,UCLA,P12,3-0,+23.89,113.4,5,89.5,21,69.8,223,+.055,87,-3.58,232
8,Houston,Amer,3-0,+23.26,110.9,15,87.7,4,66.2,345,+.052,90,+0.37,182
9,Duke,ACC,4-0,+22.84,111.2,14,88.3,9,71.2,134,+.065,77,-2.37,216
10,Villanova,BE,2-1,+22.25,115.6,3,93.3,59,67.0,335,-.091,293,-3.03,227
11,Tennessee,SEC,2-0,+22.23,110.0,23,87.7,5,70.6,173,+.000,158,-14.39,325
12,Texas Tech,B12,3-0,+21.51,109.7,26,88.2,8,68.4,298,+.006,127,-13.63,320
13,Texas,B12,1-1,+21.35,112.0,10,90.7,32,66.1,349,-.161,332,+5.13,132
14,Ohio St.,B10,3-0,+21.19,112.7,9,91.5,40,68.5,292,+.176,22,-4.40,244
15,Memphis,Amer,3-0,+21.06,108.1,41,87.1,3,76.0,3,+.009,121,-11.54,303
16,USC,P12,3-0,+20.83,109.8,24,89.0,16,69.5,241,+.125,45,-0.62,195
17,Kentucky,SEC,2-1,+20.82,111.2,13,90.4,29,71.1,148,-.121,312,-5.23,252
18,Alabama,SEC,3-0,+20.33,111.3,12,90.9,36,75.4,6,+.099,56,-0.27,188
19,Arkansas,SEC,2-0,+20.32,109.7,25,89.4,20,72.1,86,+.000,155,-7.13,272
20,BYU,WCC,3-0,+20.01,110.0,22,89.9,26,69.2,255,+.125,46,+9.25,95
21,Connecticut,BE,2-0,+19.52,108.7,33,89.2,18,70.1,202,+.000,143,-26.06,356
22,Florida,SEC,2-0,+19.39,109.3,28,89.9,25,68.9,272,+.000,156,+2.89,152
23,Iowa,B10,3-0,+19.07,112.7,8,93.7,64,73.0,45,+.001,140,-14.46,326
24,Auburn,SEC,2-0,+18.98,110.0,21,91.0,37,72.9,50,+.000,158,-8.80,283
25,Michigan St.,B10,1-1,+18.81,107.5,47,88.7,14,71.9,90,-.156,330,+4.70,135
26,Maryland,B10,3-0,+18.77,108.6,34,89.8,23,69.0,267,+.001,138,-6.07,263
27,Arizona,P12,3-0,+18.47,108.2,39,89.8,22,72.3,76,+.000,144,-13.10,317
28,Virginia Tech,ACC,3-0,+18.37,108.9,29,90.5,31,68.4,296,+.000,149,-10.84,296
29,LSU,SEC,3-0,+18.35,110.0,19,91.7,42,72.7,58,+.065,76,-4.83,250
30,Seton Hall,BE,3-0,+18.30,107.0,53,88.7,13,71.1,147,+.108,51,+0.66,178
31,Florida St.,ACC,1-1,+17.96,108.3,37,90.4,30,72.8,51,-.085,289,+7.42,110
32,San Francisco,WCC,4-0,+17.51,108.4,35,90.8,35,70.8,165,+.059,82,-7.23,274
33,Loyola Chicago,MVC,3-0,+17.47,109.5,27,92.0,44,70.6,174,+.053,89,-22.66,353
34,San Diego St.,MWC,1-1,+17.40,105.2,72,87.8,6,68.7,282,-.102,302,+11.15,86
35,St. Bonaventure,A10,2-0,+17.37,108.1,42,90.7,33,67.9,318,+.106,54,-13.61,319
36,Indiana,B10,2-0,+16.83,105.9,65,89.1,17,71.5,116,+.164,26,-15.63,332
37,Xavier,BE,2-0,+16.76,108.7,32,92.0,43,69.4,245,+.140,40,-5.57,257
38,Notre Dame,ACC,2-0,+16.67,111.7,11,95.0,89,68.3,302,+.017,116,-14.24,324
39,Syracuse,ACC,2-0,+16.54,110.7,16,94.2,76,69.9,218,+.020,112,-12.10,308
40,Oregon,P12,2-1,+16.09,110.3,18,94.2,78,68.1,311,+.137,41,+5.42,125
41,Saint Mary's,WCC,3-0,+15.92,105.9,64,90.0,28,66.5,341,+.002,135,-7.12,270
42,Oklahoma St.,B12,3-1,+15.88,104.3,86,88.4,10,71.9,89,-.097,299,-8.77,282
43,Colorado,P12,3-0,+15.59,108.3,38,92.7,52,70.2,191,+.189,19,-12.82,314
44,Northwestern,B10,3-0,+15.38,107.7,45,92.3,46,69.5,243,+.007,125,-18.31,346
45,Oklahoma,B12,2-0,+15.29,105.3,71,90.0,27,68.3,304,+.067,73,-15.96,336
46,Wisconsin,B10,2-1,+15.29,103.9,90,88.6,11,66.6,339,-.130,320,-12.06,307
47,St. John's,BE,2-0,+15.27,108.2,40,92.9,55,74.9,9,+.048,94,-23.27,354
48,West Virginia,B12,2-0,+15.10,106.1,62,91.0,38,71.2,137,+.030,107,-4.79,249
49,Mississippi St.,SEC,2-0,+14.84,107.3,50,92.5,49,68.7,280,+.000,148,-11.28,301
50,North Carolina,ACC,3-0,+14.46,110.6,17,96.1,109,72.9,48,+.007,124,-8.13,278
51,Louisville,ACC,2-1,+14.39,105.2,73,90.8,34,70.1,197,-.046,271,-6.55,265
52,Drake,MVC,2-0,+13.54,107.4,48,93.9,70,70.0,207,+.000,158,-8.31,281
53,Mississippi,SEC,2-0,+13.51,103.4,97,89.8,24,70.2,195,+.000,158,-20.25,350
54,Clemson,ACC,3-0,+13.43,106.0,63,92.5,50,68.7,283,+.039,102,-7.13,273
55,Washington St.,P12,3-0,+13.32,106.7,56,93.4,60,69.1,259,+.005,128,-7.98,276
56,UAB,CUSA,3-0,+12.83,106.8,54,94.0,72,71.1,140,+.005,129,-10.14,288
57,Colorado St.,MWC,3-0,+12.71,108.8,31,96.0,105,71.6,108,+.000,151,-18.43,347
58,Georgia Tech,ACC,2-1,+12.66,104.7,79,92.0,45,70.3,190,-.108,304,-6.92,269
59,Butler,BE,3-0,+12.63,105.6,67,93.0,58,65.5,353,+.077,70,-18.94,348
60,Creighton,BE,3-0,+12.54,104.9,78,92.4,47,70.5,176,+.000,145,-11.95,305
61,SMU,Amer,2-1,+12.51,107.4,49,94.9,88,71.3,122,+.003,132,-10.79,295
62,Virginia,ACC,1-2,+12.45,103.9,89,91.5,41,63.7,358,-.122,314,+0.65,179
63,UCF,Amer,3-0,+12.32,106.1,61,93.8,68,68.8,276,+.001,142,-5.51,256
64,N.C. State,ACC,3-0,+12.23,106.7,55,94.5,81,69.3,249,+.056,84,-13.03,316
65,TCU,B12,2-0,+12.04,105.0,77,93.0,57,71.2,135,+.027,108,-15.28,330
66,Belmont,OVC,2-1,+11.70,108.4,36,96.6,118,73.3,35,+.001,141,+2.77,153
67,Wichita St.,Amer,3-0,+11.54,104.5,83,92.9,56,68.7,278,+.088,64,-6.90,267
68,Providence,BE,3-0,+11.44,105.1,75,93.7,65,70.7,171,+.151,38,-2.74,222
69,Arizona St.,P12,2-1,+11.27,105.1,74,93.9,69,71.9,88,-.164,335,-10.97,297
70,Vanderbilt,SEC,2-0,+11.20,107.0,52,95.8,99,71.7,100,+.000,158,-13.64,321
71,Richmond,A10,2-1,+11.14,107.8,44,96.6,116,70.0,208,+.044,99,-2.78,223
72,Rutgers,B10,3-0,+10.85,102.0,128,91.2,39,67.8,319,+.067,74,-12.15,309
73,Nevada,MWC,1-2,+10.74,107.8,43,97.1,128,72.5,68,-.062,276,-0.90,199
74,Boise St.,MWC,1-1,+10.38,103.1,99,92.8,53,69.8,222,-.114,308,+1.13,170
75,Davidson,A10,1-1,+10.37,106.4,60,96.0,103,67.8,321,-.173,342,+8.44,104
76,Stanford,P12,2-1,+10.35,102.8,107,92.5,48,69.4,247,+.064,79,-6.03,262
77,Utah,P12,3-0,+10.15,104.3,87,94.1,75,71.1,142,+.006,126,-17.55,342
78,Loyola Marymount,WCC,1-1,+10.13,106.6,57,96.5,114,68.5,288,+.000,158,-1.03,200
79,Texas A&M,SEC,3-0,+10.08,103.5,93,93.4,62,67.0,334,+.113,49,-12.94,315
80,South Dakota St.,Sum,2-1,+9.87,108.8,30,99.0,159,74.5,12,+.072,72,+7.81,109
81,Missouri St.,MVC,1-1,+9.77,107.7,46,97.9,143,71.5,117,-.159,331,-17.09,338
82,Penn St.,B10,1-1,+9.77,105.5,70,95.7,97,68.3,303,+.057,83,-0.33,191
83,Kansas St.,B12,1-0,+9.73,103.6,92,93.8,67,68.4,299,+.000,158,-14.09,323
84,Oregon St.,P12,1-2,+9.61,104.0,88,94.4,79,68.5,290,-.058,275,+2.98,151
85,Buffalo,MAC,1-1,+9.41,107.1,51,97.7,140,72.6,64,+.155,35,+20.17,29
86,South Carolina,SEC,2-1,+9.26,102.1,125,92.8,54,74.7,11,-.092,295,-3.93,235
87,Georgetown,BE,1-1,+9.11,103.0,103,93.9,71,72.5,72,-.109,305,-11.97,306
88,Marquette,BE,3-0,+9.09,102.7,110,93.6,63,73.0,47,+.114,48,-4.22,239
89,Miami FL,ACC,2-1,+8.76,105.7,66,96.9,123,70.8,164,+.065,75,-0.37,192
90,Utah St.,MWC,1-1,+8.66,103.4,95,94.8,86,69.9,217,-.170,340,+2.00,162
91,Rhode Island,A10,2-0,+8.53,102.6,114,94.1,74,71.8,92,+.019,113,-8.00,277
92,Santa Clara,WCC,3-0,+8.33,105.0,76,96.7,119,71.7,106,+.013,118,+1.69,166
93,Dayton,A10,1-1,+8.15,102.2,121,94.1,73,65.5,352,-.218,355,-12.18,310
94,UC Santa Barbara,BW,1-1,+8.14,104.6,82,96.4,113,68.4,295,+.000,158,+18.18,40
95,Vermont,AE,2-1,+8.09,102.3,120,94.2,77,68.9,275,-.021,258,+15.69,51
96,Liberty,ASun,1-1,+7.90,103.2,98,95.3,92,66.9,336,+.000,158,+23.06,13
97,Ohio,MAC,3-0,+7.90,105.5,69,97.6,139,71.2,132,+.000,158,-0.00,186
98,Nebraska,B10,1-2,+7.86,102.7,112,94.8,87,73.6,27,-.167,336,-2.87,224
99,Saint Louis,A10,3-1,+7.66,103.0,102,95.4,93,72.1,85,-.085,290,-12.33,311
100,Furman,SC,2-1,+7.31,104.6,80,97.3,131,70.3,186,-.045,270,+17.57,43
101,Massachusetts,A10,2-1,+7.27,103.0,104,95.7,96,71.5,115,+.033,106,+1.11,171
102,Georgia St.,SB,2-1,+6.88,106.6,58,99.7,177,72.1,84,-.042,268,+5.17,130
103,New Mexico St.,WAC,2-0,+6.78,102.7,113,95.9,102,68.0,315,+.016,117,-1.42,209
104,Louisiana Tech,CUSA,2-1,+6.72,102.8,109,96.0,106,70.9,156,+.231,5,+5.99,117
105,Cincinnati,Amer,3-0,+6.59,101.2,140,94.6,83,71.2,129,+.048,93,-10.99,299
106,Minnesota,B10,3-0,+6.51,101.5,134,95.0,90,70.4,180,+.098,58,-0.68,197
107,Murray St.,OVC,3-0,+6.51,103.5,94,97.0,126,69.2,257,+.001,136,-3.66,233
108,Wake Forest,ACC,2-0,+6.37,102.6,115,96.2,111,70.8,162,+.001,139,-15.85,334
109,Temple,Amer,1-1,+6.35,101.6,132,95.2,91,70.9,159,-.179,346,-7.13,271
110,Marshall,CUSA,2-0,+6.12,104.6,81,98.5,153,77.2,2,+.000,158,+0.61,180
111,Western Kentucky,CUSA,1-2,+6.06,102.1,123,96.0,104,71.4,118,+.005,131,-0.49,193
112,UC Irvine,BW,2-1,+5.92,99.6,159,93.7,66,68.4,300,+.046,97,+8.60,101
113,Weber St.,BSky,2-0,+5.82,102.8,108,97.0,124,72.8,52,+.000,158,+2.30,157
114,Miami OH,MAC,2-0,+5.81,105.5,68,99.7,178,70.3,185,+.192,16,+1.72,164
115,Toledo,MAC,2-0,+5.53,106.6,59,101.0,216,70.1,203,+.000,158,-6.21,264
116,Iowa St.,B12,3-0,+5.38,98.8,179,93.4,61,72.5,73,+.000,157,-10.71,293
117,VCU,A10,1-1,+5.19,97.8,201,92.6,51,70.4,178,+.188,20,-4.43,245
118,Missouri,SEC,1-1,+5.07,102.7,111,97.6,138,70.7,168,+.037,104,-13.41,318
119,Wofford,SC,2-1,+4.88,101.8,129,97.0,125,69.8,226,+.000,158,+18.23,39
120,Old Dominion,CUSA,2-1,+4.82,99.4,163,94.6,82,67.4,327,-.177,344,-4.08,237
121,Akron,MAC,1-1,+4.80,102.8,106,98.0,146,68.7,281,+.000,158,+26.08,5
122,Wright St.,Horz,1-2,+4.60,102.5,117,97.9,145,74.8,10,-.168,337,+20.04,31
123,California,P12,1-2,+4.60,99.3,168,94.7,84,67.3,330,-.011,255,-2.20,213
124,DePaul,BE,2-0,+4.30,100.2,152,95.9,101,73.1,42,+.000,154,-21.64,352
125,Colgate,Pat,1-2,+4.22,104.4,84,100.2,189,71.0,154,-.082,287,+2.17,159
126,Milwaukee,Horz,1-1,+4.21,101.7,131,97.5,135,70.5,177,-.119,311,-8.19,279
127,Boston College,ACC,3-0,+4.06,101.8,130,97.7,141,67.8,322,+.047,95,-14.02,322
128,Jacksonville St.,ASun,1-2,+4.06,100.2,153,96.1,108,67.1,333,-.313,358,-1.08,201
129,Chattanooga,SC,3-0,+4.04,102.8,105,98.8,157,66.2,346,+.094,59,-6.60,266
130,Fresno St.,MWC,3-0,+3.96,101.5,133,97.6,137,68.2,308,+.085,66,-19.99,349
131,UNLV,MWC,3-0,+3.91,99.6,160,95.6,95,69.2,251,+.024,111,-4.01,236
132,Northern Kentucky,Horz,1-1,+3.66,103.1,101,99.4,168,68.5,291,+.000,158,-5.69,258
133,North Texas,CUSA,1-1,+3.58,99.1,174,95.5,94,66.1,348,+.000,158,+4.62,137
134,Washington,P12,2-1,+3.49,98.2,190,94.7,85,73.5,29,+.011,119,-15.34,331
135,Southern Illinois,MVC,1-1,+3.32,100.8,147,97.5,134,68.2,306,-.201,351,-11.50,302
136,Rice,CUSA,2-1,+3.19,104.3,85,101.2,223,71.9,91,+.172,24,-1.16,203
137,Southern Utah,BSky,1-2,+3.04,102.6,116,99.5,171,72.5,71,-.075,281,+6.15,115
138,Northern Iowa,MVC,1-2,+2.97,100.4,150,97.4,133,69.2,253,-.092,294,-2.73,221
139,Yale,Ivy,3-1,+2.96,103.6,91,100.7,203,71.8,94,+.110,50,+5.68,121
140,Kent St.,MAC,1-1,+2.79,100.8,146,98.1,147,70.6,172,+.000,158,+21.45,19
141,Grand Canyon,WAC,2-0,+2.61,98.4,184,95.8,100,66.5,342,+.000,152,-15.95,335
142,North Dakota St.,Sum,2-2,+2.53,101.3,136,98.8,158,67.8,323,+.044,100,+8.65,99
143,Pacific,WCC,2-2,+2.51,99.4,164,96.9,121,68.1,312,-.162,333,-0.32,190
144,Tulsa,Amer,2-1,+2.50,99.7,157,97.2,130,67.8,320,-.151,327,-11.05,300
145,Stephen F. Austin,WAC,2-1,+2.27,99.3,166,97.1,127,71.8,93,+.000,158,+5.57,123
146,UC Riverside,BW,2-1,+2.20,98.6,183,96.4,112,68.5,293,+.227,6,+19.03,34
147,East Tennessee St.,SC,0-2,+2.16,102.1,124,99.9,183,70.2,194,-.205,353,+15.66,52
148,Tulane,Amer,1-1,+2.16,97.9,200,95.7,98,70.0,212,-.013,256,-16.53,337
149,Wyoming,MWC,2-0,+2.00,102.2,122,100.2,192,69.6,238,+.000,158,-21.40,351
150,Delaware,CAA,1-1,+1.65,102.1,126,100.4,197,69.6,239,+.009,120,+3.99,142
151,Hofstra,CAA,1-2,+1.52,103.4,96,101.9,244,69.9,219,-.106,303,+11.27,85
152,Wagner,NEC,2-0,+1.29,100.8,148,99.5,170,66.7,338,+.000,158,-0.64,196
153,Iona,MAAC,3-0,+1.25,98.4,187,97.1,129,71.8,95,+.072,71,-5.16,251
154,George Mason,A10,3-0,+1.10,98.0,193,96.9,122,71.2,130,+.001,137,-10.07,287
155,UTEP,CUSA,2-1,+1.02,98.4,186,97.4,132,71.1,144,+.000,158,+11.53,82
156,Princeton,Ivy,2-1,+0.99,101.2,141,100.2,190,68.1,313,+.042,101,+7.93,107
157,Louisiana,SB,2-0,+0.93,97.5,206,96.6,115,73.9,17,+.000,158,-1.13,202
158,Bowling Green,MAC,1-2,+0.87,101.0,145,100.1,187,72.6,65,-.135,322,+8.88,97
159,San Diego,WCC,2-1,+0.82,101.0,142,100.2,191,70.3,187,-.044,269,+12.46,76
160,Cleveland St.,Horz,1-2,+0.56,99.7,158,99.1,163,67.6,326,+.000,217,+13.86,66
161,Abilene Christian,WAC,1-2,+0.45,97.1,216,96.6,117,70.1,205,-.081,285,+8.64,100
162,Montana St.,BSky,1-1,+0.10,101.3,137,101.2,224,70.1,199,+.000,158,+20.26,28
163,Georgia,SEC,2-1,+0.06,98.8,178,98.7,156,70.1,206,-.052,273,-12.57,313
164,Oakland,Horz,1-1,+0.06,98.4,185,98.3,150,70.1,201,+.200,12,+20.07,30
165,Texas St.,SB,1-2,+0.06,99.1,172,99.1,161,65.5,354,-.033,265,+9.73,93
166,East Carolina,Amer,3-0,+0.04,98.3,188,98.3,149,72.2,80,+.003,133,-17.41,341
167,Campbell,BSth,2-1,-0.20,101.2,139,101.4,232,65.4,355,+.225,7,+10.80,90
168,Pittsburgh,ACC,1-2,-0.30,97.2,212,97.5,136,68.2,305,+.036,105,-1.88,211
169,Morehead St.,OVC,1-2,-0.40,98.9,177,99.3,167,68.6,286,-.003,246,+20.59,26
170,Saint Peter's,MAAC,0-2,-0.55,93.8,282,94.4,80,69.9,216,-.170,339,+14.91,57
171,James Madison,CAA,3-0,-0.58,98.7,180,99.2,166,73.7,24,+.159,32,+0.68,176
172,Oral Roberts,Sum,1-1,-0.59,103.1,100,103.7,276,72.8,55,+.000,158,+17.13,46
173,UNC Greensboro,SC,3-0,-0.64,95.4,249,96.1,107,66.6,340,+.089,62,-10.48,290
174,Mercer,SC,1-2,-0.69,101.0,143,101.7,241,69.5,244,-.145,324,+14.24,63
175,Winthrop,BSth,2-1,-0.83,99.1,173,99.9,180,73.0,44,+.163,27,-4.38,242
176,Montana,BSky,1-2,-0.88,100.6,149,101.5,234,68.6,285,-.215,354,+5.22,129
177,Navy,Pat,1-2,-0.98,98.3,189,99.2,165,68.6,287,+.064,78,+16.79,47
178,Northeastern,CAA,1-2,-1.05,96.8,222,97.9,144,67.1,332,+.125,47,+4.89,133
179,Appalachian St.,SB,2-1,-1.19,98.0,194,99.1,164,66.4,344,+.191,17,+1.70,165
180,Pepperdine,WCC,1-2,-1.23,99.3,170,100.5,199,72.3,77,+.088,65,-3.23,229
