Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,13-2,+30.91,123.9,2,93.0,19,73.8,8,-.057,284,-1.09,225
2,Baylor,B12,15-1,+30.17,120.6,4,90.4,9,69.5,130,+.006,170,+3.46,76
3,Houston,Amer,14-2,+27.26,119.2,6,91.9,14,66.1,307,-.021,218,+1.89,118
4,Purdue,B10,14-2,+26.44,124.2,1,97.7,66,68.3,184,+.003,175,+3.11,81
5,Villanova,BE,12-4,+26.43,118.4,7,92.0,15,62.2,355,+.022,146,+12.55,2
6,Arizona,P12,13-1,+25.76,116.6,14,90.9,12,74.8,3,+.005,172,+0.94,151
7,Auburn,SEC,15-1,+25.70,114.9,20,89.2,7,71.8,38,-.003,189,+7.23,19
8,LSU,SEC,15-1,+25.60,108.9,79,83.3,1,71.0,69,+.073,66,+5.38,46
9,Kentucky,SEC,13-3,+25.14,118.4,8,93.3,22,69.6,124,-.092,323,-2.12,265
10,Kansas,B12,13-2,+25.14,120.2,5,95.1,36,70.7,74,-.012,198,+5.82,35
11,Duke,ACC,13-2,+24.29,116.8,13,92.5,17,70.3,89,-.034,246,+0.15,179
12,Illinois,B10,13-3,+24.25,117.5,11,93.2,21,68.2,193,+.023,144,+5.60,42
13,Tennessee,SEC,11-4,+23.21,110.2,58,87.0,2,69.9,107,-.033,241,+6.18,30
14,Texas Tech,B12,13-3,+23.09,111.0,50,87.9,3,66.0,311,-.010,195,-1.26,235
15,UCLA,P12,10-2,+22.72,115.3,18,92.6,18,69.6,123,+.016,153,+3.69,70
16,Texas,B12,13-3,+22.07,112.1,37,90.1,8,62.3,354,-.026,228,-3.30,298
17,Alabama,SEC,11-5,+20.90,117.7,9,96.8,54,72.4,25,-.033,243,+11.56,3
18,USC,P12,14-1,+20.24,113.8,24,93.6,24,67.8,220,+.035,121,+1.54,129
19,Xavier,BE,12-3,+19.80,114.5,22,94.7,32,70.9,72,+.036,118,+5.67,38
20,Michigan St.,B10,14-2,+19.72,113.4,27,93.7,25,70.1,96,+.120,23,+7.43,15
21,Iowa,B10,12-4,+19.11,122.0,3,102.9,155,71.7,48,-.026,229,+1.41,133
22,Connecticut,BE,11-4,+19.10,113.5,26,94.4,30,67.3,248,-.053,273,+2.88,87
23,Ohio St.,B10,10-4,+19.05,117.0,12,97.9,72,67.8,216,+.048,106,+11.16,4
24,Indiana,B10,12-4,+18.50,109.0,77,90.5,10,68.7,167,-.054,277,+1.69,124
25,Wisconsin,B10,14-2,+18.40,112.3,33,93.9,28,66.9,272,+.157,11,+10.02,6
26,BYU,WCC,14-4,+18.05,111.4,44,93.3,23,69.6,122,+.036,116,+7.26,18
27,Loyola Chicago,MVC,12-2,+17.99,115.3,19,97.3,60,65.0,325,+.049,105,+1.50,131
28,North Carolina,ACC,11-4,+17.74,116.3,15,98.6,81,71.4,56,+.027,137,+5.56,44
29,Seton Hall,BE,11-4,+17.67,113.0,29,95.3,40,71.9,34,-.031,236,+8.08,12
30,Virginia Tech,ACC,8-7,+17.30,111.2,49,93.9,26,64.6,332,-.172,352,+4.95,53
31,Michigan,B10,7-7,+16.98,113.2,28,96.2,46,66.5,292,-.077,311,+9.43,8
32,Iowa St.,B12,13-3,+16.81,105.3,135,88.5,5,67.4,241,-.005,191,+2.07,113
33,San Francisco,WCC,15-2,+16.65,110.5,54,93.9,27,69.8,113,+.011,165,+1.16,141
34,San Diego St.,MWC,10-3,+16.64,105.8,126,89.1,6,66.8,279,+.056,90,+4.50,60
35,Oklahoma,B12,12-4,+16.59,111.8,40,95.2,38,67.6,232,-.001,182,+2.95,85
36,Saint Mary's,WCC,13-4,+16.17,106.7,110,90.5,11,65.6,319,+.016,154,+4.62,58
37,Florida,SEC,9-6,+15.46,110.4,57,94.9,34,69.0,158,-.092,322,+4.02,64
38,Memphis,Amer,9-6,+15.12,111.4,45,96.3,47,73.3,14,-.076,310,+6.44,27
39,West Virginia,B12,13-2,+14.91,108.0,88,93.1,20,68.1,203,+.097,39,+2.44,100
40,Boise St.,MWC,11-4,+14.50,106.5,114,92.0,16,67.2,259,-.054,276,+3.39,77
41,Mississippi St.,SEC,11-4,+14.37,113.5,25,99.1,89,65.8,316,-.054,275,-0.53,202
42,Belmont,OVC,13-3,+14.17,112.9,30,98.7,85,70.3,90,+.072,67,+0.98,149
43,UAB,CUSA,14-4,+14.13,111.8,38,97.7,65,69.8,111,-.080,315,-3.60,301
44,Davidson,A10,14-2,+14.11,116.1,16,102.0,140,65.6,318,+.028,134,+1.09,143
45,Arkansas,SEC,11-5,+13.78,111.3,46,97.5,64,73.6,11,-.038,253,-0.28,194
46,Marquette,BE,11-6,+13.65,109.9,61,96.3,48,72.1,28,+.014,157,+8.07,13
47,Providence,BE,14-2,+13.59,109.7,64,96.1,45,66.7,284,+.219,1,+6.00,32
48,Clemson,ACC,10-6,+13.53,112.2,35,98.7,83,67.5,234,-.051,268,+5.17,48
49,Colorado St.,MWC,12-1,+13.45,114.7,21,101.2,125,68.6,174,+.177,6,+0.38,168
50,Washington St.,P12,9-7,+13.43,107.4,98,94.0,29,68.1,206,-.178,355,+1.04,146
51,Notre Dame,ACC,10-5,+13.13,111.7,42,98.6,80,66.9,276,+.021,149,+6.45,25
52,UCF,Amer,10-4,+12.98,110.4,55,97.4,63,68.1,204,-.016,210,+1.77,122
53,Florida St.,ACC,9-5,+12.88,107.5,94,94.7,31,69.0,157,+.045,107,+5.43,45
54,Northwestern,B10,8-6,+12.70,111.4,43,98.7,84,69.3,144,-.176,354,+0.70,161
55,Oklahoma St.,B12,8-7,+12.58,104.5,156,91.9,13,70.6,76,-.057,289,+7.17,20
56,Creighton,BE,10-4,+12.55,109.4,69,96.8,55,67.5,239,+.113,27,+4.98,52
57,Wake Forest,ACC,13-4,+12.42,110.2,59,97.8,68,70.2,92,+.019,150,+0.44,167
58,Oregon,P12,10-6,+12.38,112.9,31,100.5,105,66.7,286,+.035,120,+6.44,26
59,Texas A&M,SEC,14-2,+12.37,109.0,78,96.6,51,67.6,231,+.043,110,-3.15,292
60,Fresno St.,MWC,12-4,+12.13,107.4,96,95.3,39,62.8,352,-.023,220,-0.21,190
61,TCU,B12,11-2,+11.81,107.5,95,95.7,42,66.9,274,+.101,36,-1.49,247
62,St. Bonaventure,A10,10-3,+11.63,111.8,39,100.1,101,66.7,285,+.161,10,+2.36,104
63,Maryland,B10,9-7,+11.48,108.5,85,97.0,58,68.2,194,-.040,257,+5.93,34
64,Virginia,ACC,10-6,+11.36,107.8,90,96.4,49,59.8,358,+.012,161,+3.89,66
65,Utah St.,MWC,10-6,+11.34,110.7,52,99.3,94,68.3,188,-.073,304,+3.84,67
66,Penn St.,B10,8-6,+10.90,108.8,81,97.9,71,63.4,347,+.005,171,+6.94,22
67,Stanford,P12,10-4,+10.63,107.8,89,97.2,59,69.6,118,+.180,5,+6.61,23
68,Syracuse,ACC,8-8,+10.56,115.3,17,104.8,203,69.5,128,-.071,302,+6.32,28
69,Murray St.,OVC,13-2,+10.48,109.5,68,99.0,86,68.6,178,+.053,95,-1.32,241
70,Louisiana Tech,CUSA,14-3,+10.35,109.5,67,99.2,90,69.2,153,+.095,42,-1.11,228
71,Kansas St.,B12,8-7,+10.19,105.2,140,95.0,35,67.8,214,-.145,346,+1.69,123
72,VCU,A10,10-5,+10.18,98.1,270,87.9,4,68.7,171,+.040,112,+4.60,59
73,Santa Clara,WCC,11-5,+10.13,111.2,48,101.1,120,71.2,59,-.062,294,-0.34,195
74,Cincinnati,Amer,12-5,+10.12,105.8,122,95.7,44,67.7,227,-.028,231,-0.85,213
75,Chattanooga,SC,13-4,+10.07,112.2,36,102.1,142,64.8,329,-.014,200,+0.27,173
76,Miami FL,ACC,13-4,+9.92,114.5,23,104.6,195,69.3,142,+.168,8,+5.01,51
77,Minnesota,B10,10-4,+9.84,107.7,93,97.9,70,66.8,277,+.088,51,+5.65,40
78,SMU,Amer,12-4,+9.82,111.8,41,101.9,136,69.2,147,+.052,98,-1.76,254
79,North Texas,CUSA,10-4,+9.73,105.3,136,95.6,41,60.9,357,-.022,219,+3.16,79
80,Vanderbilt,SEC,9-6,+9.70,106.7,111,97.0,57,67.2,258,-.055,279,+2.16,109
81,Saint Louis,A10,10-5,+9.65,109.2,75,99.5,99,69.1,156,-.033,240,+3.67,71
82,Rhode Island,A10,10-4,+9.59,107.3,100,97.7,67,66.8,281,-.034,245,-0.64,205
83,Vermont,AE,10-4,+9.50,107.7,92,98.2,73,66.4,295,-.015,209,+1.32,136
84,Missouri St.,MVC,12-6,+9.38,112.2,34,102.9,156,67.3,249,-.075,308,-2.05,262
85,Wyoming,MWC,11-2,+9.27,110.7,51,101.5,127,66.8,282,+.085,55,-0.86,214
86,Wichita St.,Amer,9-6,+9.17,104.3,158,95.1,37,68.7,173,-.019,214,+2.90,86
87,Louisville,ACC,10-6,+9.10,105.8,125,96.7,52,69.4,138,+.045,108,+4.77,55
88,Colorado,P12,11-4,+8.98,107.4,99,98.4,76,67.3,250,+.115,26,+0.51,166
89,Toledo,MAC,12-4,+8.90,109.9,60,101.0,119,70.2,93,+.034,122,-0.17,187
90,St. John's,BE,9-5,+8.87,109.2,74,100.3,104,74.3,4,-.019,215,-1.58,250
91,South Dakota St.,Sum,14-4,+8.65,117.5,10,108.8,292,71.9,35,+.070,69,+0.07,182
92,Iona,MAAC,13-3,+8.45,106.8,108,98.4,75,71.8,39,+.053,97,+1.27,137
93,Drake,MVC,12-5,+8.29,109.3,72,101.0,116,66.5,290,-.025,227,-2.72,282
94,Dayton,A10,10-6,+8.12,107.2,101,99.0,87,65.2,323,-.038,252,-0.93,219
95,Rutgers,B10,9-6,+7.78,105.1,142,97.3,61,67.2,256,+.016,152,+0.90,153
96,New Mexico St.,WAC,14-2,+7.70,108.6,84,100.9,115,68.1,202,+.186,4,+1.00,148
97,Richmond,A10,10-7,+7.62,109.2,73,101.6,129,69.2,148,-.002,184,+3.57,73
98,Ohio,MAC,13-2,+7.49,106.9,107,99.4,95,68.0,209,+.129,17,-2.91,286
99,Oakland,Horz,12-4,+7.39,106.8,109,99.4,96,69.4,135,+.087,52,+2.77,92
100,Mississippi,SEC,9-6,+7.30,103.0,186,95.7,43,67.2,254,-.016,211,-0.15,186
101,Nevada,MWC,7-6,+7.28,108.6,83,101.4,126,72.4,24,+.035,119,+4.25,61
102,DePaul,BE,10-6,+7.16,108.4,86,101.2,123,71.8,42,-.000,181,+2.67,94
103,South Carolina,SEC,10-5,+7.14,102.0,207,94.9,33,72.1,29,+.117,25,+5.21,47
104,Towson,CAA,11-5,+7.12,110.7,53,103.5,170,65.9,313,-.051,271,-0.96,220
105,N.C. State,ACC,9-8,+7.10,111.3,47,104.2,186,67.9,212,-.057,287,+2.83,89
106,Northern Iowa,MVC,8-7,+7.10,108.8,82,101.7,130,68.8,162,-.110,331,+2.95,84
107,Wofford,SC,10-7,+6.94,108.9,80,102.0,139,66.2,305,-.132,342,-0.51,200
108,Grand Canyon,WAC,13-2,+6.91,106.2,118,99.3,93,65.0,326,+.040,113,-7.65,353
109,Western Kentucky,CUSA,10-6,+6.77,107.4,97,100.7,109,70.5,80,-.003,188,+0.73,160
110,Buffalo,MAC,9-6,+6.73,110.4,56,103.6,171,72.7,20,-.080,314,+1.44,132
111,UC Irvine,BW,6-5,+6.50,102.9,189,96.4,50,66.1,308,-.055,281,+8.74,11
112,California,P12,9-8,+6.18,103.1,184,96.9,56,64.9,328,-.046,262,+2.58,96
113,Monmouth,MAAC,10-4,+5.87,104.2,159,98.3,74,68.9,160,-.055,282,+2.66,95
114,Utah,P12,8-8,+5.85,109.3,71,103.5,169,68.1,200,-.066,298,+3.06,82
