Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Baylor,B12,9-0,+29.45,115.5,5,86.0,2,68.3,183,+.016,148,-2.64,264
2,Gonzaga,WCC,8-2,+29.24,119.7,2,90.4,18,72.8,22,-.072,284,-0.57,204
3,Kansas,B12,8-1,+27.72,119.0,3,91.3,28,71.6,46,-.064,272,+3.95,79
4,Purdue,B10,9-1,+27.36,119.8,1,92.4,39,68.9,151,+.034,125,+5.24,62
5,Houston,Amer,8-2,+26.77,114.8,9,88.0,5,66.8,265,-.094,308,+1.23,146
6,Villanova,BE,7-3,+24.51,115.3,6,90.8,21,62.6,350,-.040,246,+9.11,13
7,Arizona,P12,9-0,+24.01,112.9,16,88.9,8,74.6,4,+.058,97,+1.05,150
8,UCLA,P12,8-1,+23.96,114.0,10,90.0,16,68.6,166,+.062,90,+3.49,90
9,Duke,ACC,7-1,+23.86,113.8,11,90.0,14,70.5,80,+.002,172,+1.86,127
10,Tennessee,SEC,7-2,+23.42,109.3,40,85.9,1,70.7,75,-.031,232,+2.34,117
11,Alabama,SEC,8-1,+23.29,114.8,8,91.5,30,72.8,20,+.041,114,+8.36,17
12,Auburn,SEC,8-1,+22.60,113.1,15,90.5,19,71.5,50,-.049,256,+4.83,64
13,LSU,SEC,9-0,+22.29,109.0,42,86.7,3,71.1,64,+.069,81,+1.30,142
14,Texas Tech,B12,7-1,+21.53,109.7,33,88.2,6,67.3,235,-.014,200,-11.28,355
15,Ohio St.,B10,8-2,+21.29,114.8,7,93.5,50,68.0,203,+.020,144,+8.97,14
16,Texas,B12,6-2,+21.28,112.3,19,91.0,22,62.0,354,-.081,292,-6.26,325
17,USC,P12,10-0,+21.17,111.2,23,90.0,15,67.2,243,+.064,86,-0.90,212
18,Michigan St.,B10,9-2,+21.08,109.3,39,88.2,7,70.7,74,+.097,56,+10.77,8
19,Illinois,B10,7-3,+20.82,112.9,17,92.1,36,69.1,143,-.017,205,+5.65,50
20,Michigan,B10,6-4,+20.52,111.6,21,91.1,25,67.1,250,-.021,214,+8.05,19
21,Kentucky,SEC,7-2,+19.69,112.1,20,92.4,40,68.2,186,-.103,318,-8.77,345
22,Connecticut,BE,9-2,+19.47,110.5,27,91.1,24,68.6,160,-.021,213,-4.29,297
23,Loyola Chicago,MVC,9-2,+18.97,112.4,18,93.5,49,64.9,327,-.007,187,+0.96,156
24,Xavier,BE,9-1,+18.88,110.6,26,91.7,33,70.8,70,+.093,61,+1.40,137
25,BYU,WCC,8-2,+18.26,110.5,28,92.2,37,69.2,139,+.032,127,+7.84,21
26,Seton Hall,BE,9-1,+17.89,108.9,44,91.0,23,71.2,61,+.056,100,+2.95,103
27,Indiana,B10,8-2,+17.88,108.0,57,90.1,17,69.4,132,-.032,235,-2.33,252
28,Wisconsin,B10,8-2,+17.67,107.4,68,89.7,13,66.3,290,+.099,54,+9.33,11
29,Florida,SEC,7-3,+17.63,108.8,46,91.2,26,68.7,158,-.061,267,+1.12,148
30,Iowa,B10,7-3,+17.57,116.1,4,98.5,115,71.2,60,-.058,263,-2.75,266
31,North Carolina,ACC,7-2,+17.32,113.3,13,96.0,74,70.2,94,+.020,143,+3.81,83
32,San Francisco,WCC,10-0,+16.98,109.3,38,92.4,38,68.1,196,+.082,67,-2.22,250
33,Virginia Tech,ACC,7-4,+16.83,108.8,47,92.0,34,64.1,336,-.111,325,+1.41,136
34,Arkansas,SEC,9-1,+16.55,110.2,29,93.6,52,73.2,18,+.095,59,-3.67,284
35,Saint Mary's,WCC,9-2,+16.50,105.6,87,89.1,10,65.3,320,+.061,91,+4.57,69
36,Oklahoma,B12,8-2,+16.35,107.6,66,91.2,27,67.5,228,-.005,181,+0.91,157
37,Colorado St.,MWC,10-0,+15.88,113.1,14,97.3,96,69.3,133,+.050,106,-1.77,241
38,Northwestern,B10,7-2,+15.83,108.7,48,92.9,43,68.0,200,-.076,288,-5.56,320
39,Memphis,Amer,5-4,+15.76,107.4,69,91.7,32,73.5,13,-.114,326,+3.30,94
40,Florida St.,ACC,5-4,+15.06,106.7,77,91.6,31,68.6,162,-.032,234,+5.91,48
41,Washington St.,P12,7-3,+14.87,107.8,61,92.9,44,67.3,238,-.104,319,-1.48,231
42,UAB,CUSA,8-2,+14.44,108.1,52,93.6,53,69.4,131,-.069,278,+0.28,177
43,Louisville,ACC,6-3,+14.20,103.8,116,89.6,12,70.0,99,-.006,185,+5.24,61
44,West Virginia,B12,9-1,+13.92,106.3,80,92.4,41,66.0,308,+.058,96,-1.14,215
45,San Diego St.,MWC,6-3,+13.83,102.9,133,89.1,9,66.4,285,+.060,92,+4.41,72
46,Mississippi St.,SEC,6-3,+13.80,109.3,41,95.5,69,65.5,315,-.097,312,-0.32,195
47,St. Bonaventure,A10,8-2,+13.52,110.0,31,96.5,83,66.4,284,+.071,79,-0.31,194
48,Clemson,ACC,6-4,+13.48,110.1,30,96.6,85,66.5,277,-.114,327,+2.70,109
