,Team,AdjEM,AdjO,AdjD,AdjT,Date_zero
65,Alabama A&M,-15.79,91.7,107.5,72.1,11/14/2023
66,Alabama A&M,-15.84,91.8,107.6,71.1,11/15/2023
67,Alabama A&M,-15.84,91.8,107.6,71.1,11/16/2023
68,Alabama A&M,-15.84,91.8,107.6,70.9,11/17/2023
69,Alabama A&M,-15.84,91.8,107.6,71.0,11/18/2023
70,Alabama St.,-18.7,88.1,106.8,70.9,11/06/2023
71,Alabama St.,-18.7,88.1,106.8,70.9,11/05/2023
72,Alabama St.,-17.23,89.8,107.1,71.4,11/07/2023
73,Alabama St.,-17.23,90.4,107.6,71.3,11/08/2023
74,Alabama St.,-17.23,90.5,107.7,71.4,11/09/2023
75,Alabama St.,-17.23,90.4,107.6,71.6,11/10/2023
76,Alabama St.,-17.14,91.3,108.4,71.6,11/11/2023
77,Alabama St.,-17.13,91.5,108.7,71.3,11/12/2023
78,Alabama St.,-17.12,91.6,108.7,71.1,11/13/2023
79,Alabama St.,-17.12,91.6,108.8,71.0,11/14/2023
80,Alabama St.,-17.34,91.4,108.8,71.6,11/15/2023
81,Alabama St.,-17.34,91.4,108.8,71.6,11/16/2023
82,Alabama St.,-17.33,91.5,108.8,71.5,11/17/2023
83,Alabama St.,-16.07,92.9,108.9,71.6,11/18/2023
84,Albany,-10.53,93.4,104.0,70.7,11/06/2023
85,Albany,-10.53,93.4,104.0,70.7,11/05/2023
86,Albany,-10.53,95.3,105.8,70.9,11/07/2023
87,Albany,-11.84,95.5,107.3,71.7,11/08/2023
88,Albany,-11.84,95.5,107.4,71.9,11/09/2023
89,Albany,-11.83,95.5,107.3,72.0,11/10/2023
90,Albany,-11.83,96.2,108.0,72.1,11/11/2023
91,Albany,-10.73,97.2,107.9,72.1,11/12/2023
92,Albany,-10.73,97.2,107.9,71.9,11/13/2023
93,Albany,-10.5,97.2,107.7,71.8,11/14/2023
94,Albany,-10.93,97.9,108.9,71.2,11/15/2023
95,Albany,-10.93,97.9,108.9,71.2,11/16/2023
96,Albany,-10.93,98.0,108.9,71.0,11/17/2023
97,Albany,-10.99,97.9,108.9,71.5,11/18/2023
98,Alcorn St.,-6.3,96.3,102.6,71.3,11/06/2023
99,Alcorn St.,-6.3,96.3,102.6,71.3,11/05/2023
100,Alcorn St.,-7.04,98.0,105.0,71.1,11/07/2023
101,Alcorn St.,-7.04,98.6,105.6,71.1,11/08/2023
102,Alcorn St.,-7.04,98.6,105.7,71.2,11/09/2023
103,Alcorn St.,-7.03,98.6,105.6,71.3,11/10/2023
104,Alcorn St.,-7.04,99.3,106.3,70.8,11/11/2023
105,Alcorn St.,-7.04,99.6,106.6,70.6,11/12/2023
106,Alcorn St.,-7.04,99.6,106.6,70.6,11/13/2023
107,Alcorn St.,-7.13,99.5,106.6,70.6,11/14/2023
108,Alcorn St.,-8.67,101.7,110.4,69.3,11/15/2023
109,Alcorn St.,-8.67,101.7,110.4,69.3,11/16/2023
110,Alcorn St.,-6.92,102.2,109.1,71.1,11/17/2023
111,Alcorn St.,-7.2,102.1,109.3,70.4,11/18/2023
112,American,-8.88,94.2,103.1,69.6,11/06/2023
113,American,-8.88,94.2,103.1,69.6,11/05/2023
114,American,-9.36,96.5,105.9,69.5,11/07/2023
115,American,-9.36,97.1,106.5,69.5,11/08/2023
116,American,-9.35,97.1,106.5,69.6,11/09/2023
117,American,-12.17,95.3,107.5,69.2,11/10/2023
118,American,-12.19,95.9,108.1,70.1,11/11/2023
119,American,-12.05,96.1,108.2,69.0,11/12/2023
120,American,-12.05,96.2,108.2,68.9,11/13/2023
121,American,-9.79,97.6,107.4,68.0,11/14/2023
122,American,-9.79,97.7,107.4,67.7,11/15/2023
123,American,-9.79,97.7,107.4,67.7,11/16/2023
124,American,-9.35,99.0,108.3,67.4,11/17/2023
125,American,-9.26,99.1,108.3,68.0,11/18/2023
126,Appalachian St.,3.4,99.7,96.3,69.4,11/06/2023
127,Appalachian St.,3.4,99.7,96.3,69.4,11/05/2023
128,Appalachian St.,3.4,101.5,98.1,69.5,11/07/2023
129,Appalachian St.,3.4,102.2,98.8,69.5,11/08/2023
130,Appalachian St.,3.4,102.2,98.8,69.6,11/09/2023
131,Appalachian St.,3.4,102.1,98.7,69.8,11/10/2023
132,Appalachian St.,3.4,102.9,99.5,69.8,11/11/2023
133,Appalachian St.,1.26,102.5,101.3,71.6,11/12/2023
134,Appalachian St.,1.26,102.5,101.3,71.4,11/13/2023
135,Appalachian St.,1.27,102.6,101.3,71.4,11/14/2023
136,Appalachian St.,-0.32,102.3,102.6,71.5,11/15/2023
137,Appalachian St.,-0.32,102.3,102.6,71.5,11/16/2023
138,Appalachian St.,-0.09,102.6,102.7,71.5,11/17/2023
139,Appalachian St.,-0.1,102.6,102.7,71.4,11/18/2023
140,Arizona,23.27,112.6,89.3,74.8,11/06/2023
141,Arizona,23.27,112.6,89.3,74.8,11/05/2023
142,Arizona,23.79,114.9,91.1,74.9,11/07/2023
143,Arizona,23.79,115.5,91.7,74.9,11/08/2023
144,Arizona,23.79,115.6,91.8,75.0,11/09/2023
145,Arizona,23.79,115.5,91.7,75.1,11/10/2023
146,Arizona,25.11,116.1,91.0,76.2,11/11/2023
147,Arizona,25.11,116.3,91.2,75.9,11/12/2023
148,Arizona,25.11,116.3,91.2,75.8,11/13/2023
149,Arizona,25.52,116.2,90.7,77.5,11/14/2023
150,Arizona,25.62,116.3,90.7,76.5,11/15/2023
151,Arizona,25.62,116.3,90.7,76.5,11/16/2023
152,Arizona,25.62,116.3,90.7,76.4,11/17/2023
153,Arizona,26.26,116.6,90.3,75.5,11/18/2023
154,Arizona St.,8.73,101.3,92.6,72.4,11/06/2023
155,Arizona St.,8.73,101.3,92.6,72.4,11/05/2023
156,Arizona St.,8.73,103.2,94.4,72.5,11/07/2023
157,Arizona St.,8.73,103.8,95.1,72.5,11/08/2023
158,Arizona St.,7.61,102.8,95.2,72.3,11/09/2023
159,Arizona St.,7.61,102.7,95.1,72.5,11/10/2023
160,Arizona St.,7.61,103.5,95.8,72.5,11/11/2023
161,Arizona St.,7.25,101.6,94.3,71.4,11/12/2023
162,Arizona St.,7.25,101.6,94.3,71.2,11/13/2023
163,Arizona St.,7.25,101.6,94.4,71.1,11/14/2023
164,Arizona St.,7.31,101.8,94.5,70.2,11/15/2023
165,Arizona St.,7.31,101.8,94.5,70.2,11/16/2023
166,Arizona St.,6.6,102.0,95.4,70.2,11/17/2023
167,Arizona St.,6.61,102.0,95.3,70.3,11/18/2023
168,Arkansas,21.36,109.3,87.9,73.2,11/06/2023
169,Arkansas,21.36,109.3,87.9,73.2,11/05/2023
170,Arkansas,22.1,111.7,89.6,73.0,11/07/2023
171,Arkansas,22.1,112.3,90.2,73.0,11/08/2023
172,Arkansas,22.11,112.3,90.2,73.1,11/09/2023
173,Arkansas,22.11,112.2,90.1,73.2,11/10/2023
174,Arkansas,21.86,112.6,90.7,75.3,11/11/2023
175,Arkansas,21.86,112.8,91.0,75.0,11/12/2023
176,Arkansas,21.94,113.0,91.0,74.3,11/13/2023
177,Arkansas,20.55,113.8,93.3,73.7,11/14/2023
178,Arkansas,20.45,113.7,93.2,73.8,11/15/2023
179,Arkansas,20.45,113.7,93.2,73.8,11/16/2023
180,Arkansas,20.57,113.8,93.2,73.0,11/17/2023
181,Arkansas,17.52,112.2,94.7,74.3,11/18/2023
182,Arkansas Pine Bluff,-15.24,90.9,106.1,72.4,11/06/2023
183,Arkansas Pine Bluff,-15.24,90.9,106.1,72.4,11/05/2023
184,Arkansas Pine Bluff,-15.02,93.9,108.9,73.1,11/07/2023
185,Arkansas Pine Bluff,-15.02,94.5,109.5,73.1,11/08/2023
186,Arkansas Pine Bluff,-15.01,94.5,109.5,73.2,11/09/2023
187,Arkansas Pine Bluff,-15.01,94.4,109.4,73.4,11/10/2023
188,Arkansas Pine Bluff,-15.17,95.2,110.4,74.2,11/11/2023
189,Arkansas Pine Bluff,-15.16,95.5,110.7,73.9,11/12/2023
190,Arkansas Pine Bluff,-15.16,95.5,110.7,73.8,11/13/2023
191,Arkansas Pine Bluff,-14.22,97.0,111.2,76.7,11/14/2023
192,Arkansas Pine Bluff,-14.22,97.0,111.3,76.5,11/15/2023
193,Arkansas Pine Bluff,-14.22,97.0,111.3,76.5,11/16/2023
194,Arkansas Pine Bluff,-14.18,97.1,111.2,76.4,11/17/2023
195,Arkansas Pine Bluff,-13.97,97.1,111.1,76.2,11/18/2023
196,Arkansas St.,-0.06,98.8,98.9,69.9,11/06/2023
197,Arkansas St.,-0.06,98.8,98.9,69.9,11/05/2023
198,Arkansas St.,-0.76,101.0,101.7,73.3,11/07/2023
199,Arkansas St.,-0.76,101.6,102.3,73.3,11/08/2023
200,Arkansas St.,-0.76,101.6,102.4,73.4,11/09/2023
201,Arkansas St.,-0.75,101.5,102.3,73.5,11/10/2023
202,Arkansas St.,-0.88,102.1,103.0,72.9,11/11/2023
203,Arkansas St.,-1.49,103.4,104.9,72.8,11/12/2023
204,Arkansas St.,-1.46,103.4,104.9,72.9,11/13/2023
205,Arkansas St.,-1.45,103.5,104.9,72.8,11/14/2023
206,Arkansas St.,-0.84,106.7,107.5,71.4,11/15/2023
207,Arkansas St.,-0.84,106.7,107.5,71.4,11/16/2023
208,Arkansas St.,-0.63,106.9,107.5,70.6,11/17/2023
209,Arkansas St.,-0.92,106.1,107.0,71.4,11/18/2023
210,Army,-10.37,91.1,101.4,71.6,11/06/2023
211,Army,-10.37,91.1,101.4,71.6,11/05/2023
212,Army,-13.12,91.3,104.4,70.8,11/07/2023
213,Army,-13.12,91.9,105.0,70.8,11/08/2023
214,Army,-13.11,91.9,105.0,70.9,11/09/2023
215,Army,-15.79,88.5,104.2,68.4,11/10/2023
216,Army,-15.79,89.1,104.9,68.5,11/11/2023
217,Army,-15.56,89.6,105.1,68.5,11/12/2023
218,Army,-13.79,90.9,104.7,68.4,11/13/2023
219,Army,-13.79,91.0,104.8,68.1,11/14/2023
220,Army,-13.96,90.9,104.8,67.6,11/15/2023
221,Army,-13.96,90.9,104.8,67.6,11/16/2023
222,Army,-14.01,90.8,104.8,67.2,11/17/2023
223,Army,-15.47,89.8,105.3,65.6,11/18/2023
224,Auburn,21.02,109.5,88.5,71.8,11/06/2023
225,Auburn,21.02,109.5,88.5,71.8,11/05/2023
226,Auburn,21.02,111.4,90.4,71.9,11/07/2023
227,Auburn,20.45,112.5,92.1,73.2,11/08/2023
228,Auburn,20.45,112.6,92.1,73.3,11/09/2023
229,Auburn,20.46,112.5,92.0,73.4,11/10/2023
230,Auburn,19.6,113.0,93.4,74.0,11/11/2023
231,Auburn,19.6,113.3,93.6,73.8,11/12/2023
232,Auburn,19.52,113.3,93.8,73.2,11/13/2023
233,Auburn,19.52,113.4,93.8,73.2,11/14/2023
234,Auburn,19.48,113.3,93.8,73.5,11/15/2023
235,Auburn,19.48,113.3,93.8,73.5,11/16/2023
236,Auburn,20.39,113.6,93.2,73.6,11/17/2023
237,Auburn,21.43,114.0,92.6,73.0,11/18/2023
238,Austin Peay,-2.42,98.3,100.7,70.4,11/06/2023
239,Austin Peay,-2.42,98.3,100.7,70.4,11/05/2023
240,Austin Peay,-2.42,100.1,102.5,70.5,11/07/2023
241,Austin Peay,-2.42,100.7,103.1,70.5,11/08/2023
242,Austin Peay,-2.42,100.8,103.2,70.6,11/09/2023
243,Austin Peay,-2.42,100.7,103.1,70.8,11/10/2023
244,Austin Peay,-4.66,99.4,104.0,69.4,11/11/2023
245,Austin Peay,-4.66,99.6,104.3,69.1,11/12/2023
246,Austin Peay,-4.66,99.6,104.3,69.0,11/13/2023
247,Austin Peay,-4.66,99.7,104.4,68.9,11/14/2023
248,Austin Peay,-4.58,99.6,104.2,68.9,11/15/2023
249,Austin Peay,-4.58,99.6,104.2,68.9,11/16/2023
250,Austin Peay,-4.58,99.6,104.2,68.7,11/17/2023
251,Austin Peay,-4.92,98.6,103.5,68.2,11/18/2023
252,Ball St.,-4.65,98.3,102.9,71.3,11/06/2023
253,Ball St.,-4.65,98.3,102.9,71.3,11/05/2023
254,Ball St.,-4.65,100.1,104.8,71.4,11/07/2023
255,Ball St.,-4.65,100.8,105.4,71.4,11/08/2023
256,Ball St.,-4.64,100.8,105.5,71.5,11/09/2023
257,Ball St.,-4.64,100.7,105.4,71.7,11/10/2023
258,Ball St.,-4.64,101.5,106.1,71.7,11/11/2023
259,Ball St.,-3.96,101.9,105.8,71.6,11/12/2023
260,Ball St.,-3.96,101.9,105.9,71.4,11/13/2023
261,Ball St.,-3.82,101.9,105.7,71.5,11/14/2023
262,Ball St.,-3.82,101.9,105.7,71.4,11/15/2023
263,Ball St.,-3.82,101.9,105.7,71.4,11/16/2023
264,Ball St.,-3.82,101.9,105.7,71.1,11/17/2023
265,Ball St.,-3.86,101.9,105.8,71.4,11/18/2023
266,Baylor,23.13,112.1,88.9,70.3,11/06/2023
267,Baylor,23.13,112.1,88.9,70.3,11/05/2023
268,Baylor,23.13,113.9,90.8,70.5,11/07/2023
269,Baylor,23.69,115.6,91.9,71.8,11/08/2023
270,Baylor,23.7,115.6,91.9,71.9,11/09/2023
271,Baylor,23.7,115.6,91.9,72.0,11/10/2023
272,Baylor,23.6,116.2,92.6,71.9,11/11/2023
273,Baylor,23.61,116.4,92.8,71.7,11/12/2023
274,Baylor,23.0,115.5,92.5,72.4,11/13/2023
275,Baylor,22.99,115.6,92.6,72.2,11/14/2023
276,Baylor,23.88,116.9,93.0,71.2,11/15/2023
277,Baylor,23.88,116.9,93.0,71.2,11/16/2023
278,Baylor,23.99,117.0,93.0,70.9,11/17/2023
279,Baylor,24.09,116.9,92.9,72.4,11/18/2023
280,Bellarmine,-4.81,98.7,103.5,67.3,11/06/2023
281,Bellarmine,-4.81,98.7,103.5,67.3,11/05/2023
282,Bellarmine,-6.53,99.5,106.1,68.8,11/07/2023
283,Bellarmine,-6.53,100.1,106.7,68.8,11/08/2023
284,Bellarmine,-6.53,100.2,106.7,68.9,11/09/2023
285,Bellarmine,-6.57,100.0,106.6,68.9,11/10/2023
286,Bellarmine,-5.29,102.1,107.4,69.9,11/11/2023
287,Bellarmine,-5.29,102.3,107.6,69.6,11/12/2023
288,Bellarmine,-5.46,102.2,107.7,69.4,11/13/2023
289,Bellarmine,-5.36,102.3,107.7,69.2,11/14/2023
290,Bellarmine,-5.56,101.8,107.4,67.6,11/15/2023
291,Bellarmine,-5.56,101.8,107.4,67.6,11/16/2023
292,Bellarmine,-5.56,101.8,107.4,67.4,11/17/2023
293,Bellarmine,-2.0,105.0,107.0,66.6,11/18/2023
294,Belmont,2.3,102.3,100.0,72.5,11/06/2023
295,Belmont,2.3,102.3,100.0,72.5,11/05/2023
296,Belmont,1.67,104.9,103.3,73.7,11/07/2023
297,Belmont,1.67,105.5,103.8,73.7,11/08/2023
298,Belmont,1.67,105.5,103.9,73.8,11/09/2023
299,Belmont,1.67,105.5,103.8,73.9,11/10/2023
300,Belmont,-0.49,105.2,105.7,77.0,11/11/2023
301,Belmont,-0.42,105.4,105.8,76.9,11/12/2023
302,Belmont,-0.42,105.4,105.8,76.8,11/13/2023
303,Belmont,-0.42,105.4,105.9,76.9,11/14/2023
304,Belmont,-0.39,105.5,105.9,76.4,11/15/2023
305,Belmont,-0.39,105.5,105.9,76.4,11/16/2023
306,Belmont,-0.71,105.5,106.2,75.2,11/17/2023
307,Belmont,-1.23,105.2,106.4,75.3,11/18/2023
308,Bethune Cookman,-17.42,88.5,105.9,72.2,11/06/2023
309,Bethune Cookman,-17.42,88.5,105.9,72.2,11/05/2023
310,Bethune Cookman,-17.64,90.3,107.9,72.0,11/07/2023
311,Bethune Cookman,-17.64,90.9,108.5,71.9,11/08/2023
312,Bethune Cookman,-17.63,90.9,108.6,72.0,11/09/2023
313,Bethune Cookman,-17.63,90.8,108.5,72.2,11/10/2023
314,Bethune Cookman,-17.49,91.5,109.0,71.7,11/11/2023
315,Bethune Cookman,-17.49,91.8,109.3,71.5,11/12/2023
316,Bethune Cookman,-17.49,91.8,109.3,71.3,11/13/2023
317,Bethune Cookman,-17.49,91.8,109.3,71.2,11/14/2023
318,Bethune Cookman,-17.5,91.9,109.4,71.3,11/15/2023
319,Bethune Cookman,-17.5,91.9,109.4,71.3,11/16/2023
320,Bethune Cookman,-17.52,91.9,109.4,71.2,11/17/2023
321,Bethune Cookman,-17.52,91.9,109.4,71.2,11/18/2023
322,Binghamton,-10.29,93.1,103.4,70.4,11/06/2023
323,Binghamton,-10.29,93.1,103.4,70.4,11/05/2023
324,Binghamton,-9.06,95.3,104.4,70.4,11/07/2023
325,Binghamton,-9.06,95.9,105.0,70.4,11/08/2023
326,Binghamton,-9.06,95.9,105.0,70.5,11/09/2023
327,Binghamton,-9.06,95.8,104.9,70.6,11/10/2023
328,Binghamton,-9.69,96.0,105.7,72.1,11/11/2023
329,Binghamton,-9.69,96.2,105.9,71.8,11/12/2023
330,Binghamton,-9.69,96.2,105.9,71.7,11/13/2023
331,Binghamton,-9.67,96.2,105.9,71.7,11/14/2023
332,Binghamton,-8.32,95.6,103.9,71.1,11/15/2023
333,Binghamton,-8.32,95.6,103.9,71.1,11/16/2023
334,Binghamton,-8.31,95.6,104.0,71.2,11/17/2023
335,Binghamton,-8.15,95.7,103.9,70.7,11/18/2023
336,Boise St.,11.88,105.8,94.0,70.3,11/06/2023
337,Boise St.,11.88,105.8,94.0,70.3,11/05/2023
338,Boise St.,11.88,107.7,95.8,70.4,11/07/2023
339,Boise St.,11.88,108.3,96.4,70.4,11/08/2023
340,Boise St.,11.88,108.4,96.5,70.6,11/09/2023
341,Boise St.,11.88,108.3,96.4,70.7,11/10/2023
342,Boise St.,11.88,109.0,97.1,70.8,11/11/2023
343,Boise St.,11.89,109.3,97.4,70.6,11/12/2023
344,Boise St.,11.7,108.0,96.3,69.6,11/13/2023
345,Boise St.,11.7,108.1,96.4,69.5,11/14/2023
346,Boise St.,11.7,108.1,96.4,69.3,11/15/2023
347,Boise St.,11.7,108.1,96.4,69.3,11/16/2023
348,Boise St.,11.7,108.1,96.5,69.2,11/17/2023
349,Boise St.,11.7,108.1,96.4,69.0,11/18/2023
350,Boston College,2.81,101.0,98.2,69.9,11/06/2023
351,Boston College,2.81,101.0,98.2,69.9,11/05/2023
352,Boston College,3.8,103.9,100.1,71.8,11/07/2023
353,Boston College,3.8,104.4,100.6,71.8,11/08/2023
354,Boston College,3.8,104.5,100.7,71.9,11/09/2023
355,Boston College,3.73,104.2,100.5,70.9,11/10/2023
356,Boston College,3.69,106.0,102.3,70.0,11/11/2023
357,Boston College,3.69,106.2,102.6,69.8,11/12/2023
358,Boston College,3.69,106.3,102.6,69.5,11/13/2023
359,Boston College,3.64,106.4,102.7,69.1,11/14/2023
360,Boston College,4.51,106.3,101.8,67.6,11/15/2023
361,Boston College,4.51,106.3,101.8,67.6,11/16/2023
362,Boston College,4.54,106.3,101.8,67.8,11/17/2023
363,Boston College,4.4,106.4,102.0,68.0,11/18/2023
364,Boston University,-11.23,91.6,102.9,69.5,11/06/2023
365,Boston University,-11.23,91.6,102.9,69.5,11/05/2023
366,Boston University,-11.4,93.1,104.5,69.2,11/07/2023
367,Boston University,-11.4,93.6,105.0,69.2,11/08/2023
368,Boston University,-11.4,93.7,105.1,69.3,11/09/2023
369,Boston University,-11.4,93.6,105.0,69.4,11/10/2023
370,Boston University,-12.14,92.8,104.9,69.7,11/11/2023
371,Boston University,-12.12,92.7,104.9,70.5,11/12/2023
372,Boston University,-12.2,92.8,105.0,69.9,11/13/2023
373,Boston University,-12.2,92.9,105.1,69.8,11/14/2023
374,Boston University,-12.8,90.8,103.6,68.5,11/15/2023
375,Boston University,-12.8,90.8,103.6,68.5,11/16/2023
376,Boston University,-10.53,94.1,104.6,69.2,11/17/2023
377,Boston University,-10.55,94.1,104.6,69.1,11/18/2023
378,Bowling Green,-3.15,98.3,101.5,73.8,11/06/2023
379,Bowling Green,-3.15,98.3,101.5,73.8,11/05/2023
380,Bowling Green,-1.16,99.5,100.6,73.3,11/07/2023
381,Bowling Green,-1.16,100.1,101.2,73.3,11/08/2023
382,Bowling Green,-1.15,100.1,101.2,73.4,11/09/2023
383,Bowling Green,-1.24,100.0,101.3,73.8,11/10/2023
384,Bowling Green,-1.24,100.8,102.0,73.9,11/11/2023
385,Bowling Green,-0.4,102.2,102.6,71.0,11/12/2023
386,Bowling Green,-0.15,102.3,102.5,70.2,11/13/2023
387,Bowling Green,-0.15,102.4,102.5,70.1,11/14/2023
388,Bowling Green,-2.56,100.0,102.6,72.7,11/15/2023
389,Bowling Green,-2.56,100.0,102.6,72.7,11/16/2023
390,Bowling Green,-2.58,100.1,102.6,72.9,11/17/2023
391,Bowling Green,-5.86,99.6,105.5,72.1,11/18/2023
392,Bradley,5.28,100.6,95.3,69.6,11/06/2023
393,Bradley,5.28,100.6,95.3,69.6,11/05/2023
394,Bradley,6.2,102.3,96.1,68.6,11/07/2023
395,Bradley,6.2,102.9,96.7,68.6,11/08/2023
396,Bradley,6.2,102.9,96.7,68.7,11/09/2023
397,Bradley,6.2,102.8,96.6,68.8,11/10/2023
398,Bradley,6.28,103.5,97.2,69.1,11/11/2023
399,Bradley,6.69,102.7,96.0,68.2,11/12/2023
400,Bradley,6.84,102.9,96.1,67.8,11/13/2023
401,Bradley,6.84,103.0,96.1,67.7,11/14/2023
402,Bradley,8.48,104.6,96.1,66.3,11/15/2023
403,Bradley,8.48,104.6,96.1,66.3,11/16/2023
404,Bradley,8.3,104.5,96.2,65.4,11/17/2023
405,Bradley,8.27,104.5,96.2,65.3,11/18/2023
406,Brown,-2.2,95.6,97.8,72.6,11/06/2023
407,Brown,-2.2,95.6,97.8,72.6,11/05/2023
408,Brown,-1.55,97.5,99.0,72.4,11/07/2023
409,Brown,-1.55,98.1,99.6,72.4,11/08/2023
410,Brown,-1.54,98.1,99.6,72.5,11/09/2023
411,Brown,-1.54,98.0,99.5,72.6,11/10/2023
412,Brown,-1.54,98.7,100.2,72.7,11/11/2023
413,Brown,-3.13,97.8,100.9,71.3,11/12/2023
414,Brown,-3.13,97.8,100.9,71.2,11/13/2023
415,Brown,-3.13,97.8,101.0,71.1,11/14/2023
416,Brown,-5.94,96.9,102.8,70.7,11/15/2023
417,Brown,-5.94,96.9,102.8,70.7,11/16/2023
418,Brown,-5.94,96.9,102.8,70.6,11/17/2023
419,Brown,-6.1,97.0,103.1,71.1,11/18/2023
420,Bryant,-4.31,97.7,102.0,72.8,11/06/2023
421,Bryant,-4.31,97.7,102.0,72.8,11/05/2023
422,Bryant,-6.16,97.1,103.3,72.3,11/07/2023
423,Bryant,-6.16,97.7,103.8,72.3,11/08/2023
424,Bryant,-6.16,97.7,103.9,72.4,11/09/2023
425,Bryant,-6.16,97.6,103.8,72.5,11/10/2023
426,Bryant,-6.12,98.4,104.5,72.0,11/11/2023
427,Bryant,-6.12,98.6,104.7,71.8,11/12/2023
428,Bryant,-5.59,97.3,102.9,72.2,11/13/2023
429,Bryant,-5.59,97.3,102.9,72.1,11/14/2023
430,Bryant,-5.6,97.4,103.0,71.9,11/15/2023
431,Bryant,-5.6,97.4,103.0,71.9,11/16/2023
432,Bryant,-8.11,98.6,106.7,72.9,11/17/2023
433,Bryant,-8.11,98.6,106.7,73.0,11/18/2023
434,Bucknell,-15.46,90.5,105.9,71.0,11/06/2023
435,Bucknell,-15.46,90.5,105.9,71.0,11/05/2023
436,Bucknell,-17.3,90.9,108.3,70.9,11/07/2023
437,Bucknell,-17.3,91.5,108.8,70.9,11/08/2023
438,Bucknell,-18.53,91.1,109.6,69.9,11/09/2023
