Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+35.35,122.5,3,87.2,2,68.9,160,1,+35.11,122.4,3,87.3
2,Gonzaga,WCC,+34.87,124.0,2,89.1,9,74.7,7,2,+34.83,123.7,2,88.9
3,Michigan,B10,+28.08,116.7,7,88.6,7,67.9,210,3,+28.09,117.0,6,88.9
4,Iowa,B10,+26.17,125.9,1,99.7,134,70.3,91,5,+26.30,126.1,1,99.8
5,Illinois,B10,+26.09,116.7,8,90.6,16,70.1,100,4,+27.13,117.0,7,89.8
6,Houston,Amer,+25.97,114.0,18,88.0,5,65.7,313,6,+25.84,113.9,17,88.1
7,Alabama,SEC,+25.35,113.0,23,87.6,3,74.3,9,7,+25.20,111.9,33,86.8
8,Ohio St.,B10,+24.89,120.6,4,95.7,70,66.9,265,8,+24.95,120.7,4,95.7
9,Virginia,ACC,+24.79,115.6,11,90.8,19,59.8,357,9,+24.63,116.3,9,91.7
10,Villanova,BE,+24.67,118.2,5,93.5,36,64.8,330,10,+24.62,118.1,5,93.5
11,Wisconsin,B10,+23.77,112.7,25,88.9,8,64.9,328,11,+23.01,112.3,27,89.3
12,Loyola Chicago,MVC,+22.91,111.1,42,88.2,6,65.1,326,13,+22.68,111.5,37,88.8
13,Texas,B12,+22.85,114.1,16,91.3,22,69.3,149,16,+22.19,112.4,26,90.2
14,Texas Tech,B12,+22.76,112.2,30,89.4,10,66.2,289,15,+22.26,112.2,30,89.9
15,Tennessee,SEC,+22.20,108.2,70,86.0,1,65.9,307,12,+22.92,108.9,65,86.0
16,Florida St.,ACC,+21.48,114.7,13,93.2,34,69.7,121,17,+21.79,114.7,15,92.9
17,USC,P12,+21.18,112.7,26,91.5,25,67.9,214,14,+22.57,112.5,25,89.9
18,Colorado,P12,+21.09,115.0,12,93.9,44,66.9,263,18,+21.22,116.2,10,95.0
19,Creighton,BE,+20.84,115.9,10,95.1,59,69.7,115,20,+20.52,115.4,12,94.9
20,Oklahoma,B12,+20.59,112.2,29,91.6,26,68.0,204,21,+20.02,112.2,28,92.2
21,West Virginia,B12,+20.38,114.1,15,93.8,40,68.9,159,19,+20.73,115.2,13,94.5
22,Kansas,B12,+20.18,111.3,36,91.2,21,68.1,198,26,+19.14,111.5,36,92.4
23,Purdue,B10,+20.03,111.5,35,91.4,24,66.3,286,22,+19.95,111.7,34,91.8
24,San Diego St.,MWC,+19.86,111.2,38,91.3,23,66.2,291,23,+19.92,111.3,41,91.4
25,Rutgers,B10,+19.52,109.9,57,90.4,15,68.1,201,24,+19.50,110.2,53,90.7
26,Arkansas,SEC,+19.11,110.0,55,90.9,20,72.9,20,25,+19.21,110.2,52,91.0
27,Indiana,B10,+18.98,110.9,43,91.9,27,66.1,294,27,+18.93,111.2,44,92.3
28,Florida,SEC,+18.85,113.3,20,94.5,50,69.9,110,28,+18.83,113.4,19,94.6
29,Connecticut,BE,+18.49,110.6,49,92.1,28,64.1,340,34,+17.64,111.3,42,93.7
30,Duke,ACC,+18.24,112.6,27,94.3,48,69.3,145,35,+17.59,113.2,20,95.6
31,UCLA,P12,+18.21,114.4,14,96.2,78,63.9,343,38,+17.23,113.1,21,95.9
32,Missouri,SEC,+17.84,111.7,32,93.9,43,70.0,107,29,+18.51,111.3,40,92.8
33,Louisville,ACC,+17.78,110.1,53,92.3,30,66.3,285,32,+17.74,110.0,55,92.2
34,Virginia Tech,ACC,+17.64,110.7,45,93.1,33,66.4,281,36,+17.46,110.9,47,93.4
35,Penn St.,B10,+17.59,114.1,17,96.5,86,69.7,119,30,+17.98,112.9,23,94.9
36,Oklahoma St.,B12,+17.22,110.5,50,93.2,35,70.8,69,33,+17.65,109.3,58,91.7
37,Seton Hall,BE,+17.15,113.4,19,96.2,79,67.4,235,31,+17.79,114.9,14,97.1
