Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.18,117.3,1,88.1,14,76.0,12,1,+32.11,123.7,1,91.5
2,Baylor,B12,+28.84,116.1,3,87.2,8,70.0,279,2,+31.80,119.3,4,87.5
3,Villanova,BE,+25.26,114.5,4,89.2,22,67.5,345,5,+26.75,119.7,3,93.0
4,Texas Tech,B12,+23.61,108.6,29,85.0,1,70.3,262,12,+23.03,112.1,27,89.0
5,Texas,B12,+23.60,109.3,20,85.7,2,69.6,297,7,+24.71,113.8,12,89.1
6,West Virginia,B12,+23.09,110.7,12,87.6,11,72.0,142,15,+21.29,113.0,15,91.7
7,Wisconsin,B10,+23.02,109.9,18,86.9,6,67.5,344,11,+23.88,113.9,11,90.0
8,Iowa,B10,+22.60,116.3,2,93.7,73,74.8,31,3,+27.42,123.5,2,96.0
9,Kansas,B12,+21.95,108.8,25,86.8,5,73.6,60,13,+22.47,112.6,22,90.1
10,Houston,Amer,+21.89,110.8,11,89.0,19,69.2,313,9,+24.09,112.7,20,88.6
11,Duke,ACC,+21.65,109.9,19,88.2,15,73.8,48,26,+19.21,112.4,24,93.2
12,Ohio St.,B10,+21.54,111.5,7,89.9,31,69.2,314,18,+21.18,116.2,8,95.0
13,Creighton,BE,+21.12,112.3,6,91.2,46,72.1,133,10,+23.97,116.5,7,92.5
14,Illinois,B10,+20.97,110.9,10,89.9,29,72.1,135,8,+24.67,116.0,10,91.4
15,Michigan St.,B10,+20.82,110.6,14,89.8,28,73.0,87,42,+16.25,110.2,52,94.0
16,Michigan,B10,+20.52,111.4,8,90.9,44,71.6,175,4,+27.11,117.4,6,90.3
17,Virginia,ACC,+20.45,106.4,58,86.0,3,63.0,357,16,+21.23,111.8,33,90.6
18,Tennessee,SEC,+20.43,107.7,40,87.2,7,69.0,322,6,+24.72,111.9,29,87.2
19,Florida,SEC,+20.42,109.2,22,88.8,18,72.1,134,38,+17.49,111.8,32,94.3
20,North Carolina,ACC,+20.29,108.8,26,88.5,17,73.1,78,35,+17.97,108.9,59,91.0
21,Indiana,B10,+20.24,108.0,36,87.8,12,70.9,228,37,+17.82,109.6,56,91.8
22,Florida St.,ACC,+20.17,108.5,31,88.3,16,73.1,79,25,+19.79,113.1,14,93.3
23,Oregon,P12,+20.03,110.2,16,90.1,34,70.2,266,20,+20.52,112.9,16,92.4
24,Louisville,ACC,+19.88,109.3,21,89.4,26,69.7,296,27,+18.94,111.0,40,92.1
25,Oklahoma,B12,+19.30,110.7,13,91.4,48,73.7,53,29,+18.42,112.7,19,94.3
26,Rutgers,B10,+18.83,106.7,54,87.9,13,72.0,140,39,+17.17,110.5,45,93.4
27,Clemson,ACC,+18.65,106.3,61,87.6,10,70.1,274,19,+20.86,107.7,72,86.8
28,Arizona St.,P12,+18.49,111.1,9,92.6,62,75.8,16,66,+12.50,108.2,69,95.7
29,LSU,SEC,+18.42,114.2,5,95.8,101,71.5,186,22,+20.25,118.0,5,97.7
30,Maryland,B10,+18.25,110.2,15,91.9,51,70.4,259,43,+16.09,112.7,18,96.7
31,Stanford,P12,+18.16,104.7,81,86.5,4,72.4,118,45,+15.99,106.7,84,90.7
32,Purdue,B10,+18.12,108.6,30,90.5,37,69.6,302,28,+18.66,111.3,38,92.6
33,UCLA,P12,+17.83,109.9,17,92.1,53,68.0,342,24,+19.90,116.0,9,96.1
34,Kentucky,SEC,+17.72,106.8,53,89.1,20,71.5,191,52,+14.94,106.9,79,92.0
35,Marquette,BE,+17.52,107.6,42,90.1,33,72.0,146,53,+14.79,111.5,36,96.7
36,San Diego St.,MWC,+17.48,106.8,52,89.4,25,68.6,329,41,+16.55,108.4,66,91.8
37,N.C. State,ACC,+17.33,108.8,23,91.5,50,72.0,143,59,+13.29,109.9,55,96.7
38,Saint Louis,A10,+17.26,107.8,38,90.6,41,70.4,256,32,+18.14,110.9,41,92.8
39,USC,P12,+17.05,107.6,41,90.6,40,70.3,264,17,+21.20,111.6,35,90.4
40,Missouri,SEC,+16.87,108.0,37,91.1,45,70.7,243,46,+15.97,108.2,70,92.2
41,Syracuse,ACC,+16.83,107.3,46,90.5,38,72.8,95,40,+16.78,110.3,50,93.5
42,Miami FL,ACC,+16.75,106.3,59,89.6,27,71.9,151,79,+10.23,104.6,109,94.3
43,Arkansas,SEC,+16.67,107.2,47,90.5,39,72.7,104,36,+17.89,111.2,39,93.3
44,Oklahoma St.,B12,+16.66,106.5,57,89.9,30,73.5,63,33,+18.12,110.2,51,92.1
45,Arizona,P12,+16.49,105.6,69,89.1,21,72.0,138,30,+18.33,113.6,13,95.3
46,Mississippi,SEC,+16.48,105.7,65,89.2,23,71.2,208,55,+14.23,105.1,102,90.9
47,Minnesota,B10,+16.19,107.1,49,90.9,43,73.4,65,34,+18.01,111.9,30,93.9
48,Virginia Tech,ACC,+16.17,107.6,43,91.4,49,67.3,348,31,+18.23,111.8,34,93.6
49,Connecticut,BE,+16.14,108.5,32,92.3,55,68.8,328,23,+19.92,110.9,42,91.0
50,Alabama,SEC,+16.13,108.4,33,92.3,54,76.4,9,21,+20.25,112.6,21,92.3
51,Memphis,Amer,+15.70,103.3,95,87.6,9,75.7,17,67,+12.10,102.6,151,90.5
52,Penn St.,B10,+15.70,108.8,24,93.1,65,72.3,125,47,+15.87,112.5,23,96.6
53,SMU,Amer,+15.51,108.7,28,93.2,66,71.9,157,54,+14.30,110.4,49,96.1
54,Loyola Chicago,MVC,+15.49,105.5,70,90.0,32,69.2,315,48,+15.32,108.5,64,93.2
55,Colorado,P12,+15.41,105.7,64,90.3,35,70.5,252,14,+22.02,112.9,17,90.8
56,Utah,P12,+15.24,107.8,39,92.6,60,69.9,286,63,+12.80,108.3,67,95.5
57,Seton Hall,BE,+15.01,108.2,35,93.2,67,71.1,216,44,+16.03,111.8,31,95.8
58,Richmond,A10,+14.87,107.5,45,92.7,63,73.6,58,51,+15.01,112.2,25,97.2
59,Xavier,BE,+14.03,106.6,56,92.6,61,70.7,239,50,+15.03,110.7,43,95.6
60,Butler,BE,+13.35,105.7,63,92.4,57,68.4,334,97,+7.16,104.2,117,97.1
61,TCU,B12,+13.26,103.7,88,90.5,36,67.1,351,96,+7.29,105.2,99,97.9
62,Dayton,A10,+13.07,106.9,51,93.8,74,69.3,311,75,+11.32,109.0,58,97.7
63,Cincinnati,Amer,+12.99,103.9,87,90.9,42,71.6,181,80,+10.08,105.3,98,95.3
64,Furman,SC,+12.63,106.3,60,93.7,70,72.0,141,81,+10.02,110.0,54,100.0
65,Northwestern,B10,+12.55,104.9,75,92.4,56,72.7,103,61,+13.03,108.6,63,95.6
66,VCU,A10,+12.17,101.5,129,89.3,24,71.9,158,60,+13.05,104.6,110,91.5
67,South Carolina,SEC,+12.06,104.5,82,92.4,58,74.0,46,62,+12.84,106.8,81,94.0
68,Saint Mary's,WCC,+11.97,105.4,71,93.4,68,66.0,354,82,+9.98,104.8,104,94.9
69,Providence,BE,+11.92,105.6,67,93.7,71,69.0,320,65,+12.70,110.5,47,97.8
70,Texas A&M,SEC,+11.36,102.7,106,91.3,47,70.8,234,98,+7.12,102.1,160,95.0
71,Iowa St.,B12,+11.33,106.9,50,95.5,98,71.9,159,91,+7.63,106.3,87,98.7
