Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+35.11,122.4,3,87.3,3,68.8,162,2,+35.04,122.6,3,87.5
2,Gonzaga,WCC,+34.83,123.7,2,88.9,7,74.6,7,1,+35.81,124.3,2,88.5
3,Michigan,B10,+28.09,117.0,6,88.9,8,67.7,217,3,+28.35,117.7,7,89.3
4,Illinois,B10,+27.13,117.0,7,89.8,11,70.5,84,6,+26.89,117.3,8,90.4
5,Iowa,B10,+26.30,126.1,1,99.8,130,70.2,95,5,+26.97,126.2,1,99.3
6,Houston,Amer,+25.84,113.9,17,88.1,5,65.7,310,4,+27.02,115.8,14,88.8
7,Alabama,SEC,+25.20,111.9,33,86.8,2,74.1,9,10,+25.33,111.8,36,86.5
8,Ohio St.,B10,+24.95,120.7,4,95.7,71,66.8,267,7,+25.69,121.1,4,95.4
9,Virginia,ACC,+24.63,116.3,9,91.7,23,59.9,357,9,+25.42,116.0,13,90.5
10,Villanova,BE,+24.62,118.1,5,93.5,38,64.8,332,8,+25.60,120.8,5,95.2
11,Wisconsin,B10,+23.01,112.3,27,89.3,9,65.2,323,12,+23.38,112.1,32,88.7
12,Tennessee,SEC,+22.92,108.9,65,86.0,1,66.7,270,14,+22.89,109.4,63,86.5
13,Loyola Chicago,MVC,+22.68,111.5,37,88.8,6,65.2,324,15,+22.63,111.6,38,89.0
14,USC,P12,+22.57,112.5,25,89.9,13,67.8,214,13,+23.21,112.5,27,89.3
15,Texas Tech,B12,+22.26,112.2,30,89.9,14,66.3,292,18,+21.37,111.9,35,90.5
16,Texas,B12,+22.19,112.4,26,90.2,16,69.3,145,19,+21.35,113.4,22,92.0
17,Florida St.,ACC,+21.79,114.7,15,92.9,33,69.7,118,17,+21.86,115.2,16,93.3
18,Colorado,P12,+21.22,116.2,10,95.0,60,66.7,271,11,+24.29,117.0,9,92.8
19,West Virginia,B12,+20.73,115.2,13,94.5,49,69.3,146,16,+21.92,116.5,10,94.6
20,Creighton,BE,+20.52,115.4,12,94.9,57,69.6,126,20,+20.99,114.5,17,93.5
21,Oklahoma,B12,+20.02,112.2,28,92.2,26,68.1,205,23,+20.12,112.4,29,92.3
22,Purdue,B10,+19.95,111.7,34,91.8,25,66.4,282,24,+20.10,112.4,30,92.3
23,San Diego St.,MWC,+19.92,111.3,41,91.4,22,66.3,289,21,+20.45,111.5,41,91.1
24,Rutgers,B10,+19.50,110.2,53,90.7,18,68.0,207,26,+19.39,110.6,54,91.2
25,Arkansas,SEC,+19.21,110.2,52,91.0,20,73.0,20,25,+19.64,111.5,40,91.9
26,Kansas,B12,+19.14,111.5,36,92.4,29,68.4,185,22,+20.30,112.1,31,91.8
27,Indiana,B10,+18.93,111.2,44,92.3,28,66.1,300,27,+19.37,110.8,51,91.4
28,Florida,SEC,+18.83,113.4,19,94.6,51,69.8,112,28,+19.23,113.7,20,94.5
29,Missouri,SEC,+18.51,111.3,40,92.8,32,69.8,115,38,+17.04,111.6,39,94.5
30,Penn St.,B10,+17.98,112.9,23,94.9,58,69.5,132,30,+18.16,112.9,26,94.7
31,Seton Hall,BE,+17.79,114.9,14,97.1,90,67.4,239,31,+18.03,115.3,15,97.2
32,Louisville,ACC,+17.74,110.0,55,92.2,27,66.1,296,33,+17.94,110.4,55,92.5
33,Oklahoma St.,B12,+17.65,109.3,58,91.7,24,70.8,67,40,+17.02,108.4,70,91.4
34,Connecticut,BE,+17.64,111.3,42,93.7,43,64.2,337,43,+16.55,110.8,49,94.3
35,Duke,ACC,+17.59,113.2,20,95.6,70,69.6,121,41,+16.88,114.4,18,97.5
36,Virginia Tech,ACC,+17.46,110.9,47,93.4,37,66.3,287,34,+17.89,111.2,45,93.3
37,BYU,WCC,+17.32,110.6,50,93.3,36,68.1,202,32,+17.94,110.8,47,92.9
38,UCLA,P12,+17.23,113.1,21,95.9,74,63.8,345,42,+16.62,113.6,21,97.0
39,Arizona,P12,+17.21,113.9,18,96.6,84,68.6,172,36,+17.57,114.2,19,96.6
40,North Carolina,ACC,+17.07,109.7,57,92.7,31,70.6,78,39,+17.03,109.8,60,92.8
41,Oregon,P12,+16.77,111.5,35,94.8,54,69.1,156,35,+17.59,111.8,37,94.2
42,Minnesota,B10,+16.72,111.3,43,94.6,50,69.9,108,37,+17.51,111.9,33,94.4
43,LSU,SEC,+16.71,116.8,8,100.1,137,70.7,73,29,+18.26,119.2,6,101.0
44,Maryland,B10,+16.52,110.0,54,93.5,39,65.8,305,44,+16.52,109.9,59,93.3
45,Stanford,P12,+16.22,106.7,89,90.5,17,70.2,96,59,+14.88,106.3,100,91.4
46,Xavier,BE,+16.10,110.9,46,94.8,56,68.5,178,46,+16.17,111.3,43,95.1
47,Clemson,ACC,+15.99,105.9,99,89.9,12,65.4,318,48,+16.02,106.4,94,90.3
48,Utah St.,MWC,+15.89,105.7,103,89.8,10,69.5,134,47,+16.05,105.8,111,89.8
49,Saint Louis,A10,+15.88,110.7,49,94.8,55,69.5,133,45,+16.39,110.8,52,94.4
50,Memphis,Amer,+15.56,103.2,143,87.6,4,71.4,47,51,+15.84,103.9,144,88.1
51,Drake,MVC,+15.29,112.0,32,96.7,85,67.5,236,57,+14.99,111.1,46,96.2
52,St. Bonaventure,A10,+15.26,109.1,61,93.9,44,66.4,280,50,+15.89,110.8,50,94.9
53,Wright St.,Horz,+15.14,107.8,72,92.6,30,70.8,69,54,+15.31,108.7,68,93.4
54,Richmond,A10,+14.93,112.7,24,97.7,96,69.2,148,56,+15.17,112.9,25,97.7
55,Syracuse,ACC,+14.81,111.4,38,96.6,81,69.8,114,53,+15.54,112.5,28,96.9
56,Georgia Tech,ACC,+14.52,111.3,39,96.8,86,67.5,235,60,+14.76,111.3,42,96.6
57,Kentucky,SEC,+14.37,105.2,107,90.9,19,67.7,220,62,+14.51,106.1,105,91.5
58,VCU,A10,+14.37,104.3,126,89.9,15,70.6,77,49,+16.00,106.4,95,90.4
59,Boise St.,MWC,+14.28,110.5,51,96.3,76,69.1,152,64,+14.24,110.1,57,95.9
60,SMU,Amer,+14.23,110.8,48,96.6,80,68.8,166,55,+15.27,110.8,48,95.6
61,Auburn,SEC,+14.09,112.2,29,98.1,105,71.9,36,61,+14.70,111.9,34,97.2
62,Toledo,MAC,+13.99,115.7,11,101.8,167,68.1,201,63,+14.43,116.2,11,101.8
63,Notre Dame,ACC,+13.87,113.9,16,100.1,138,66.9,264,58,+14.94,116.1,12,101.1
64,Michigan St.,B10,+13.70,107.2,79,93.5,40,69.5,130,65,+13.95,107.0,89,93.1
65,Mississippi St.,SEC,+13.56,107.1,82,93.5,41,66.3,290,69,+12.80,108.1,72,95.3
66,Mississippi,SEC,+13.55,104.6,117,91.0,21,65.8,304,52,+15.69,106.5,92,90.8
67,St. John's,BE,+13.19,111.0,45,97.8,100,73.6,12,68,+12.87,111.2,44,98.4
68,Davidson,A10,+13.12,112.9,22,99.8,131,63.6,346,67,+13.07,113.0,24,99.9
69,Utah,P12,+13.11,109.2,60,96.1,75,67.0,256,66,+13.30,110.7,53,97.4
70,Colorado St.,MWC,+12.67,106.7,87,94.1,47,70.3,90,70,+12.76,107.0,88,94.3
71,N.C. State,ACC,+12.50,109.1,62,96.6,83,69.4,137,73,+11.90,109.4,64,97.5
72,Northwestern,B10,+11.78,107.4,78,95.6,69,69.7,116,72,+12.10,107.8,80,95.7
73,Marshall,CUSA,+11.63,108.5,68,96.9,88,72.3,28,71,+12.54,110.1,58,97.5
74,Rhode Island,A10,+11.45,104.5,118,93.0,35,69.2,150,75,+11.56,104.4,129,92.8
75,Saint Mary's,WCC,+11.12,105.1,110,94.0,45,62.6,351,76,+11.42,105.5,114,94.1
76,Pittsburgh,ACC,+11.08,107.6,74,96.5,79,69.5,128,77,+11.36,108.0,75,96.6
77,Providence,BE,+10.80,109.0,64,98.2,110,66.1,298,74,+11.64,109.4,61,97.8
