Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,26-0,+36.59,126.0,1,89.4,9,74.7,4,+.018,136,+7.93,96
2,Illinois,B10,24-6,+30.70,118.8,8,88.1,4,70.6,80,+.026,117,+18.27,5
3,Michigan,B10,20-4,+30.50,119.3,7,88.8,7,66.8,261,+.026,118,+16.75,15
4,Baylor,B12,23-2,+29.93,123.0,3,93.0,34,68.7,155,+.047,78,+9.64,81
5,Houston,Amer,25-3,+29.68,119.6,6,89.9,13,65.0,322,-.011,206,+6.82,106
6,Iowa,B10,21-8,+28.72,123.5,2,94.7,52,69.9,99,-.028,241,+16.85,14
7,Alabama,SEC,24-6,+24.87,111.7,35,86.9,2,73.8,9,+.031,108,+14.25,32
8,Loyola Chicago,MVC,25-4,+24.63,111.5,37,86.9,3,64.0,343,-.017,220,+5.16,121
9,Ohio St.,B10,21-10,+24.19,120.8,4,96.6,73,67.0,250,-.012,210,+18.19,6
10,Wisconsin,B10,18-12,+23.59,113.5,27,89.9,12,64.8,328,-.049,283,+18.12,7
11,USC,P12,22-7,+22.81,113.2,28,90.4,15,67.2,238,-.006,195,+11.89,62
12,Villanova,BE,17-6,+22.77,118.7,9,96.0,63,64.7,331,-.001,182,+13.08,43
13,Virginia,ACC,18-6,+22.66,115.6,12,92.9,33,60.0,357,+.046,82,+12.20,54
14,Colorado,P12,22-8,+22.35,114.8,16,92.4,28,66.3,282,-.033,253,+11.61,64
15,Connecticut,BE,15-7,+21.98,113.7,24,91.7,24,65.9,301,-.066,307,+12.83,45
16,Texas Tech,B12,18-10,+21.93,112.6,33,90.6,20,65.3,317,-.084,323,+12.17,56
17,Arkansas,SEC,23-6,+21.90,111.5,36,89.6,10,73.1,17,+.057,54,+11.40,66
18,Florida St.,ACC,16-6,+21.85,116.3,11,94.5,48,70.5,84,-.011,207,+12.48,51
19,Kansas,B12,20-8,+21.44,109.9,56,88.5,6,68.1,187,+.042,88,+15.30,17
20,Creighton,BE,20-8,+21.39,115.0,14,93.6,39,69.0,142,+.001,170,+12.77,46
21,West Virginia,B12,19-9,+21.14,117.2,10,96.1,65,69.4,123,-.042,273,+15.12,20
22,Purdue,B10,18-10,+21.09,113.6,25,92.5,29,66.3,277,+.010,149,+17.07,12
23,Texas,B12,19-7,+20.98,114.1,20,93.2,36,69.1,139,+.017,139,+14.58,27
24,BYU,WCC,20-6,+20.83,113.0,29,92.2,25,67.9,200,+.045,83,+10.33,75
25,St. Bonaventure,A10,16-4,+20.61,111.2,40,90.6,19,65.1,320,+.014,143,+8.24,94
26,Tennessee,SEC,18-9,+19.74,108.0,80,88.2,5,67.4,228,-.013,213,+12.59,49
27,LSU,SEC,18-9,+19.55,119.8,5,100.3,130,70.7,78,+.002,166,+13.63,39
28,Oklahoma St.,B12,21-8,+19.37,109.9,57,90.6,18,72.1,32,+.040,90,+15.13,19
29,San Diego St.,MWC,23-5,+19.36,110.5,49,91.1,22,65.7,306,+.027,115,+6.42,110
30,North Carolina,ACC,18-11,+19.03,110.1,54,91.0,21,71.7,45,-.005,193,+14.86,23
31,Maryland,B10,16-13,+18.46,110.8,46,92.3,27,65.3,318,-.035,254,+16.97,13
32,Oregon,P12,20-6,+18.35,114.9,15,96.5,71,67.2,242,+.048,72,+10.88,70
33,Duke,ACC,13-11,+18.08,114.7,17,96.6,72,68.8,151,-.109,347,+12.52,50
34,Rutgers,B10,16-11,+18.08,108.4,74,90.4,14,67.7,211,+.044,84,+18.11,8
35,Georgia Tech,ACC,17-9,+17.91,113.5,26,95.6,61,67.5,224,-.005,192,+12.85,44
36,Penn St.,B10,11-14,+17.90,112.6,32,94.7,50,69.4,125,-.050,288,+19.96,1
37,Florida,SEC,15-9,+17.59,111.0,43,93.4,38,68.4,174,+.016,140,+14.73,25
38,Syracuse,ACC,17-9,+17.47,115.0,13,97.6,91,68.9,147,+.018,134,+12.18,55
39,Oklahoma,B12,15-10,+17.17,111.8,34,94.6,49,67.6,221,-.038,262,+13.16,42
40,Memphis,Amer,16-8,+16.99,103.5,148,86.5,1,72.0,40,-.090,330,+7.39,99
41,Arizona,P12,17-9,+16.64,113.8,22,97.2,83,68.0,198,-.017,219,+9.96,77
42,UCLA,P12,18-9,+16.64,114.4,18,97.8,95,64.6,334,+.033,103,+12.65,48
43,Clemson,ACC,16-8,+15.91,106.4,107,90.5,17,64.2,338,+.100,18,+14.52,28
44,VCU,A10,19-7,+15.71,105.4,118,89.7,11,69.8,109,+.035,101,+8.94,87
45,Indiana,B10,12-15,+15.61,109.3,66,93.7,43,66.1,292,-.053,291,+18.72,4
46,Saint Louis,A10,14-6,+15.56,111.0,42,95.5,57,67.7,213,-.017,222,+5.39,118
47,Utah St.,MWC,20-9,+15.30,104.7,124,89.4,8,68.8,150,-.037,261,+5.34,119
48,Missouri,SEC,16-9,+15.08,110.4,51,95.3,55,68.6,162,+.088,25,+15.19,18
49,Kentucky,SEC,9-16,+14.97,108.1,78,93.1,35,68.3,180,-.148,354,+16.65,16
50,Drake,MVC,26-4,+14.93,112.9,30,98.0,98,66.5,270,+.105,15,+3.10,150
51,Virginia Tech,ACC,15-7,+14.91,109.8,58,94.9,53,66.0,299,+.043,85,+9.89,79
52,Seton Hall,BE,14-13,+14.87,110.4,50,95.6,60,66.7,263,-.027,240,+14.66,26
53,Mississippi,SEC,16-12,+14.56,106.0,111,91.4,23,65.2,319,-.063,300,+10.37,74
54,Georgetown,BE,13-12,+14.18,107.8,87,93.6,40,69.6,112,+.001,169,+14.75,24
55,Louisville,ACC,13-7,+14.02,107.8,85,93.8,44,65.9,302,+.118,9,+13.50,40
56,SMU,Amer,11-6,+13.96,110.7,48,96.7,75,68.9,144,-.012,208,+8.24,93
57,Minnesota,B10,14-15,+13.71,108.7,70,94.9,54,70.2,90,+.011,148,+17.52,10
58,Michigan St.,B10,15-13,+13.48,107.3,92,93.9,45,68.5,169,+.090,22,+18.02,9
59,North Texas,CUSA,18-9,+13.47,106.8,100,93.3,37,62.9,350,-.033,251,+5.96,111
