Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+35.50,122.8,3,87.3,3,69.0,158,1,+35.23,122.6,3,87.4
2,Gonzaga,WCC,+34.65,124.7,2,90.1,12,74.7,8,2,+34.87,123.9,2,89.1
3,Michigan,B10,+28.15,116.9,8,88.8,6,67.9,214,3,+28.03,117.1,7,89.0
4,Houston,Amer,+27.94,113.9,19,86.0,2,65.6,314,6,+25.97,114.1,17,88.1
5,Iowa,B10,+26.63,125.6,1,99.0,117,70.1,103,5,+26.27,126.1,1,99.8
6,Villanova,BE,+26.24,119.8,4,93.5,37,64.8,329,10,+24.65,118.2,5,93.5
7,Illinois,B10,+26.06,116.9,9,90.8,17,70.2,98,4,+27.18,117.1,6,89.9
8,Alabama,SEC,+24.66,113.8,21,89.1,8,74.1,9,7,+25.22,112.1,31,86.8
9,Virginia,ACC,+24.57,115.5,11,91.0,19,59.9,357,9,+24.76,115.8,10,91.0
10,Ohio St.,B10,+24.10,119.7,5,95.6,67,66.8,270,8,+24.98,120.7,4,95.8
11,Wisconsin,B10,+23.74,112.9,25,89.1,7,64.9,328,11,+23.06,112.3,28,89.2
12,Texas,B12,+23.03,114.3,16,91.2,20,69.3,148,14,+22.19,112.6,26,90.4
13,Texas Tech,B12,+22.97,112.4,29,89.4,9,66.3,293,13,+22.66,112.3,29,89.6
14,Loyola Chicago,MVC,+22.93,111.2,40,88.2,5,65.1,325,12,+22.72,111.5,37,88.8
15,Tennessee,SEC,+22.28,108.3,71,86.0,1,66.0,301,15,+22.16,108.4,69,86.2
16,Creighton,BE,+22.18,116.0,10,93.9,42,69.4,141,20,+20.74,115.6,11,94.9
17,Florida St.,ACC,+21.60,114.8,13,93.2,35,69.7,121,16,+21.71,114.8,15,93.1
