Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+30.84,121.1,1,90.3,18,77.0,4,1,+32.11,123.7,1,91.5
2,Baylor,B12,+30.57,118.9,3,88.3,8,69.7,214,2,+31.80,119.3,4,87.5
3,Villanova,BE,+26.85,118.6,4,91.7,32,64.8,351,5,+26.75,119.7,3,93.0
4,Wisconsin,B10,+26.47,113.7,9,87.3,4,66.7,327,11,+23.88,113.9,11,90.0
5,Iowa,B10,+24.31,120.6,2,96.3,92,72.4,67,3,+27.42,123.5,2,96.0
6,Kansas,B12,+23.92,112.1,14,88.2,7,69.7,211,13,+22.47,112.6,22,90.1
7,Illinois,B10,+23.82,116.2,5,92.4,38,72.7,55,8,+24.67,116.0,10,91.4
8,Houston,Amer,+23.24,112.3,13,89.0,12,67.2,318,9,+24.09,112.7,20,88.6
9,Tennessee,SEC,+23.18,110.2,26,87.0,3,67.5,310,6,+24.72,111.9,29,87.2
10,Texas,B12,+22.94,110.7,23,87.8,5,69.1,240,7,+24.71,113.8,12,89.1
11,Texas Tech,B12,+22.57,107.9,59,85.3,1,67.1,322,12,+23.03,112.1,27,89.0
12,Duke,ACC,+21.83,111.4,20,89.6,14,70.6,149,26,+19.21,112.4,24,93.2
13,West Virginia,B12,+21.64,111.7,17,90.1,16,68.5,272,15,+21.29,113.0,15,91.7
14,Creighton,BE,+21.45,114.1,7,92.6,42,72.3,72,10,+23.97,116.5,7,92.5
15,Michigan,B10,+21.45,113.2,10,91.7,30,69.3,232,4,+27.11,117.4,6,90.3
16,Ohio St.,B10,+20.61,113.9,8,93.3,48,67.2,320,18,+21.18,116.2,8,95.0
17,Oregon,P12,+20.18,111.5,19,91.3,27,70.0,190,20,+20.52,112.9,16,92.4
18,Virginia,ACC,+20.10,109.1,48,89.0,11,60.9,357,16,+21.23,111.8,33,90.6
19,Rutgers,B10,+19.99,110.0,32,90.0,15,71.3,114,39,+17.17,110.5,45,93.4
20,Clemson,ACC,+19.67,106.2,76,86.5,2,68.0,289,19,+20.86,107.7,72,86.8
21,North Carolina,ACC,+19.49,109.6,38,90.1,17,72.0,86,35,+17.97,108.9,59,91.0
22,Florida,SEC,+19.34,110.1,28,90.8,22,71.4,107,38,+17.49,111.8,32,94.3
23,Indiana,B10,+19.21,108.1,57,88.8,10,68.0,290,37,+17.82,109.6,56,91.8
24,Colorado,P12,+19.10,110.1,29,91.0,23,68.9,254,14,+22.02,112.9,17,90.8
25,San Diego St.,MWC,+18.95,109.3,41,90.4,19,66.7,328,41,+16.55,108.4,66,91.8
26,Florida St.,ACC,+18.62,110.1,31,91.4,29,70.5,156,25,+19.79,113.1,14,93.3
27,Louisville,ACC,+18.16,109.3,44,91.1,24,66.7,329,27,+18.94,111.0,40,92.1
28,UCLA,P12,+18.15,112.4,12,94.2,56,66.3,340,24,+19.90,116.0,9,96.1
29,Syracuse,ACC,+18.15,109.3,43,91.2,25,72.7,58,40,+16.78,110.3,50,93.5
30,Saint Louis,A10,+18.02,109.9,34,91.9,34,69.3,228,32,+18.14,110.9,41,92.8
31,Michigan St.,B10,+17.86,112.5,11,94.6,61,73.1,41,42,+16.25,110.2,52,94.0
32,Mississippi,SEC,+17.73,105.6,86,87.9,6,69.3,233,55,+14.23,105.1,102,90.9
33,Purdue,B10,+17.66,110.0,33,92.3,36,68.2,284,28,+18.66,111.3,38,92.6
34,USC,P12,+17.62,109.3,40,91.7,31,68.8,259,17,+21.20,111.6,35,90.4
35,Arkansas,SEC,+17.44,109.3,46,91.8,33,72.8,51,36,+17.89,111.2,39,93.3
36,LSU,SEC,+17.42,115.4,6,97.9,115,70.8,140,22,+20.25,118.0,5,97.7
37,Stanford,P12,+17.41,106.2,77,88.8,9,71.3,109,45,+15.99,106.7,84,90.7
38,Virginia Tech,ACC,+17.30,109.8,35,92.5,40,66.6,333,31,+18.23,111.8,34,93.6
39,Missouri,SEC,+16.94,108.4,53,91.4,28,69.6,218,46,+15.97,108.2,70,92.2
40,N.C. State,ACC,+16.89,108.8,49,91.9,35,73.1,42,59,+13.29,109.9,55,96.7
41,Oklahoma,B12,+16.78,112.0,15,95.2,77,70.8,139,29,+18.42,112.7,19,94.3
42,Minnesota,B10,+16.51,110.8,22,94.3,58,74.2,24,34,+18.01,111.9,30,93.9
43,Xavier,BE,+16.33,111.2,21,94.8,68,69.2,239,50,+15.03,110.7,43,95.6
44,Oklahoma St.,B12,+16.24,107.5,66,91.2,26,73.2,38,33,+18.12,110.2,51,92.1
45,Connecticut,BE,+16.16,109.4,39,93.2,47,67.5,314,23,+19.92,110.9,42,91.0
46,SMU,Amer,+16.15,110.1,30,93.9,53,70.4,168,54,+14.30,110.4,49,96.1
47,Arizona,P12,+16.07,108.4,52,92.4,37,70.0,183,30,+18.33,113.6,13,95.3
48,Maryland,B10,+15.84,111.7,16,95.9,84,67.6,304,43,+16.09,112.7,18,96.7
