Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,30-0,38.82,126.8,1,88,5,74.2,6,0.017,138,10.22,83
2,Baylor,B12,26-2,30.73,123,3,92.2,28,67.9,186,0.051,67,11.25,72
3,Houston,Amer,28-3,30.16,118.6,7,88.4,8,64.6,328,0.007,156,8.71,96
4,Michigan,B10,23-5,29.61,117.5,9,87.9,4,66.7,256,0.007,155,16.33,19
5,Illinois,B10,24-7,28.9,117.9,8,89,9,70.5,79,0.022,127,18,5
6,USC,P12,25-8,27.59,115.7,14,88.1,7,67,236,0.001,171,16.19,21
7,Iowa,B10,22-9,26.86,123.5,2,96.7,76,69.9,92,-0.027,244,16.32,20
8,Colorado,P12,23-9,25.01,116.2,12,91.2,22,66.1,276,-0.025,237,15.29,28
9,Alabama,SEC,26-7,24.99,112.8,29,87.8,3,73.4,11,0.02,130,14.67,34
10,Loyola Chicago,MVC,26-5,24.28,111.3,41,87,2,63.8,342,-0.024,233,6.19,115
11,Ohio St.,B10,21-10,23.5,120.6,4,97.1,83,66.8,251,-0.012,212,17.78,8
12,Villanova,BE,18-7,22.81,118.9,6,96.1,67,64.2,336,-0.007,200,13.48,46
13,Wisconsin,B10,18-13,22.23,112.9,28,90.6,16,64.6,329,-0.052,289,17.96,6
14,Florida St.,ACC,18-7,22.13,114.9,16,92.8,31,69.9,90,0.002,167,13.44,48
15,UCLA,P12,22-9,22.03,116.2,13,94.2,45,64,338,0.045,82,16.64,15
16,Oregon,P12,21-7,21.79,117.2,10,95.4,55,67.2,226,0.049,73,15.1,29
17,BYU,WCC,20-7,21.55,113.9,20,92.4,29,67.6,208,0.037,92,12.53,61
18,Virginia,ACC,18-7,21.53,114.7,17,93.2,36,59.9,357,0.025,118,12.07,67
19,Arkansas,SEC,25-7,21.34,111,44,89.7,11,72.6,19,0.064,51,12.5,62
20,Texas Tech,B12,18-11,21.29,112.5,32,91.2,21,65.1,317,-0.099,340,12.34,63
21,Creighton,BE,22-9,20.59,113.4,25,92.8,32,68.7,144,0.017,135,13.09,54
22,Connecticut,BE,15-8,20.55,113.1,27,92.5,30,65.5,308,-0.068,310,12.88,58
23,Purdue,B10,18-10,20.27,113.2,26,92.9,33,66.1,278,0.01,147,16.5,17
24,LSU,SEC,19-10,20.25,120,5,99.8,125,70.7,70,-0.007,201,14.62,35
25,West Virginia,B12,19-10,20.14,116.6,11,96.5,70,69.2,124,-0.056,294,14.76,32
26,San Diego St.,MWC,23-5,19.97,111,45,91,20,65.5,307,0.027,114,7.28,103
27,Tennessee,SEC,18-9,19.87,108,85,88.1,6,67.1,231,-0.013,215,12.99,56
28,Arizona,P12,17-9,19.84,115.5,15,95.7,59,67.7,199,-0.017,220,13.26,51
29,Texas,B12,19-8,19.81,112.8,30,93,34,68.7,146,-0.004,190,14.02,42
30,Kansas,B12,21-9,19.51,109.9,55,90.4,14,68.2,175,0.07,44,15.35,27
31,Memphis,Amer,20-8,19.44,105.6,116,86.2,1,71.4,48,-0.068,311,8.96,94
32,St. Bonaventure,A10,16-5,19.03,110,54,90.9,18,64.9,320,0.016,139,8.48,99
33,North Carolina,ACC,18-11,18.6,110.2,52,91.6,26,71.6,43,-0.005,194,14.72,33
34,Oklahoma St.,B12,21-9,18.31,109.3,64,91,19,72.3,24,0.038,91,14.98,30
35,Maryland,B10,17-14,17.57,111.7,37,94.1,42,64.7,321,-0.024,234,17,11
36,Duke,ACC,13-11,17.57,114.5,18,96.9,78,68.6,152,-0.109,347,12.23,65
37,Georgia Tech,ACC,17-9,17.51,113.6,24,96.1,69,67.4,223,-0.005,193,12.66,59
38,Rutgers,B10,16-12,17.47,108.1,83,90.6,15,67.5,215,0.027,113,17.93,7
39,Penn St.,B10,14-Nov,16.96,112.1,34,95.2,51,69.2,125,-0.05,286,19.26,1
40,Florida,SEC,15-10,16.88,111,46,94.1,41,68.3,167,-0.004,188,14.6,36
41,Syracuse,ACC,18-10,16.8,113.7,23,96.9,77,68.6,151,0.029,110,12.93,57
42,Oklahoma,B12,16-11,16.66,111.9,36,95.2,53,67.2,228,-0.025,238,13.82,44
43,Oregon St.,P12,20-13,16.36,112.1,35,95.7,60,65.5,306,0.072,40,16.61,16
44,Utah,P12,13-Dec,15.71,112.7,31,97,80,67.6,204,-0.077,319,15.55,24
45,Clemson,ACC,16-8,15.49,106.4,107,90.9,17,64.1,337,0.1,18,14.35,39
46,Utah St.,MWC,20-9,15.4,104.8,126,89.4,10,68.6,148,-0.037,262,5.66,120
47,Missouri,SEC,16-10,15.04,110.5,49,95.5,57,68.4,163,0.07,43,15.71,23
48,VCU,A10,19-7,15.04,105.2,122,90.1,13,69.6,107,0.035,98,8.52,98
49,Kentucky,SEC,16-Sep,14.89,108,84,93.1,35,68.1,181,-0.148,354,16.78,13
50,Indiana,B10,15-Dec,14.87,109,70,94.2,44,65.9,289,-0.053,290,18.21,3
51,Mississippi,SEC,16-12,14.62,106,109,91.4,24,65,318,-0.063,301,10.66,78
52,Virginia Tech,ACC,15-7,14.45,109.7,59,95.2,52,65.8,298,0.043,83,9.66,86
53,SMU,Amer,6-Nov,14.43,111,43,96.6,74,68.8,142,-0.012,210,9.03,92
54,Saint Louis,A10,14-7,14.35,110.3,50,96,65,68,184,-0.037,263,5.51,121
55,Seton Hall,BE,14-13,14.3,110.2,53,95.9,63,66.5,264,-0.027,245,14.33,40
56,Drake,MVC,26-5,14.23,112.4,33,98.2,100,66.3,271,0.102,17,3.89,138
57,UC Santa Barbara,BW,22-5,13.76,109.9,56,96.1,68,65.7,301,0.03,109,1.89,166
58,Stanford,P12,14-13,13.71,105.9,110,92.2,27,69.2,120,0.022,126,16.34,18
59,Louisville,ACC,13-7,13.53,107.7,92,94.1,43,65.7,300,0.118,9,13.24,52
60,Boise St.,MWC,19-9,13.27,109.2,66,95.9,64,69.1,128,-0.026,242,6.2,114
61,Auburn,SEC,13-14,13.11,111.5,38,98.4,104,71,55,-0.044,275,14.43,37
62,Minnesota,B10,14-15,12.93,108.3,77,95.4,56,70,88,0.011,146,16.95,12
63,Georgetown,BE,13-13,12.84,107.8,88,95,50,69.7,101,0.008,153,14.84,31
64,Michigan St.,B10,15-13,12.83,107.1,98,94.3,46,68.3,165,0.09,22,17.6,10
65,Richmond,A10,14-9,12.74,110.8,47,98.1,99,68.3,169,-0.061,298,9.15,91
66,Xavier,BE,13-8,12.68,110.6,48,97.9,97,67.9,187,0.003,165,10.19,84
67,Wichita St.,Amer,16-6,12.63,109.6,60,97,82,67.1,234,0.089,23,10.7,77
68,Mississippi St.,SEC,18-15,12.3,107.6,93,95.3,54,65.8,296,-0.011,207,12.2,66
69,St. John's,BE,16-11,12.22,111.1,42,98.9,113,73.4,10,0.014,143,10.96,75
70,Davidson,A10,13-9,12.09,113.9,21,101.8,164,62.5,353,-0.074,316,6.84,106
71,Saint Mary's,WCC,14-10,12.08,102.1,173,90,12,62.9,348,0.037,93,11.07,73
72,N.C. State,ACC,14-11,12.05,109.4,62,97.4,89,67.8,194,-0.011,209,10.89,76
73,Wright St.,Horz,18-6,11.72,108.3,80,96.6,73,71.1,52,-0.078,321,-3.4,251
74,North Texas,CUSA,18-10,11.71,106.6,101,94.9,48,62.7,350,-0.018,222,6.27,111
75,Toledo,MAC,21-9,11.69,114.3,19,102.6,182,68.7,143,-0.024,236,2.98,150
76,Colorado St.,MWC,20-8,11.62,108.1,82,96.5,72,69,133,0.045,81,5.5,122
77,Buffalo,MAC,16-9,11.3,107.4,95,96.1,66,73.1,16,-0.098,339,3.23,145
78,Washington St.,P12,14-13,11.02,102.4,167,91.4,23,67.6,207,-0.01,203,11.95,68
79,Northwestern,B10,15-Sep,10.9,104.2,132,93.3,38,68.4,160,-0.091,331,19.07,2
80,Providence,BE,13-13,10.62,107.2,96,96.6,75,66.3,270,0.001,170,13.38,50
81,Ohio,MAC,17-8,10.47,111.3,40,100.9,145,69.2,122,0.031,105,5.19,126
82,Louisiana Tech,CUSA,24-8,10.44,104.1,133,93.7,39,69.5,111,0.055,62,2.95,151
83,Marquette,BE,13-14,10.31,107.5,94,97.1,84,67.5,217,-0.007,199,13.97,43
84,Notre Dame,ACC,15-Nov,10.03,113.7,22,103.7,203,67.2,227,-0.029,248,14.27,41
85,Abilene Christian,Slnd,24-5,10,101.6,188,91.6,25,69.3,115,0.009,149,-5.54,300
86,Arizona St.,P12,14-Nov,9.76,108.3,76,98.5,107,72.6,21,0.026,116,15.92,22
87,Dayton,A10,14-10,9.71,108.3,78,98.6,110,65.6,305,0.006,160,8.43,100
88,Pepperdine,WCC,15-12,9.35,108.5,75,99.1,117,71.4,47,0.002,169,9.71,85
89,Missouri St.,MVC,17-7,9.29,107.7,90,98.4,105,69.1,127,0.039,88,3.78,140
90,Colgate,Pat,14-2,9.26,110.2,51,101,148,72.2,26,0.048,75,-5.83,305
91,San Francisco,WCC,14-Nov,9.21,107,99,97.8,95,67.7,198,-0.104,342,8.42,101
92,Loyola Marymount,WCC,13-9,9.12,107.9,86,98.8,111,66,284,0.033,100,8.63,97
93,Nevada,MWC,16-10,9.08,108.8,71,99.8,124,69.8,95,-0.012,213,6.32,110
94,UCF,Amer,12-Nov,8.92,106.6,102,97.7,93,67.3,225,0.053,64,13.09,55
95,Marshall,CUSA,15-7,8.89,109.2,67,100.3,133,72.6,20,-0.068,312,1.4,172
