Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+27.91,114.8,1,86.9,9,74.5,47,1,+32.11,123.7,1,91.5
2,Duke,ACC,+26.32,112.3,5,86.0,6,74.5,44,26,+19.21,112.4,24,93.2
3,Baylor,B12,+26.24,112.8,4,86.5,7,70.4,302,2,+31.80,119.3,4,87.5
4,Villanova,BE,+25.09,112.9,3,87.8,16,69.1,343,5,+26.75,119.7,3,93.0
5,Kansas,B12,+24.32,109.5,14,85.2,3,72.1,189,13,+22.47,112.6,22,90.1
6,Texas Tech,B12,+24.10,109.6,12,85.5,4,71.8,203,12,+23.03,112.1,27,89.0
7,West Virginia,B12,+22.85,109.6,13,86.7,8,72.8,130,15,+21.29,113.0,15,91.7
8,Wisconsin,B10,+22.71,108.7,21,86.0,5,68.8,348,11,+23.88,113.9,11,90.0
9,Texas,B12,+22.66,107.8,33,85.2,2,71.0,266,7,+24.71,113.8,12,89.1
10,Ohio St.,B10,+21.96,109.3,18,87.4,12,71.6,229,18,+21.18,116.2,8,95.0
11,Virginia,ACC,+21.91,106.2,53,84.3,1,64.8,357,16,+21.23,111.8,33,90.6
12,Kentucky,SEC,+21.73,109.5,16,87.7,15,71.4,243,52,+14.94,106.9,79,92.0
13,Michigan St.,B10,+21.63,111.2,8,89.6,32,72.4,166,42,+16.25,110.2,52,94.0
14,Iowa,B10,+21.54,114.7,2,93.2,71,73.2,104,3,+27.42,123.5,2,96.0
15,Creighton,BE,+21.17,112.0,6,90.8,44,72.8,129,10,+23.97,116.5,7,92.5
16,Illinois,B10,+20.68,109.4,17,88.7,22,72.3,177,8,+24.67,116.0,10,91.4
17,Houston,Amer,+20.62,111.0,11,90.4,41,70.5,291,9,+24.09,112.7,20,88.6
18,Michigan,B10,+20.61,111.2,7,90.6,43,72.5,151,4,+27.11,117.4,6,90.3
19,Florida St.,ACC,+20.02,108.2,28,88.1,18,73.8,66,25,+19.79,113.1,14,93.3
20,Tennessee,SEC,+19.98,108.3,26,88.3,20,70.5,294,6,+24.72,111.9,29,87.2
21,Oregon,P12,+19.94,109.3,19,89.3,30,70.0,318,20,+20.52,112.9,16,92.4
22,North Carolina,ACC,+19.80,108.4,25,88.6,21,74.5,43,35,+17.97,108.9,59,91.0
23,Florida,SEC,+19.49,108.5,24,89.0,27,70.1,314,38,+17.49,111.8,32,94.3
24,Indiana,B10,+19.21,107.4,38,88.2,19,72.2,186,37,+17.82,109.6,56,91.8
25,Louisville,ACC,+19.20,108.1,30,88.9,25,71.2,260,27,+18.94,111.0,40,92.1
26,Arizona St.,P12,+19.19,111.2,9,92.0,61,76.0,14,66,+12.50,108.2,69,95.7
27,Purdue,B10,+19.02,109.5,15,90.4,42,70.5,293,28,+18.66,111.3,38,92.6
28,Rutgers,B10,+18.58,106.2,51,87.6,13,71.3,248,39,+17.17,110.5,45,93.4
29,Minnesota,B10,+18.43,107.7,35,89.3,29,74.3,52,34,+18.01,111.9,30,93.9
30,Syracuse,ACC,+18.25,108.1,29,89.9,37,71.4,245,40,+16.78,110.3,50,93.5
31,Memphis,Amer,+18.13,105.2,68,87.0,10,76.2,12,67,+12.10,102.6,151,90.5
32,Oklahoma,B12,+18.00,107.8,34,89.8,35,73.7,69,29,+18.42,112.7,19,94.3
33,Marquette,BE,+17.99,108.1,31,90.1,38,74.6,41,53,+14.79,111.5,36,96.7
34,Stanford,P12,+17.78,105.0,71,87.2,11,72.5,150,45,+15.99,106.7,84,90.7
35,Virginia Tech,ACC,+17.60,107.2,41,89.6,31,70.2,307,31,+18.23,111.8,34,93.6
36,San Diego St.,MWC,+17.45,107.2,40,89.7,34,69.1,342,41,+16.55,108.4,66,91.8
37,Clemson,ACC,+17.43,105.2,66,87.8,17,69.5,333,19,+20.86,107.7,72,86.8
38,LSU,SEC,+17.40,111.1,10,93.7,79,73.5,88,22,+20.25,118.0,5,97.7
39,Oklahoma St.,B12,+17.39,106.6,48,89.2,28,73.1,106,33,+18.12,110.2,51,92.1
40,Arizona,P12,+16.99,105.9,57,88.9,26,72.5,155,30,+18.33,113.6,13,95.3
41,UCLA,P12,+16.77,108.7,22,91.9,59,68.2,353,24,+19.90,116.0,9,96.1
42,Miami FL,ACC,+16.67,107.8,32,91.2,50,71.5,230,79,+10.23,104.6,109,94.3
43,Mississippi,SEC,+16.48,105.3,65,88.8,23,71.7,217,55,+14.23,105.1,102,90.9
44,Connecticut,BE,+16.28,108.3,27,92.0,64,72.4,162,23,+19.92,110.9,42,91.0
45,Saint Louis,A10,+16.11,105.0,72,88.9,24,71.4,246,32,+18.14,110.9,41,92.8
46,Providence,BE,+15.92,105.8,61,89.9,36,72.7,134,65,+12.70,110.5,47,97.8
47,Maryland,B10,+15.90,107.6,36,91.7,57,71.5,232,43,+16.09,112.7,18,96.7
48,Alabama,SEC,+15.75,107.0,45,91.2,51,77.0,5,21,+20.25,112.6,21,92.3
49,N.C. State,ACC,+15.55,107.2,42,91.6,55,74.8,34,59,+13.29,109.9,55,96.7
50,Loyola Chicago,MVC,+15.49,105.1,69,89.6,33,69.6,328,48,+15.32,108.5,64,93.2
51,Dayton,A10,+15.14,108.8,20,93.7,78,71.1,263,75,+11.32,109.0,58,97.7
52,Seton Hall,BE,+15.11,106.2,54,91.0,48,73.2,101,44,+16.03,111.8,31,95.8
53,Arkansas,SEC,+15.07,107.0,44,91.9,60,74.9,32,36,+17.89,111.2,39,93.3
54,Missouri,SEC,+15.04,105.9,58,90.8,45,71.3,253,46,+15.97,108.2,70,92.2
55,Utah,P12,+15.00,107.0,43,92.0,62,70.9,275,63,+12.80,108.3,67,95.5
56,TCU,B12,+14.95,102.7,100,87.7,14,68.3,352,96,+7.29,105.2,99,97.9
57,SMU,Amer,+14.93,108.6,23,93.7,80,70.0,315,54,+14.30,110.4,49,96.1
58,Colorado,P12,+14.78,105.8,60,91.0,49,71.8,204,14,+22.02,112.9,17,90.8
59,Xavier,BE,+14.72,106.4,49,91.7,56,72.5,156,50,+15.03,110.7,43,95.6
60,Cincinnati,Amer,+14.30,104.6,76,90.2,40,72.0,193,80,+10.08,105.3,98,95.3
