Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+31.48,122.0,2,90.5,16,76.3,7,1,+32.11,123.7,1,91.5
2,Baylor,B12,+30.62,119.4,3,88.8,6,70.8,113,2,+31.80,119.3,4,87.5
3,Villanova,BE,+26.90,119.3,4,92.4,34,64.1,350,5,+26.75,119.7,3,93.0
4,Wisconsin,B10,+25.69,114.3,9,88.6,5,65.7,334,11,+23.88,113.9,11,90.0
5,Iowa,B10,+25.29,122.4,1,97.1,94,71.4,85,3,+27.42,123.5,2,96.0
6,Texas,B12,+25.27,112.3,16,87.0,4,69.4,193,7,+24.71,113.8,12,89.1
7,Illinois,B10,+24.36,116.1,6,91.7,26,72.1,55,8,+24.67,116.0,10,91.4
8,Tennessee,SEC,+23.68,110.1,43,86.4,1,67.2,300,6,+24.72,111.9,29,87.2
9,Houston,Amer,+23.65,112.6,13,89.0,7,66.7,313,9,+24.09,112.7,20,88.6
10,Michigan,B10,+23.36,115.5,7,92.1,29,69.1,208,4,+27.11,117.4,6,90.3
11,Duke,ACC,+21.69,112.0,23,90.3,13,70.1,148,26,+19.21,112.4,24,93.2
12,Kansas,B12,+21.53,111.5,29,89.9,12,69.8,168,13,+22.47,112.6,22,90.1
13,West Virginia,B12,+21.39,112.6,14,91.2,23,68.8,221,15,+21.29,113.0,15,91.7
14,Texas Tech,B12,+21.22,108.2,62,87.0,3,66.1,328,12,+23.03,112.1,27,89.0
15,Creighton,BE,+21.12,114.0,10,92.9,37,71.6,78,10,+23.97,116.5,7,92.5
16,Oregon,P12,+21.07,112.2,17,91.2,21,70.4,139,20,+20.52,112.9,16,92.4
17,Virginia,ACC,+20.60,110.2,42,89.6,10,60.4,357,16,+21.23,111.8,33,90.6
18,Clemson,ACC,+20.53,107.3,72,86.7,2,67.5,288,19,+20.86,107.7,72,86.8
19,Rutgers,B10,+20.19,112.2,18,92.0,27,70.1,146,39,+17.17,110.5,45,93.4
20,Ohio St.,B10,+20.16,114.4,8,94.3,54,66.5,316,18,+21.18,116.2,8,95.0
21,Florida,SEC,+19.98,112.1,21,92.1,28,71.4,88,38,+17.49,111.8,32,94.3
22,Colorado,P12,+19.54,111.8,24,92.3,30,68.1,263,14,+22.02,112.9,17,90.8
23,Indiana,B10,+19.40,108.9,55,89.5,9,67.2,298,37,+17.82,109.6,56,91.8
24,Minnesota,B10,+19.33,112.1,20,92.8,36,72.6,44,34,+18.01,111.9,30,93.9
25,Louisville,ACC,+18.84,110.1,44,91.2,22,66.1,326,27,+18.94,111.0,40,92.1
26,LSU,SEC,+18.80,117.3,5,98.5,112,69.3,197,22,+20.25,118.0,5,97.7
27,USC,P12,+18.59,109.6,53,91.0,20,68.4,242,17,+21.20,111.6,35,90.4
28,Arizona,P12,+18.53,111.5,28,92.9,38,69.6,181,30,+18.33,113.6,13,95.3
29,San Diego St.,MWC,+18.51,110.0,46,91.5,24,66.0,333,41,+16.55,108.4,66,91.8
30,Saint Louis,A10,+18.40,110.8,34,92.4,33,68.9,218,32,+18.14,110.9,41,92.8
31,Syracuse,ACC,+18.27,109.9,49,91.6,25,72.1,54,40,+16.78,110.3,50,93.5
32,North Carolina,ACC,+18.13,109.1,54,91.0,19,71.0,108,35,+17.97,108.9,59,91.0
33,Florida St.,ACC,+18.05,110.4,39,92.4,32,70.7,119,25,+19.79,113.1,14,93.3
34,UCLA,P12,+17.82,113.4,11,95.5,66,65.2,341,24,+19.90,116.0,9,96.1
35,Seton Hall,BE,+17.72,112.2,19,94.4,55,68.6,233,44,+16.03,111.8,31,95.8
36,Alabama,SEC,+17.53,110.5,37,93.0,40,73.6,26,21,+20.25,112.6,21,92.3
37,Purdue,B10,+17.48,110.8,33,93.3,43,67.1,302,28,+18.66,111.3,38,92.6
38,Connecticut,BE,+17.27,110.5,38,93.3,41,66.8,310,23,+19.92,110.9,42,91.0
39,Arkansas,SEC,+17.23,110.6,36,93.3,44,73.3,29,36,+17.89,111.2,39,93.3
40,Missouri,SEC,+17.16,108.1,65,90.9,18,70.3,140,46,+15.97,108.2,70,92.2
41,Oklahoma St.,B12,+17.11,109.8,50,92.7,35,72.8,40,33,+18.12,110.2,51,92.1
42,Virginia Tech,ACC,+17.07,110.6,35,93.6,46,67.1,303,31,+18.23,111.8,34,93.6
43,Stanford,P12,+17.01,106.4,82,89.4,8,71.3,90,45,+15.99,106.7,84,90.7
