Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+38.35,127.0,2,88.7,6,74.3,6,1,+38.50,127.0,2,88.6
2,Baylor,B12,+34.98,123.6,4,88.6,5,68.3,165,2,+34.96,123.7,4,88.7
3,Iowa,B10,+30.31,128.4,1,98.1,94,69.3,107,3,+30.38,128.4,1,98.0
4,Michigan,B10,+29.74,119.1,7,89.4,7,67.2,221,4,+29.59,119.1,7,89.5
5,Ohio St.,B10,+27.81,124.2,3,96.4,66,66.8,244,6,+27.82,124.1,3,96.3
6,Illinois,B10,+27.22,117.9,9,90.7,14,69.7,94,5,+28.87,118.8,8,90.0
7,Houston,Amer,+26.33,116.3,15,89.9,9,65.1,311,7,+26.23,116.0,16,89.8
8,Alabama,SEC,+26.28,113.7,24,87.5,2,74.0,10,8,+25.57,113.6,25,88.0
9,Loyola Chicago,MVC,+24.61,111.7,49,87.1,1,64.0,334,10,+24.67,111.7,49,87.0
10,Virginia,ACC,+24.57,116.5,13,92.0,23,59.5,357,9,+24.78,116.7,12,92.0
11,USC,P12,+24.32,114.5,18,90.2,11,67.0,230,13,+23.06,114.2,20,91.1
12,Villanova,BE,+24.26,122.2,5,98.0,90,64.1,332,11,+24.21,121.7,5,97.5
13,Florida St.,ACC,+23.51,118.0,8,94.5,41,69.2,117,12,+23.75,118.2,10,94.4
14,Creighton,BE,+22.56,117.3,11,94.7,44,68.9,125,14,+22.35,117.1,11,94.8
15,Wisconsin,B10,+22.48,112.4,41,89.9,8,64.6,326,15,+22.31,112.3,42,90.0
16,Tennessee,SEC,+22.33,110.4,60,88.1,3,66.8,245,25,+20.73,109.4,72,88.7
17,Colorado,P12,+21.86,115.4,17,93.6,33,66.3,265,17,+21.43,114.8,17,93.3
18,West Virginia,B12,+21.59,117.7,10,96.1,60,68.8,134,16,+21.79,118.5,9,96.7
19,Texas,B12,+21.49,114.1,20,92.6,25,68.4,160,21,+21.18,114.6,19,93.4
20,Texas Tech,B12,+21.41,113.0,31,91.6,18,65.9,281,22,+21.00,113.0,32,92.0
21,Purdue,B10,+20.99,113.6,26,92.7,26,65.8,284,19,+21.37,113.5,27,92.2
22,Arkansas,SEC,+20.87,112.8,34,91.9,22,71.9,27,24,+20.80,112.7,37,91.9
23,San Diego St.,MWC,+20.86,111.9,44,91.1,16,65.7,290,18,+21.40,112.6,39,91.2
24,Kansas,B12,+20.66,111.0,57,90.3,12,68.3,164,23,+20.81,111.3,54,90.5
25,Rutgers,B10,+20.53,111.2,54,90.7,13,67.1,227,26,+20.62,111.2,56,90.6
26,Oklahoma,B12,+20.50,113.5,28,93.0,29,67.3,217,27,+20.35,113.3,30,92.9
27,BYU,WCC,+20.27,112.5,39,92.2,24,67.5,206,20,+21.26,113.3,29,92.1
28,Indiana,B10,+19.61,112.4,40,92.8,27,65.5,296,32,+18.62,112.3,41,93.7
29,LSU,SEC,+19.40,120.5,6,101.1,139,70.0,82,28,+20.20,121.4,6,101.2
30,Duke,ACC,+18.96,116.5,14,97.5,84,68.4,159,30,+18.95,116.5,14,97.5
31,Florida,SEC,+18.85,113.7,23,94.9,48,68.8,135,31,+18.62,112.7,38,94.0
32,Louisville,ACC,+18.10,111.1,55,93.0,31,65.6,295,54,+15.56,110.0,64,94.5
33,Maryland,B10,+18.06,111.6,51,93.6,34,65.1,313,33,+17.94,111.7,47,93.8
34,Seton Hall,BE,+18.04,114.0,22,95.9,55,66.6,251,38,+17.25,113.8,22,96.5
35,Oregon,P12,+17.84,111.7,47,93.9,36,67.9,188,36,+17.47,111.7,50,94.2
36,Connecticut,BE,+17.84,112.6,36,94.7,47,64.8,320,34,+17.59,111.8,45,94.2
37,Virginia Tech,ACC,+17.80,111.7,48,93.9,37,65.8,283,37,+17.46,111.6,51,94.1
38,Penn St.,B10,+17.54,113.7,25,96.1,59,68.6,149,35,+17.58,113.7,24,96.1
39,VCU,A10,+17.05,107.0,105,90.0,10,69.3,108,45,+16.18,106.5,114,90.3
40,UCLA,P12,+17.01,113.6,27,96.6,70,64.0,335,43,+16.39,113.8,23,97.4
41,Minnesota,B10,+16.97,113.3,29,96.3,64,69.3,112,50,+15.71,112.6,40,96.9
42,North Carolina,ACC,+16.91,109.8,66,92.9,28,70.4,64,29,+19.53,111.2,55,91.7
43,Oklahoma St.,B12,+16.64,108.3,87,91.6,19,70.9,49,42,+16.51,108.3,85,91.8
44,Clemson,ACC,+16.32,107.3,99,91.0,15,65.1,314,41,+16.58,107.3,100,90.7
45,Arizona,P12,+16.23,114.1,19,97.9,88,67.6,201,39,+17.08,114.8,18,97.7
46,Memphis,Amer,+16.18,104.8,143,88.6,4,71.1,42,47,+16.03,104.6,141,88.6
47,Mississippi,SEC,+16.07,107.3,98,91.3,17,65.4,304,60,+14.58,106.5,111,92.0
48,Drake,MVC,+15.96,112.6,37,96.6,71,66.7,247,46,+16.13,112.7,36,96.6
49,Missouri,SEC,+15.87,111.8,45,96.0,56,68.5,152,44,+16.38,112.8,35,96.5
