Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,29-0,+37.87,126.4,1,88.6,7,74.2,6,+.018,135,+9.40,86
2,Baylor,B12,25-2,+30.52,122.5,3,92.0,27,68.1,179,+.048,75,+10.65,78
3,Houston,Amer,27-3,+30.40,118.7,8,88.3,6,64.6,326,+.000,171,+8.44,100
4,Michigan,B10,23-4,+30.21,118.9,7,88.7,8,66.8,247,+.026,116,+16.16,18
5,Illinois,B10,24-7,+29.01,117.9,9,88.9,9,70.4,79,+.022,128,+18.12,5
6,USC,P12,25-7,+27.99,115.9,14,87.9,4,67.0,234,-.007,198,+15.46,24
7,Iowa,B10,22-9,+26.94,123.5,2,96.6,75,69.9,92,-.027,244,+16.42,16
8,Alabama,SEC,26-7,+25.02,112.8,29,87.7,3,73.3,11,+.020,131,+14.70,34
9,Colorado,P12,23-9,+24.98,116.2,13,91.2,21,66.1,278,-.025,237,+15.25,28
10,Loyola Chicago,MVC,26-5,+24.30,111.2,41,86.9,2,63.8,342,-.024,233,+6.22,114
11,Ohio St.,B10,21-10,+23.62,120.6,4,96.9,81,66.7,252,-.012,212,+17.91,8
12,Villanova,BE,18-7,+22.79,118.9,6,96.1,68,64.2,336,-.007,200,+13.48,48
13,Wisconsin,B10,18-13,+22.34,112.8,28,90.5,16,64.5,329,-.052,289,+18.08,6
14,Florida St.,ACC,18-7,+22.19,114.9,16,92.7,31,69.9,90,+.002,166,+13.50,47
15,Oregon,P12,21-7,+21.75,117.1,10,95.3,56,67.2,226,+.049,72,+15.05,29
16,UCLA,P12,21-9,+21.58,116.8,11,95.3,55,64.1,337,+.035,98,+16.13,19
17,Virginia,ACC,18-7,+21.52,114.7,17,93.2,36,59.9,357,+.025,119,+12.09,66
18,Arkansas,SEC,25-6,+21.50,110.8,47,89.3,10,72.8,17,+.076,37,+11.90,69
19,BYU,WCC,20-7,+21.35,113.7,21,92.4,29,67.5,210,+.037,91,+12.41,61
20,Texas Tech,B12,18-11,+21.26,112.4,32,91.2,22,65.0,317,-.099,340,+12.33,63
21,Connecticut,BE,15-8,+20.56,113.0,27,92.5,30,65.5,308,-.068,310,+12.91,58
22,Creighton,BE,22-9,+20.56,113.3,25,92.8,32,68.7,144,+.017,137,+13.09,55
23,Purdue,B10,18-10,+20.38,113.2,26,92.8,33,66.1,277,+.010,148,+16.63,15
24,LSU,SEC,19-10,+20.31,120.0,5,99.7,124,70.6,70,-.007,201,+14.69,35
25,West Virginia,B12,19-10,+20.08,116.5,12,96.4,71,69.2,124,-.056,294,+14.74,33
26,San Diego St.,MWC,23-5,+19.90,110.9,45,91.0,19,65.5,307,+.027,114,+7.22,103
27,Tennessee,SEC,18-9,+19.89,107.9,85,88.1,5,67.1,232,-.013,215,+13.03,56
28,Arizona,P12,17-9,+19.78,115.4,15,95.6,59,67.7,200,-.017,220,+13.21,52
29,Texas,B12,19-8,+19.77,112.7,30,93.0,34,68.7,146,-.004,189,+14.00,42
30,Memphis,Amer,20-8,+19.49,105.6,116,86.1,1,71.3,48,-.068,311,+9.02,94
31,Kansas,B12,21-9,+19.47,109.9,55,90.4,14,68.1,176,+.070,45,+15.32,27
32,St. Bonaventure,A10,16-5,+19.04,109.9,54,90.9,18,64.8,320,+.016,140,+8.50,98
33,North Carolina,ACC,18-11,+18.63,110.2,52,91.6,26,71.5,43,-.005,193,+14.76,32
34,Oklahoma St.,B12,21-9,+18.26,109.3,64,91.0,20,72.3,25,+.038,90,+14.96,30
35,Maryland,B10,17-14,+17.71,111.6,37,93.9,40,64.7,321,-.024,234,+17.15,11
36,Duke,ACC,13-11,+17.60,114.5,18,96.9,78,68.6,152,-.109,347,+12.28,64
37,Rutgers,B10,16-12,+17.60,108.1,82,90.5,15,67.4,216,+.027,113,+18.06,7
38,Georgia Tech,ACC,17-9,+17.54,113.6,24,96.1,67,67.3,223,-.005,192,+12.71,59
39,Penn St.,B10,11-14,+17.08,112.1,34,95.1,50,69.2,125,-.050,286,+19.39,1
40,Florida,SEC,15-10,+16.91,111.0,44,94.0,42,68.3,167,-.004,187,+14.64,36
41,Syracuse,ACC,18-10,+16.83,113.6,23,96.8,77,68.6,151,+.029,110,+12.97,57
42,Oklahoma,B12,16-11,+16.60,111.8,36,95.2,52,67.1,229,-.025,238,+13.79,45
43,Oregon St.,P12,20-12,+16.17,111.9,35,95.7,60,65.5,305,+.083,28,+16.06,20
44,Utah,P12,12-13,+15.66,112.6,31,96.9,80,67.6,206,-.077,319,+15.51,23
45,Clemson,ACC,16-8,+15.52,106.4,106,90.8,17,64.1,338,+.100,18,+14.40,38
46,Utah St.,MWC,20-9,+15.35,104.7,126,89.4,11,68.6,148,-.037,262,+5.63,120
47,Missouri,SEC,16-10,+15.08,110.6,48,95.5,57,68.4,163,+.070,44,+15.77,22
48,VCU,A10,19-7,+15.05,105.1,122,90.1,13,69.6,107,+.035,97,+8.55,96
49,Indiana,B10,12-15,+14.98,109.0,70,94.1,43,65.9,289,-.053,290,+18.33,3
50,Kentucky,SEC,9-16,+14.92,108.0,84,93.0,35,68.1,182,-.148,354,+16.82,13
51,Mississippi,SEC,16-12,+14.65,106.0,109,91.4,24,64.9,319,-.063,301,+10.70,77
52,SMU,Amer,11-6,+14.48,111.0,43,96.5,74,68.8,142,-.012,210,+9.10,92
53,Virginia Tech,ACC,15-7,+14.48,109.6,59,95.2,51,65.7,298,+.043,82,+9.70,84
