Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+32.89,124.0,2,91.1,13,75.2,7,1,+32.94,123.8,2,90.9
2,Baylor,B12,+32.78,120.0,4,87.2,1,69.3,157,2,+32.79,119.8,4,87.1
3,Iowa,B10,+28.84,125.2,1,96.4,73,71.0,79,3,+27.08,124.4,1,97.3
4,Michigan,B10,+26.75,116.9,7,90.2,8,68.3,212,4,+26.69,116.6,7,90.0
5,Villanova,BE,+26.12,120.1,3,94.0,44,64.0,349,5,+26.13,119.9,3,93.8
6,Houston,Amer,+25.76,114.2,16,88.4,3,66.4,291,6,+25.69,114.0,16,88.3
7,Virginia,ACC,+24.87,115.3,10,90.4,9,59.2,357,7,+25.02,115.2,10,90.2
8,Wisconsin,B10,+24.72,113.7,19,89.0,5,64.4,340,9,+24.74,113.6,19,88.8
9,Texas,B12,+24.63,114.3,15,89.7,7,69.5,146,8,+24.75,114.2,15,89.4
10,Illinois,B10,+24.42,116.5,8,92.1,24,71.1,75,10,+24.52,116.4,8,91.9
11,Alabama,SEC,+24.13,114.8,13,90.7,10,74.5,11,11,+24.20,114.6,13,90.4
12,Tennessee,SEC,+22.80,110.3,53,87.5,2,66.0,306,12,+22.83,110.1,54,87.3
13,Texas Tech,B12,+22.78,111.6,34,88.8,4,66.9,274,13,+22.77,111.4,34,88.6
14,Kansas,B12,+22.39,113.6,20,91.2,14,68.1,224,14,+22.40,113.4,20,91.0
15,Creighton,BE,+22.09,115.2,11,93.1,36,70.3,114,15,+22.13,115.1,11,92.9
16,Ohio St.,B10,+21.57,117.8,5,96.2,69,66.3,294,17,+21.47,117.6,5,96.2
17,Colorado,P12,+21.54,114.4,14,92.8,33,67.7,237,16,+21.65,114.3,14,92.6
18,West Virginia,B12,+21.46,113.5,21,92.0,23,68.5,206,18,+21.47,113.3,21,91.8
19,Florida St.,ACC,+21.25,114.9,12,93.7,41,69.5,150,19,+21.36,114.8,12,93.5
20,Oregon,P12,+20.52,113.1,23,92.5,31,69.5,148,20,+20.67,113.0,22,92.3
21,USC,P12,+19.97,111.3,39,91.3,17,68.5,201,21,+19.98,111.0,40,91.0
22,Minnesota,B10,+19.85,112.5,29,92.7,32,71.4,63,23,+19.62,112.3,29,92.7
23,Florida,SEC,+19.50,112.0,32,92.5,30,71.0,82,24,+19.51,111.8,33,92.3
24,Loyola Chicago,MVC,+19.50,110.8,49,91.3,16,65.3,315,25,+19.48,110.6,51,91.1
25,Purdue,B10,+19.15,111.4,38,92.2,28,66.9,275,26,+19.15,111.2,38,92.0
26,Oklahoma,B12,+19.13,112.7,27,93.6,40,68.8,185,27,+19.13,112.5,27,93.4
27,UCLA,P12,+19.11,116.4,9,97.3,86,64.8,335,28,+18.81,115.4,9,96.5
28,Connecticut,BE,+18.67,110.8,48,92.2,26,64.5,339,29,+18.65,110.6,49,92.0
29,Duke,ACC,+18.41,112.5,30,94.0,46,69.0,170,30,+18.42,112.3,30,93.9
30,Arizona,P12,+18.38,113.7,18,95.4,58,69.7,135,31,+18.28,114.0,17,95.7
31,LSU,SEC,+18.14,117.7,6,99.6,128,70.7,90,32,+18.16,117.6,6,99.4
32,Saint Louis,A10,+18.01,111.2,40,93.2,37,68.5,204,33,+18.02,111.0,39,93.0
33,Indiana,B10,+17.98,110.1,54,92.2,27,66.7,285,22,+19.77,110.8,43,91.0
34,Oklahoma St.,B12,+17.94,110.4,52,92.5,29,71.2,70,34,+17.87,110.2,53,92.3
35,Virginia Tech,ACC,+17.66,111.1,41,93.5,39,66.8,279,35,+17.71,111.0,41,93.3
36,North Carolina,ACC,+17.30,109.2,62,91.9,21,71.2,72,36,+17.25,109.0,61,91.7
37,Missouri,SEC,+17.16,109.2,61,92.0,22,69.1,165,37,+17.11,109.0,60,91.9
38,Louisville,ACC,+17.06,111.4,37,94.4,48,66.2,299,38,+17.09,111.3,37,94.2
39,Rutgers,B10,+16.77,109.7,57,93.0,35,69.0,173,46,+15.98,109.1,59,93.1
40,Seton Hall,BE,+16.55,112.8,26,96.2,68,67.9,228,39,+16.62,112.6,26,96.0
41,Michigan St.,B10,+16.49,110.9,45,94.4,49,70.5,102,41,+16.38,110.7,48,94.3
42,San Diego St.,MWC,+16.42,108.1,72,91.7,20,65.0,329,40,+16.52,107.9,73,91.3
43,Utah St.,MWC,+16.35,105.9,96,89.6,6,69.8,130,49,+15.45,105.9,94,90.5
44,Syracuse,ACC,+16.32,112.0,31,95.7,62,69.6,145,42,+16.30,111.8,32,95.5
45,Arkansas,SEC,+16.23,109.9,55,93.7,42,73.8,20,43,+16.24,109.8,56,93.5
46,Clemson,ACC,+15.96,107.5,76,91.5,18,66.2,302,45,+16.01,107.3,77,91.3
47,Stanford,P12,+15.68,106.6,86,90.9,12,71.4,64,47,+15.82,106.5,87,90.7
48,Penn St.,B10,+15.37,111.9,33,96.6,76,69.1,166,44,+16.09,112.0,31,96.0
49,Richmond,A10,+15.24,112.8,25,97.5,93,70.0,125,51,+15.27,112.6,25,97.3
50,Xavier,BE,+15.17,111.0,42,95.8,65,68.9,183,50,+15.27,110.8,42,95.6
51,Mississippi,SEC,+14.91,106.1,92,91.2,15,66.9,276,54,+14.81,105.9,93,91.1
52,Maryland,B10,+14.86,112.6,28,97.8,98,66.7,287,53,+14.85,112.4,28,97.6
53,BYU,WCC,+14.79,109.5,58,94.7,50,68.9,174,48,+15.56,110.0,55,94.5
54,Boise St.,MWC,+14.78,110.6,51,95.8,64,69.6,142,52,+14.86,110.6,50,95.7
55,St. Bonaventure,A10,+14.73,108.9,64,94.1,47,66.6,289,55,+14.76,108.7,62,94.0
56,SMU,Amer,+14.52,110.9,46,96.4,70,70.4,111,56,+14.51,110.7,46,96.2
57,Marquette,BE,+14.42,111.5,36,97.1,82,67.4,254,57,+14.41,111.3,36,96.9
58,Kentucky,SEC,+14.06,105.7,97,91.7,19,66.8,280,59,+14.11,105.6,98,91.5
59,Providence,BE,+14.05,111.5,35,97.5,91,66.4,292,58,+14.14,111.4,35,97.3
60,Drake,MVC,+13.55,110.9,47,97.3,89,67.0,272,60,+13.54,110.7,47,97.2
61,Georgia Tech,ACC,+13.52,110.9,44,97.4,90,66.3,297,61,+13.53,110.7,45,97.2
62,Pittsburgh,ACC,+13.36,106.2,91,92.8,34,70.9,83,62,+13.43,106.1,92,92.6
63,N.C. State,ACC,+13.02,109.7,56,96.7,79,69.3,155,63,+13.04,109.6,57,96.5
64,Davidson,A10,+12.86,113.1,22,100.3,138,64.1,348,66,+12.90,113.0,23,100.1
65,Rhode Island,A10,+12.80,106.8,81,94.0,45,70.3,113,65,+12.90,106.7,83,93.8
66,South Carolina,SEC,+12.30,107.1,80,94.8,51,73.3,22,68,+12.29,106.9,81,94.7
67,Auburn,SEC,+12.24,108.6,68,96.4,71,71.0,80,67,+12.31,108.5,66,96.2
68,VCU,A10,+12.04,104.2,129,92.1,25,71.5,55,69,+12.15,104.1,125,91.9
69,Toledo,MAC,+12.04,114.0,17,102.0,168,67.9,230,70,+11.96,113.8,18,101.8
70,Wichita St.,Amer,+11.78,109.3,59,97.6,94,68.7,194,77,+10.56,108.1,70,97.6
71,Memphis,Amer,+11.75,102.6,150,90.8,11,71.8,50,64,+12.99,102.4,151,89.4
72,Northwestern,B10,+11.66,108.2,71,96.5,75,69.6,144,72,+11.55,108.0,71,96.4
73,Arizona St.,P12,+11.60,109.3,60,97.7,95,73.8,19,74,+11.37,109.4,58,98.0
74,Dayton,A10,+11.28,108.8,65,97.5,92,65.1,323,75,+11.26,108.6,63,97.4
75,Utah,P12,+10.95,107.4,78,96.4,74,67.2,267,71,+11.94,107.8,75,95.8
76,Mississippi St.,SEC,+10.13,108.8,66,98.6,112,65.4,314,78,+10.13,108.6,65,98.4
77,Cincinnati,Amer,+9.96,105.5,100,95.6,59,71.5,62,79,+9.90,105.3,101,95.4
78,San Francisco,WCC,+9.82,106.6,87,96.7,80,68.9,176,73,+11.39,106.9,82,95.5
79,Saint Mary's,WCC,+9.61,104.5,119,94.9,53,62.8,353,80,+9.74,103.7,131,94.0
80,Furman,SC,+9.57,110.7,50,101.1,149,68.9,177,82,+9.57,110.5,52,101.0
81,St. John's,BE,+9.56,108.5,69,98.9,118,74.2,13,81,+9.61,108.3,68,98.7
82,Colorado St.,MWC,+9.52,106.7,85,97.2,84,70.7,96,76,+10.62,107.8,74,97.1
83,Wright St.,Horz,+9.42,104.7,112,95.3,55,72.0,45,84,+9.40,104.3,117,94.9
84,Marshall,CUSA,+9.41,106.7,84,97.3,88,72.7,30,83,+9.42,106.6,85,97.1
85,Notre Dame,ACC,+9.28,112.8,24,103.5,201,67.1,269,85,+9.29,112.6,24,103.4
86,Tulsa,Amer,+9.20,102.6,149,93.4,38,65.5,311,87,+9.17,102.5,148,93.4
87,Butler,BE,+9.13,104.5,120,95.3,57,65.5,313,86,+9.23,104.3,115,95.1
88,Western Kentucky,CUSA,+8.89,107.4,77,98.5,111,68.9,181,88,+9.00,107.3,79,98.3
89,Miami FL,ACC,+8.72,104.4,124,95.7,61,68.7,188,89,+8.73,104.2,123,95.5
90,Georgia,SEC,+8.21,106.0,95,97.8,100,74.4,12,90,+8.25,105.8,97,97.6
91,North Texas,CUSA,+7.85,103.7,135,95.8,63,64.8,334,91,+7.84,103.5,134,95.6
92,UAB,CUSA,+7.79,104.5,122,96.7,78,68.7,192,92,+7.78,104.3,121,96.5
93,Boston College,ACC,+7.65,107.5,75,99.8,132,71.2,69,93,+7.66,107.3,78,99.6
94,UCF,Amer,+7.57,103.6,136,96.0,66,66.8,278,94,+7.57,103.4,135,95.8
95,Iowa St.,B12,+7.51,106.5,88,99.0,120,69.3,158,95,+7.42,106.3,88,98.9
96,South Dakota St.,Sum,+7.42,111.0,43,103.6,205,70.5,99,96,+7.38,110.8,44,103.4
97,TCU,B12,+7.34,105.7,98,98.4,108,67.3,262,97,+7.34,105.5,99,98.2
98,Belmont,OVC,+7.07,108.4,70,101.4,158,72.1,43,98,+7.07,108.2,69,101.2
99,South Florida,Amer,+6.92,102.0,164,95.0,54,67.4,250,99,+6.93,101.8,164,94.9
100,Liberty,ASun,+6.82,106.8,82,99.9,134,64.2,346,100,+6.89,106.6,84,99.7
101,Yale,Ivy,+6.78,107.6,74,100.8,143,68.7,189,101,+6.78,107.4,76,100.6
102,Vermont,AE,+6.76,104.5,117,97.8,97,67.8,233,102,+6.77,104.3,116,97.6
103,Massachusetts,A10,+6.73,107.2,79,100.5,140,73.1,25,103,+6.74,107.1,80,100.3
104,DePaul,BE,+6.65,103.0,141,96.4,72,72.5,33,104,+6.66,102.9,143,96.2
105,Winthrop,BSth,+6.49,105.3,104,98.8,116,76.1,5,105,+6.51,105.2,105,98.6
106,Colgate,Pat,+6.31,108.7,67,102.4,173,71.9,49,106,+6.30,108.5,67,102.2
107,Georgia St.,SB,+6.29,106.1,94,99.8,129,70.7,92,107,+6.29,105.9,95,99.6
108,Louisiana Tech,CUSA,+6.25,102.3,159,96.0,67,69.4,152,109,+6.26,102.1,160,95.9
109,Nevada,MWC,+6.13,105.1,107,99.0,119,70.4,105,108,+6.28,105.2,106,98.9
110,Georgetown,BE,+6.07,104.5,116,98.5,109,70.0,123,110,+6.09,104.4,114,98.3
111,Texas A&M,SEC,+5.81,101.5,179,95.7,60,65.0,330,112,+5.82,101.3,180,95.5
112,Buffalo,MAC,+5.75,106.1,93,100.3,139,75.0,8,111,+6.02,106.3,89,100.2
113,Duquesne,A10,+5.63,102.2,160,96.6,77,67.9,232,113,+5.64,102.1,161,96.4
114,Kent St.,MAC,+5.41,106.7,83,101.3,155,71.9,47,115,+5.41,106.5,86,101.1
115,UC Santa Barbara,BW,+5.41,104.6,114,99.2,123,66.7,286,114,+5.46,104.5,112,99.1
116,Pacific,WCC,+5.30,102.3,158,97.0,81,66.1,304,126,+3.99,101.4,173,97.5
117,Bradley,MVC,+5.29,103.0,143,97.7,96,66.8,281,116,+5.36,102.8,145,97.4
118,New Mexico St.,WAC,+5.11,103.1,140,98.0,102,67.8,235,117,+5.12,103.0,140,97.8
119,UNC Greensboro,SC,+4.76,101.9,166,97.1,83,69.1,163,118,+4.76,101.7,168,96.9
120,Missouri St.,MVC,+4.69,106.3,90,101.6,160,70.5,104,119,+4.67,106.1,91,101.4
121,Wake Forest,ACC,+4.63,104.4,123,99.8,130,69.6,143,120,+4.63,104.2,122,99.6
122,UC Irvine,BW,+4.57,102.3,156,97.8,99,68.6,197,121,+4.63,102.2,153,97.6
123,Wofford,SC,+4.56,106.3,89,101.8,163,66.2,301,122,+4.56,106.1,90,101.6
124,Nebraska,B10,+4.38,103.5,137,99.2,121,72.5,34,123,+4.48,103.4,136,98.9
125,Bowling Green,MAC,+4.32,105.5,101,101.2,153,70.2,117,135,+2.73,105.8,96,103.1
126,Abilene Christian,Slnd,+4.31,98.2,242,93.9,43,68.2,218,124,+4.26,98.0,246,93.7
127,Loyola Marymount,WCC,+4.19,101.4,180,97.2,85,68.4,209,127,+3.98,100.5,196,96.5
128,UNLV,MWC,+3.94,105.3,105,101.3,157,67.9,229,125,+4.19,105.3,104,101.1
129,Washington St.,P12,+3.72,99.0,224,95.3,56,68.9,178,134,+2.74,98.2,242,95.4
130,Akron,MAC,+3.59,104.6,113,101.1,146,69.0,171,128,+3.83,104.5,113,100.7
