Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+31.48,121.9,2,90.4,17,76.8,6,1,+32.11,123.7,1,91.5
2,Baylor,B12,+30.60,119.2,3,88.6,7,71.3,113,2,+31.80,119.3,4,87.5
3,Villanova,BE,+26.91,119.2,4,92.3,34,64.6,350,5,+26.75,119.7,3,93.0
4,Wisconsin,B10,+25.61,114.0,9,88.4,5,66.1,337,11,+23.88,113.9,11,90.0
5,Texas,B12,+25.26,112.1,15,86.9,4,69.8,192,7,+24.71,113.8,12,89.1
6,Iowa,B10,+25.25,122.2,1,96.9,92,71.8,87,3,+27.42,123.5,2,96.0
7,Illinois,B10,+24.25,115.8,6,91.6,26,72.5,56,8,+24.67,116.0,10,91.4
8,Tennessee,SEC,+23.67,109.9,43,86.3,1,67.6,301,6,+24.72,111.9,29,87.2
9,Houston,Amer,+22.46,112.2,13,89.8,10,67.1,313,9,+24.09,112.7,20,88.6
10,Michigan,B10,+22.44,114.7,8,92.2,33,69.4,216,4,+27.11,117.4,6,90.3
11,Ohio St.,B10,+21.72,115.0,7,93.3,44,67.4,306,18,+21.18,116.2,8,95.0
12,Duke,ACC,+21.69,111.9,20,90.2,12,70.6,144,26,+19.21,112.4,24,93.2
13,Kansas,B12,+21.53,111.4,27,89.8,11,70.2,168,13,+22.47,112.6,22,90.1
14,West Virginia,B12,+21.28,111.5,26,90.2,13,69.0,237,15,+21.29,113.0,15,91.7
15,Texas Tech,B12,+21.17,108.0,63,86.9,3,66.6,327,12,+23.03,112.1,27,89.0
16,Creighton,BE,+21.14,113.9,10,92.8,36,72.0,80,10,+23.97,116.5,7,92.5
17,Oregon,P12,+21.06,112.1,16,91.0,22,70.8,137,20,+20.52,112.9,16,92.4
18,Virginia,ACC,+20.61,110.0,42,89.4,8,60.9,357,16,+21.23,111.8,33,90.6
19,Clemson,ACC,+20.56,107.1,72,86.5,2,68.0,286,19,+20.86,107.7,72,86.8
20,Rutgers,B10,+20.32,112.1,17,91.8,28,70.6,145,39,+17.17,110.5,45,93.4
21,Florida,SEC,+19.94,111.9,19,92.0,29,71.9,85,38,+17.49,111.8,32,94.3
22,Colorado,P12,+19.53,111.6,22,92.1,30,68.6,265,14,+22.02,112.9,17,90.8
23,Indiana,B10,+19.06,109.4,49,90.4,16,67.7,295,37,+17.82,109.6,56,91.8
24,Louisville,ACC,+18.80,109.9,44,91.1,23,66.6,329,27,+18.94,111.0,40,92.1
25,LSU,SEC,+18.79,117.1,5,98.3,114,69.8,196,22,+20.25,118.0,5,97.7
26,USC,P12,+18.61,109.4,50,90.8,20,68.8,251,17,+21.20,111.6,35,90.4
27,Arizona,P12,+18.55,111.3,28,92.8,37,70.1,177,30,+18.33,113.6,13,95.3
28,Syracuse,ACC,+18.26,109.7,47,91.4,25,72.7,53,40,+16.78,110.3,50,93.5
29,Saint Louis,A10,+18.16,110.5,36,92.3,35,69.3,219,32,+18.14,110.9,41,92.8
30,North Carolina,ACC,+18.05,108.9,55,90.8,21,71.4,108,35,+17.97,108.9,59,91.0
31,San Diego St.,MWC,+18.05,109.4,52,91.3,24,66.6,328,41,+16.55,108.4,66,91.8
32,Florida St.,ACC,+18.04,110.2,40,92.1,31,71.0,123,25,+19.79,113.1,14,93.3
33,UCLA,P12,+17.90,113.2,12,95.4,66,65.5,342,24,+19.90,116.0,9,96.1
34,Minnesota,B10,+17.81,111.2,29,93.4,48,73.4,35,34,+18.01,111.9,30,93.9
35,Seton Hall,BE,+17.73,112.0,18,94.2,56,69.0,239,44,+16.03,111.8,31,95.8
36,Purdue,B10,+17.58,110.6,34,93.0,40,67.5,304,28,+18.66,111.3,38,92.6
37,Alabama,SEC,+17.53,110.4,38,92.9,39,74.0,25,21,+20.25,112.6,21,92.3
38,Connecticut,BE,+17.30,110.4,37,93.1,42,67.3,309,23,+19.92,110.9,42,91.0
39,Oklahoma St.,B12,+17.29,108.9,53,91.6,27,72.7,50,33,+18.12,110.2,51,92.1
