Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+34.72,124.7,1,90.0,11,74.8,7,1,+34.73,124.8,1,90.1
2,Baylor,B12,+34.30,121.3,3,87.0,2,69.3,153,2,+34.22,121.4,3,87.1
3,Michigan,B10,+28.12,116.7,8,88.6,5,68.1,211,3,+28.10,116.8,8,88.7
4,Iowa,B10,+26.93,124.3,2,97.4,97,70.7,81,5,+26.89,124.6,2,97.7
5,Houston,Amer,+26.88,114.2,17,87.3,3,65.9,314,4,+28.06,113.9,18,85.9
6,Villanova,BE,+26.45,119.8,4,93.3,38,65.0,329,6,+26.35,119.9,4,93.5
7,Illinois,B10,+25.75,116.7,7,91.0,18,70.5,94,7,+25.77,116.9,7,91.2
8,Alabama,SEC,+24.77,113.5,21,88.8,6,74.2,9,8,+24.68,113.6,21,88.9
9,Virginia,ACC,+24.53,115.4,11,90.9,16,60.0,357,9,+24.45,115.4,11,90.9
10,Texas,B12,+23.86,113.9,19,90.0,9,69.6,136,11,+23.82,113.9,19,90.1
11,Ohio St.,B10,+23.34,119.1,5,95.8,70,66.7,279,10,+24.00,119.6,5,95.6
12,Texas Tech,B12,+22.85,112.8,24,90.0,10,66.9,273,12,+22.89,113.0,24,90.2
13,Tennessee,SEC,+22.74,109.2,63,86.5,1,66.1,308,14,+22.72,109.4,63,86.6
14,Wisconsin,B10,+22.68,112.1,30,89.4,7,65.2,324,13,+22.74,112.4,29,89.6
15,Creighton,BE,+22.27,116.0,9,93.7,42,69.5,141,15,+22.25,116.1,9,93.8
16,Florida St.,ACC,+21.72,114.6,13,92.9,32,70.0,120,17,+21.70,114.7,13,93.0
17,Colorado,P12,+21.23,115.0,12,93.8,46,67.1,266,18,+21.17,115.2,12,94.0
18,West Virginia,B12,+20.98,114.5,14,93.5,39,68.8,169,19,+21.04,114.6,14,93.6
19,Oklahoma,B12,+20.71,112.8,25,92.1,28,68.7,180,20,+20.68,113.0,25,92.3
20,USC,P12,+20.43,112.0,31,91.5,23,68.3,199,21,+20.43,112.1,31,91.7
21,Kansas,B12,+20.18,111.4,37,91.3,19,68.4,197,22,+20.17,111.6,36,91.4
22,Loyola Chicago,MVC,+20.17,110.2,53,90.0,12,65.8,315,16,+21.72,110.5,49,88.8
23,Florida,SEC,+20.06,114.2,16,94.1,50,70.3,100,23,+20.04,114.3,17,94.3
24,Purdue,B10,+19.93,111.8,32,91.9,25,66.5,286,24,+19.91,111.9,32,92.0
25,San Diego St.,MWC,+19.42,110.9,44,91.5,22,66.3,297,25,+19.61,111.1,43,91.5
26,Duke,ACC,+19.30,112.6,28,93.3,36,69.4,144,28,+19.22,112.7,28,93.4
27,Indiana,B10,+19.23,111.2,40,91.9,26,66.4,289,27,+19.23,111.4,40,92.2
28,Rutgers,B10,+18.93,109.9,58,90.9,17,68.4,193,26,+19.30,109.3,64,90.0
29,Virginia Tech,ACC,+18.83,110.3,50,91.5,21,66.6,285,29,+18.78,110.4,51,91.6
30,Connecticut,BE,+18.66,110.7,45,92.1,27,64.4,339,30,+18.62,110.8,45,92.2
31,Arizona,P12,+18.38,113.2,22,94.8,55,69.3,150,32,+18.35,113.3,22,95.0
