Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+35.71,124.2,2,88.5,5,74.6,7,1,+35.81,124.3,2,88.5
2,Baylor,B12,+35.11,122.6,3,87.5,3,68.7,166,2,+35.04,122.6,3,87.5
3,Michigan,B10,+28.31,117.6,7,89.3,9,67.6,217,3,+28.35,117.7,7,89.3
4,Illinois,B10,+27.31,117.5,8,90.1,12,70.4,79,6,+26.89,117.3,8,90.4
5,Iowa,B10,+27.04,126.3,1,99.3,120,69.9,99,5,+26.97,126.2,1,99.3
6,Houston,Amer,+26.91,115.7,14,88.7,6,65.8,302,4,+27.02,115.8,14,88.8
7,Ohio St.,B10,+25.68,121.2,4,95.5,64,67.1,253,7,+25.69,121.1,4,95.4
8,Villanova,BE,+25.65,120.8,5,95.2,60,64.6,332,8,+25.60,120.8,5,95.2
9,Virginia,ACC,+25.37,116.0,13,90.6,16,60.0,357,9,+25.42,116.0,13,90.5
10,Alabama,SEC,+25.36,111.8,35,86.5,1,74.2,9,10,+25.33,111.8,36,86.5
11,Wisconsin,B10,+23.32,112.1,31,88.8,7,65.0,324,12,+23.38,112.1,32,88.7
12,Tennessee,SEC,+22.83,109.4,61,86.6,2,67.1,251,14,+22.89,109.4,63,86.5
13,USC,P12,+22.75,112.9,24,90.2,13,67.6,218,13,+23.21,112.5,27,89.3
14,Loyola Chicago,MVC,+22.65,111.6,37,89.0,8,65.5,309,15,+22.63,111.6,38,89.0
15,Colorado,P12,+22.60,116.5,9,93.9,41,66.9,256,11,+24.29,117.0,9,92.8
16,West Virginia,B12,+21.89,116.5,10,94.6,51,69.3,130,16,+21.92,116.5,10,94.6
17,Florida St.,ACC,+21.85,115.2,16,93.3,37,69.6,112,17,+21.86,115.2,16,93.3
18,Texas,B12,+21.38,113.4,22,92.0,26,69.0,147,19,+21.35,113.4,22,92.0
19,Texas Tech,B12,+21.37,112.0,32,90.6,15,66.3,280,18,+21.37,111.9,35,90.5
20,Creighton,BE,+20.96,114.4,17,93.5,39,69.5,116,20,+20.99,114.5,17,93.5
21,San Diego St.,MWC,+20.65,111.6,36,91.0,18,66.2,289,21,+20.45,111.5,41,91.1
22,Purdue,B10,+20.30,112.3,30,92.0,27,66.3,284,24,+20.10,112.4,30,92.3
23,Oklahoma,B12,+20.10,112.5,28,92.4,28,67.8,210,23,+20.12,112.4,29,92.3
24,Arkansas,SEC,+19.62,111.5,40,91.9,25,72.8,22,25,+19.64,111.5,40,91.9
25,Kansas,B12,+19.61,111.5,41,91.9,24,68.7,165,22,+20.30,112.1,31,91.8
26,Indiana,B10,+19.49,110.8,50,91.3,21,65.8,303,27,+19.37,110.8,51,91.4
27,Rutgers,B10,+19.42,110.6,53,91.2,19,67.7,214,26,+19.39,110.6,54,91.2
28,Florida,SEC,+19.19,113.7,20,94.5,50,69.6,113,28,+19.23,113.7,20,94.5
29,Penn St.,B10,+18.19,112.9,25,94.7,53,68.9,152,30,+18.16,112.9,26,94.7
30,LSU,SEC,+18.12,119.1,6,101.0,148,70.4,76,29,+18.26,119.2,6,101.0
31,Seton Hall,BE,+18.00,115.3,15,97.3,90,67.3,237,31,+18.03,115.3,15,97.2
32,BYU,WCC,+17.95,110.9,46,92.9,33,68.1,196,32,+17.94,110.8,47,92.9
33,Louisville,ACC,+17.91,110.4,54,92.5,29,66.0,296,33,+17.94,110.4,55,92.5
34,Virginia Tech,ACC,+17.83,111.1,45,93.3,36,66.2,286,34,+17.89,111.2,45,93.3
35,UCLA,P12,+17.53,113.5,21,96.0,74,63.6,345,42,+16.62,113.6,21,97.0
