Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.19,117.2,1,88.0,16,76.1,14,1,+32.11,123.7,1,91.5
2,Baylor,B12,+28.73,115.9,2,87.2,7,70.1,275,2,+31.80,119.3,4,87.5
3,Villanova,BE,+25.41,114.5,4,89.1,23,67.3,347,5,+26.75,119.7,3,93.0
4,Texas,B12,+23.65,109.3,21,85.6,2,69.8,295,7,+24.71,113.8,12,89.1
5,Texas Tech,B12,+23.61,108.5,30,84.9,1,70.3,264,12,+23.03,112.1,27,89.0
6,Duke,ACC,+23.41,110.6,11,87.2,8,73.6,59,26,+19.21,112.4,24,93.2
7,West Virginia,B12,+23.04,110.6,12,87.5,11,72.1,142,15,+21.29,113.0,15,91.7
8,Wisconsin,B10,+23.03,109.9,17,86.8,6,67.3,348,11,+23.88,113.9,11,90.0
9,Kansas,B12,+22.23,109.0,24,86.8,5,73.3,67,13,+22.47,112.6,22,90.1
10,Houston,Amer,+21.89,110.8,9,88.9,20,69.2,316,9,+24.09,112.7,20,88.6
11,Iowa,B10,+21.76,115.5,3,93.7,71,74.3,40,3,+27.42,123.5,2,96.0
12,Ohio St.,B10,+21.60,109.5,20,87.9,15,69.5,305,18,+21.18,116.2,8,95.0
13,Michigan St.,B10,+21.00,110.7,10,89.7,31,73.1,84,42,+16.25,110.2,52,94.0
14,North Carolina,ACC,+20.98,108.7,26,87.7,14,72.8,93,35,+17.97,108.9,59,91.0
15,Creighton,BE,+20.93,112.4,6,91.5,50,72.0,153,10,+23.97,116.5,7,92.5
16,Michigan,B10,+20.51,111.4,7,90.9,42,71.5,185,4,+27.11,117.4,6,90.3
17,Virginia,ACC,+20.44,106.3,58,85.9,3,63.0,357,16,+21.23,111.8,33,90.6
18,Florida,SEC,+20.40,109.2,22,88.8,19,72.1,143,38,+17.49,111.8,32,94.3
19,Indiana,B10,+20.25,107.9,37,87.7,13,71.0,232,37,+17.82,109.6,56,91.8
20,Florida St.,ACC,+20.17,108.4,31,88.3,17,73.2,76,25,+19.79,113.1,14,93.3
