Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.18,117.4,1,88.3,14,76.0,12,1,+32.11,123.7,1,91.5
2,Baylor,B12,+29.17,116.0,3,86.8,5,70.6,244,2,+31.80,119.3,4,87.5
3,Villanova,BE,+25.27,114.7,4,89.4,22,67.4,345,5,+26.75,119.7,3,93.0
4,Texas,B12,+23.88,109.5,20,85.6,2,69.9,279,7,+24.71,113.8,12,89.1
5,West Virginia,B12,+23.14,110.9,13,87.7,11,72.0,142,15,+21.29,113.0,15,91.7
6,Wisconsin,B10,+23.00,109.8,18,86.8,6,67.8,343,11,+23.88,113.9,11,90.0
7,Texas Tech,B12,+22.87,107.1,52,84.2,1,69.4,308,12,+23.03,112.1,27,89.0
8,Iowa,B10,+22.58,116.5,2,93.9,71,74.8,30,3,+27.42,123.5,2,96.0
9,Kansas,B12,+21.95,108.9,26,87.0,8,73.5,56,13,+22.47,112.6,22,90.1
10,Houston,Amer,+21.89,111.1,11,89.2,20,69.3,310,9,+24.09,112.7,20,88.6
11,Duke,ACC,+21.62,110.0,17,88.4,15,73.8,47,26,+19.21,112.4,24,93.2
12,Ohio St.,B10,+21.53,111.6,8,90.1,33,69.2,314,18,+21.18,116.2,8,95.0
13,Michigan,B10,+21.12,112.6,6,91.5,45,71.5,184,4,+27.11,117.4,6,90.3
14,Creighton,BE,+21.11,112.5,7,91.4,42,72.0,136,10,+23.97,116.5,7,92.5
15,Illinois,B10,+20.96,111.0,12,90.1,31,71.9,149,8,+24.67,116.0,10,91.4
16,Michigan St.,B10,+20.81,110.8,14,90.0,29,73.0,89,42,+16.25,110.2,52,94.0
17,Virginia,ACC,+20.45,106.6,62,86.1,3,62.9,357,16,+21.23,111.8,33,90.6
18,Tennessee,SEC,+20.43,107.8,40,87.4,9,69.0,322,6,+24.72,111.9,29,87.2
19,Florida,SEC,+20.42,109.4,22,89.0,18,72.0,135,38,+17.49,111.8,32,94.3
20,Indiana,B10,+20.41,108.2,37,87.8,12,69.6,293,37,+17.82,109.6,56,91.8
21,North Carolina,ACC,+20.27,108.9,27,88.6,17,73.1,79,35,+17.97,108.9,59,91.0
22,Florida St.,ACC,+20.16,108.7,31,88.5,16,71.2,203,25,+19.79,113.1,14,93.3
23,Clemson,ACC,+19.98,106.9,57,86.9,7,69.2,313,19,+20.86,107.7,72,86.8
24,Louisville,ACC,+19.92,109.4,21,89.5,25,69.7,288,27,+18.94,111.0,40,92.1
25,Oregon,P12,+19.73,110.4,16,90.6,38,70.9,229,20,+20.52,112.9,16,92.4
26,Rutgers,B10,+18.81,106.9,58,88.0,13,72.2,125,39,+17.17,110.5,45,93.4
27,UCLA,P12,+18.54,110.5,15,92.0,50,68.2,336,24,+19.90,116.0,9,96.1
28,Arizona St.,P12,+18.46,111.3,10,92.8,62,75.8,15,66,+12.50,108.2,69,95.7
29,LSU,SEC,+18.39,114.3,5,95.9,100,71.7,169,22,+20.25,118.0,5,97.7
30,Purdue,B10,+18.26,108.9,29,90.6,36,69.6,292,28,+18.66,111.3,38,92.6
31,Stanford,P12,+18.14,104.9,81,86.7,4,72.6,106,45,+15.99,106.7,84,90.7
32,Kentucky,SEC,+17.79,107.0,55,89.2,19,71.6,177,52,+14.94,106.9,79,92.0
33,San Diego St.,MWC,+17.57,107.0,53,89.5,24,68.6,327,41,+16.55,108.4,66,91.8
34,Marquette,BE,+17.49,107.7,44,90.2,34,72.0,141,53,+14.79,111.5,36,96.7
35,Arkansas,SEC,+17.37,107.1,50,89.8,28,72.8,95,36,+17.89,111.2,39,93.3
36,N.C. State,ACC,+17.33,109.0,24,91.7,48,72.0,145,59,+13.29,109.9,55,96.7
37,Saint Louis,A10,+17.28,108.0,38,90.8,39,70.2,259,32,+18.14,110.9,41,92.8
38,Arizona,P12,+17.16,106.8,59,89.7,26,71.5,181,30,+18.33,113.6,13,95.3
39,Maryland,B10,+17.11,109.6,19,92.5,55,69.4,303,43,+16.09,112.7,18,96.7
40,Oklahoma,B12,+17.07,111.3,9,94.3,77,73.1,82,29,+18.42,112.7,19,94.3
41,USC,P12,+17.00,107.8,41,90.8,40,70.2,263,17,+21.20,111.6,35,90.4
42,Syracuse,ACC,+16.81,107.4,47,90.6,37,72.8,99,40,+16.78,110.3,50,93.5
43,Missouri,SEC,+16.78,108.3,36,91.5,44,70.1,265,46,+15.97,108.2,70,92.2
44,Miami FL,ACC,+16.76,106.5,63,89.7,27,71.9,154,79,+10.23,104.6,109,94.3
45,Oklahoma St.,B12,+16.66,106.7,61,90.1,30,73.4,60,33,+18.12,110.2,51,92.1
46,Mississippi,SEC,+16.47,105.9,66,89.4,23,71.2,201,55,+14.23,105.1,102,90.9
47,Alabama,SEC,+16.20,108.6,34,92.4,53,76.4,8,21,+20.25,112.6,21,92.3
48,Minnesota,B10,+16.19,107.3,49,91.1,41,73.4,63,34,+18.01,111.9,30,93.9
49,Virginia Tech,ACC,+16.17,107.7,42,91.6,47,67.3,348,31,+18.23,111.8,34,93.6
50,Connecticut,BE,+16.13,108.6,32,92.5,54,68.8,326,23,+19.92,110.9,42,91.0
51,Xavier,BE,+16.08,109.3,23,93.3,65,70.3,257,50,+15.03,110.7,43,95.6
52,Penn St.,B10,+15.74,109.0,25,93.2,64,72.2,124,47,+15.87,112.5,23,96.6
53,Memphis,Amer,+15.69,103.4,93,87.7,10,75.6,17,67,+12.10,102.6,151,90.5
54,Loyola Chicago,MVC,+15.67,105.8,70,90.1,32,69.5,302,48,+15.32,108.5,64,93.2
55,SMU,Amer,+15.50,108.9,28,93.4,66,71.8,158,54,+14.30,110.4,49,96.1
56,Colorado,P12,+15.40,105.9,65,90.5,35,70.4,252,14,+22.02,112.9,17,90.8
57,Utah,P12,+15.31,108.0,39,92.7,60,69.9,276,63,+12.80,108.3,67,95.5
58,Richmond,A10,+15.15,107.7,43,92.6,58,73.3,67,51,+15.01,112.2,25,97.2
59,Seton Hall,BE,+15.00,108.4,35,93.4,67,70.9,226,44,+16.03,111.8,31,95.8
60,Cincinnati,Amer,+13.35,104.9,80,91.5,46,71.2,202,80,+10.08,105.3,98,95.3
61,Butler,BE,+13.35,105.9,64,92.6,57,68.3,333,97,+7.16,104.2,117,97.1
62,Dayton,A10,+13.01,107.0,56,94.0,72,69.3,311,75,+11.32,109.0,58,97.7
63,VCU,A10,+12.95,102.3,122,89.4,21,72.0,139,60,+13.05,104.6,110,91.5
64,Providence,BE,+12.89,107.5,46,94.6,80,69.1,317,65,+12.70,110.5,47,97.8
65,Furman,SC,+12.37,107.1,51,94.7,82,71.6,178,81,+10.02,110.0,54,100.0
66,South Carolina,SEC,+12.06,104.6,83,92.6,56,74.0,46,62,+12.84,106.8,81,94.0
