Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,26-0,+38.02,126.9,1,88.8,11,74.8,4,+.018,138,+7.79,93
2,Michigan,B10,20-4,+32.18,120.2,5,88.0,7,66.8,260,+.026,113,+16.83,14
3,Illinois,B10,22-6,+32.06,119.5,7,87.4,5,70.8,79,+.020,130,+18.53,5
4,Baylor,B12,22-2,+30.88,124.0,3,93.1,44,68.4,178,+.050,69,+9.53,77
5,Iowa,B10,21-8,+30.29,124.3,2,94.0,50,70.0,99,-.028,240,+16.87,13
6,Houston,Amer,23-3,+29.18,118.8,9,89.6,16,65.1,322,-.007,200,+6.54,106
7,Ohio St.,B10,21-8,+26.77,122.8,4,96.0,76,67.1,245,+.020,129,+18.24,6
8,Alabama,SEC,23-6,+26.53,112.2,36,85.6,1,74.2,7,+.019,131,+13.91,32
9,Loyola Chicago,MVC,24-4,+25.14,111.2,48,86.0,2,64.2,342,-.020,226,+4.06,134
10,Virginia,ACC,18-6,+24.05,116.4,12,92.3,32,60.1,357,+.046,83,+11.98,53
11,Wisconsin,B10,17-12,+24.05,113.3,32,89.2,13,64.9,327,-.049,283,+18.03,9
12,Villanova,BE,16-6,+24.02,119.3,8,95.3,68,65.1,319,-.006,196,+12.96,40
13,Purdue,B10,18-9,+23.66,114.4,23,90.7,23,66.5,274,+.019,133,+17.23,11
14,USC,P12,22-7,+23.63,113.6,30,90.0,18,67.3,235,-.006,194,+11.10,63
15,Florida St.,ACC,16-6,+23.47,117.2,10,93.7,48,70.6,84,-.011,207,+12.51,44
16,Connecticut,BE,15-7,+23.31,114.3,24,91.0,25,66.1,301,-.066,307,+12.57,43
17,Colorado,P12,22-8,+23.08,115.2,17,92.1,29,66.4,280,-.033,252,+10.75,68
18,Arkansas,SEC,22-6,+22.92,112.3,34,89.4,15,73.1,17,+.056,57,+11.16,60
