Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+37.56,126.0,2,88.4,6,74.4,7,1,+38.33,126.9,2,88.6
2,Baylor,B12,+34.97,123.3,3,88.3,4,68.6,164,2,+34.98,123.5,4,88.5
3,Michigan,B10,+29.54,118.7,7,89.1,8,67.5,214,4,+29.77,119.1,7,89.3
4,Iowa,B10,+28.90,127.7,1,98.8,108,69.7,103,3,+30.36,128.4,1,98.0
5,Houston,Amer,+27.19,116.1,15,88.9,7,65.7,301,8,+26.26,116.2,15,89.9
6,Ohio St.,B10,+27.17,122.8,4,95.6,57,66.9,248,5,+27.90,124.1,3,96.2
7,Illinois,B10,+27.07,117.6,9,90.5,13,69.9,94,6,+27.27,117.8,9,90.6
8,Alabama,SEC,+26.19,113.3,25,87.1,2,74.2,10,7,+26.27,113.6,24,87.3
9,Loyola Chicago,MVC,+24.67,111.4,49,86.8,1,64.3,334,9,+24.68,111.6,50,86.9
10,Virginia,ACC,+24.51,116.2,14,91.7,23,59.7,357,10,+24.59,116.5,13,91.9
11,Villanova,BE,+24.19,121.9,5,97.7,88,64.3,333,11,+24.24,122.1,5,97.9
12,USC,P12,+24.15,114.0,19,89.9,11,67.4,221,12,+24.22,114.4,18,90.2
13,Florida St.,ACC,+23.38,117.7,8,94.3,42,69.4,115,13,+23.53,117.9,8,94.4
14,Wisconsin,B10,+23.25,112.7,32,89.4,9,64.9,321,15,+22.52,112.3,41,89.8
15,Creighton,BE,+22.48,116.9,11,94.4,43,69.2,125,14,+22.54,117.1,11,94.6
16,Colorado,P12,+22.42,116.4,12,94.0,38,66.6,267,17,+21.80,115.2,17,93.4
17,Tennessee,SEC,+22.31,110.0,62,87.7,3,67.1,238,16,+22.33,110.3,61,88.0
18,West Virginia,B12,+21.51,117.4,10,95.8,62,69.1,134,18,+21.58,117.6,10,96.0
19,Texas,B12,+21.43,113.7,20,92.3,24,68.7,153,19,+21.50,114.0,20,92.5
20,Texas Tech,B12,+21.42,112.7,31,91.3,18,66.1,288,20,+21.41,112.9,31,91.5
