Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.27,118.0,2,88.8,15,75.7,12,1,+32.11,123.7,1,91.5
2,Baylor,B12,+29.12,116.5,3,87.4,8,69.7,252,2,+31.80,119.3,4,87.5
3,Villanova,BE,+25.85,116.5,4,90.6,32,65.8,350,5,+26.75,119.7,3,93.0
4,Iowa,B10,+24.43,119.1,1,94.6,78,74.2,29,3,+27.42,123.5,2,96.0
5,Wisconsin,B10,+23.39,110.7,16,87.3,7,67.6,328,11,+23.88,113.9,11,90.0
6,Texas,B12,+23.25,109.6,22,86.4,4,69.7,247,7,+24.71,113.8,12,89.1
7,West Virginia,B12,+22.99,110.4,17,87.5,9,70.7,184,15,+21.29,113.0,15,91.7
8,Kansas,B12,+22.77,109.4,24,86.7,6,72.2,101,13,+22.47,112.6,22,90.1
9,Tennessee,SEC,+22.58,108.8,34,86.3,3,68.3,315,6,+24.72,111.9,29,87.2
10,Texas Tech,B12,+22.43,107.3,55,84.8,1,67.2,339,12,+23.03,112.1,27,89.0
11,Illinois,B10,+22.05,112.0,8,90.0,25,73.6,42,8,+24.67,116.0,10,91.4
12,Duke,ACC,+21.97,111.2,12,89.2,18,71.1,155,26,+19.21,112.4,24,93.2
13,Houston,Amer,+21.85,111.6,10,89.7,23,69.0,288,9,+24.09,112.7,20,88.6
14,Creighton,BE,+21.42,115.6,5,94.2,71,72.0,113,10,+23.97,116.5,7,92.5
15,Florida St.,ACC,+21.41,110.2,18,88.8,14,70.8,180,25,+19.79,113.1,14,93.3
16,Michigan,B10,+21.11,112.2,7,91.1,35,70.1,219,4,+27.11,117.4,6,90.3
17,Indiana,B10,+20.68,108.3,45,87.6,10,69.9,236,37,+17.82,109.6,56,91.8
18,Virginia,ACC,+20.59,107.0,58,86.4,5,62.1,357,16,+21.23,111.8,33,90.6
