Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.33,117.4,1,88.0,12,75.2,23,1,+32.11,123.7,1,91.5
2,Baylor,B12,+28.29,115.2,3,87.0,5,70.8,261,2,+31.80,119.3,4,87.5
3,Duke,ACC,+24.60,112.2,6,87.6,9,74.1,49,26,+19.21,112.4,24,93.2
4,Villanova,BE,+24.33,113.7,5,89.4,24,68.1,350,5,+26.75,119.7,3,93.0
5,Kansas,B12,+23.75,110.9,10,87.1,6,74.4,37,13,+22.47,112.6,22,90.1
6,West Virginia,B12,+23.08,110.3,13,87.2,7,71.8,186,15,+21.29,113.0,15,91.7
7,Texas Tech,B12,+22.87,108.7,31,85.8,2,70.9,258,12,+23.03,112.1,27,89.0
8,Wisconsin,B10,+22.67,109.6,21,86.9,4,69.2,328,11,+23.88,113.9,11,90.0
9,Texas,B12,+22.07,109.6,19,87.6,8,70.2,295,7,+24.71,113.8,12,89.1
10,Houston,Amer,+21.81,110.7,11,88.8,20,69.6,315,9,+24.09,112.7,20,88.6
11,Iowa,B10,+21.66,115.8,2,94.2,75,73.6,75,3,+27.42,123.5,2,96.0
12,Michigan St.,B10,+21.53,111.4,9,89.9,28,73.0,101,42,+16.25,110.2,52,94.0
13,Ohio St.,B10,+21.08,109.5,22,88.4,15,70.5,275,18,+21.18,116.2,8,95.0
14,Indiana,B10,+20.99,109.2,25,88.2,14,70.9,253,37,+17.82,109.6,56,91.8
15,North Carolina,ACC,+20.78,108.9,29,88.1,13,74.0,55,35,+17.97,108.9,59,91.0
16,Virginia,ACC,+20.76,106.2,58,85.5,1,64.3,357,16,+21.23,111.8,33,90.6
17,Creighton,BE,+20.47,111.9,7,91.4,46,71.9,181,10,+23.97,116.5,7,92.5
18,Florida St.,ACC,+20.02,108.7,30,88.7,19,73.6,73,25,+19.79,113.1,14,93.3
19,Tennessee,SEC,+19.98,108.9,28,88.9,21,70.3,285,6,+24.72,111.9,29,87.2
20,Oregon,P12,+19.94,109.8,14,89.9,29,69.9,305,20,+20.52,112.9,16,92.4
21,Kentucky,SEC,+19.94,108.4,33,88.5,16,72.2,161,52,+14.94,106.9,79,92.0
22,Illinois,B10,+19.86,109.7,17,89.9,27,72.5,134,8,+24.67,116.0,10,91.4
23,Virginia Tech,ACC,+19.79,109.7,16,90.0,30,69.2,331,31,+18.23,111.8,34,93.6
24,Florida,SEC,+19.49,109.0,27,89.5,25,69.9,303,38,+17.49,111.8,32,94.3
25,Michigan,B10,+19.33,110.5,12,91.2,42,72.2,156,4,+27.11,117.4,6,90.3
26,Stanford,P12,+19.13,105.6,69,86.5,3,73.4,81,45,+15.99,106.7,84,90.7
27,Louisville,ACC,+18.90,109.6,20,90.7,38,69.5,319,27,+18.94,111.0,40,92.1
28,Marquette,BE,+18.67,108.3,37,89.6,26,73.8,63,53,+14.79,111.5,36,96.7
29,Clemson,ACC,+18.52,106.5,54,88.0,11,70.6,268,19,+20.86,107.7,72,86.8
30,Arizona St.,P12,+18.39,111.7,8,93.3,68,76.1,11,66,+12.50,108.2,69,95.7
31,Rutgers,B10,+18.34,106.2,59,87.8,10,72.8,116,39,+17.17,110.5,45,93.4
32,Purdue,B10,+18.20,109.8,15,91.6,48,71.5,212,28,+18.66,111.3,38,92.6
33,Oklahoma,B12,+18.00,108.3,36,90.3,36,73.5,76,29,+18.42,112.7,19,94.3
34,San Diego St.,MWC,+17.87,107.8,40,90.0,31,69.3,327,41,+16.55,108.4,66,91.8
35,Oklahoma St.,B12,+17.51,107.6,42,90.1,33,72.0,173,33,+18.12,110.2,51,92.1
36,Minnesota,B10,+17.35,107.4,46,90.0,32,74.3,40,34,+18.01,111.9,30,93.9
37,Maryland,B10,+17.06,109.7,18,92.6,59,69.6,313,43,+16.09,112.7,18,96.7
38,LSU,SEC,+17.02,114.2,4,97.2,122,71.2,231,22,+20.25,118.0,5,97.7
39,UCLA,P12,+16.79,109.4,23,92.6,60,68.0,351,24,+19.90,116.0,9,96.1
40,Arizona,P12,+16.53,105.9,61,89.4,22,72.6,128,30,+18.33,113.6,13,95.3
41,N.C. State,ACC,+16.48,108.5,32,92.0,53,72.5,138,59,+13.29,109.9,55,96.7
42,Mississippi,SEC,+16.47,105.9,63,89.4,23,71.5,208,55,+14.23,105.1,102,90.9
43,Saint Louis,A10,+16.42,107.2,50,90.8,39,70.4,282,32,+18.14,110.9,41,92.8
44,Miami FL,ACC,+16.28,107.4,47,91.1,41,72.7,121,79,+10.23,104.6,109,94.3
45,Syracuse,ACC,+16.05,107.5,45,91.5,47,73.8,62,40,+16.78,110.3,50,93.5
46,Colorado,P12,+15.85,107.2,49,91.4,44,71.4,220,14,+22.02,112.9,17,90.8
47,Memphis,Amer,+15.76,104.4,81,88.7,18,74.2,45,67,+12.10,102.6,151,90.5
48,Seton Hall,BE,+15.74,107.3,48,91.6,49,72.7,127,44,+16.03,111.8,31,95.8
49,Arkansas,SEC,+15.67,107.0,51,91.3,43,74.3,42,36,+17.89,111.2,39,93.3
50,Richmond,A10,+15.62,107.6,43,92.0,52,73.9,57,51,+15.01,112.2,25,97.2
51,Connecticut,BE,+15.55,108.4,35,92.8,64,71.0,246,23,+19.92,110.9,42,91.0
52,Loyola Chicago,MVC,+15.49,105.7,68,90.2,34,69.5,320,48,+15.32,108.5,64,93.2
53,SMU,Amer,+15.39,109.0,26,93.7,70,71.6,197,54,+14.30,110.4,49,96.1
54,Dayton,A10,+15.14,109.4,24,94.2,78,70.9,251,75,+11.32,109.0,58,97.7
55,Missouri,SEC,+15.04,106.4,56,91.4,45,71.1,238,46,+15.97,108.2,70,92.2
56,Utah,P12,+15.00,107.6,44,92.6,58,70.7,264,63,+12.80,108.3,67,95.5
57,TCU,B12,+14.64,103.1,100,88.5,17,67.8,352,96,+7.29,105.2,99,97.9
58,Alabama,SEC,+14.58,106.3,57,91.7,51,78.0,2,21,+20.25,112.6,21,92.3
59,USC,P12,+14.32,106.7,53,92.4,55,71.6,196,17,+21.20,111.6,35,90.4
60,Cincinnati,Amer,+14.30,105.1,73,90.8,40,71.8,183,80,+10.08,105.3,98,95.3
61,Providence,BE,+14.16,105.8,65,91.7,50,71.5,209,65,+12.70,110.5,47,97.8
62,Penn St.,B10,+13.72,106.5,55,92.8,63,74.0,52,47,+15.87,112.5,23,96.6
63,Butler,BE,+13.34,105.9,62,92.6,57,68.4,346,97,+7.16,104.2,117,97.1
64,Texas A&M,SEC,+12.86,103.1,101,90.2,35,70.1,299,98,+7.12,102.1,160,95.0
65,Xavier,BE,+12.36,105.7,67,93.3,69,71.5,205,50,+15.03,110.7,43,95.6
66,Iowa St.,B12,+12.05,108.1,39,96.0,103,72.6,133,91,+7.63,106.3,87,98.7
67,South Carolina,SEC,+12.05,104.4,82,92.4,56,74.6,34,62,+12.84,106.8,81,94.0
68,Western Kentucky,CUSA,+11.83,108.2,38,96.4,110,71.3,223,89,+7.93,107.0,78,99.1
69,Northwestern,B10,+11.80,104.6,77,92.7,62,70.2,288,61,+13.03,108.6,63,95.6
70,VCU,A10,+11.53,102.0,122,90.5,37,73.0,108,60,+13.05,104.6,110,91.5
71,Saint Mary's,WCC,+11.18,103.2,98,92.1,54,68.8,338,82,+9.98,104.8,104,94.9
