Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+30.44,118.6,3,88.2,11,70.0,213,2,+31.80,119.3,4,87.5
2,Gonzaga,WCC,+30.06,119.0,2,88.9,14,75.5,14,1,+32.11,123.7,1,91.5
3,Wisconsin,B10,+25.84,112.5,10,86.7,4,67.4,324,11,+23.88,113.9,11,90.0
4,Villanova,BE,+25.71,117.1,4,91.4,29,65.3,350,5,+26.75,119.7,3,93.0
5,Iowa,B10,+24.14,119.5,1,95.4,80,75.2,19,3,+27.42,123.5,2,96.0
6,Tennessee,SEC,+23.35,109.8,29,86.4,3,68.4,293,6,+24.72,111.9,29,87.2
7,West Virginia,B12,+22.99,110.9,19,88.0,9,70.4,179,15,+21.29,113.0,15,91.7
8,Texas,B12,+22.96,110.5,21,87.6,7,69.4,245,7,+24.71,113.8,12,89.1
9,Kansas,B12,+22.73,109.9,25,87.2,6,71.8,103,13,+22.47,112.6,22,90.1
10,Texas Tech,B12,+22.42,107.7,55,85.3,1,67.0,334,12,+23.03,112.1,27,89.0
11,Houston,Amer,+22.13,112.3,11,90.2,20,68.4,291,9,+24.09,112.7,20,88.6
12,Illinois,B10,+22.11,114.0,7,91.9,35,73.3,40,8,+24.67,116.0,10,91.4
13,Duke,ACC,+21.80,111.4,16,89.6,16,70.9,151,26,+19.21,112.4,24,93.2
14,Creighton,BE,+21.50,115.5,5,94.0,59,71.7,106,10,+23.97,116.5,7,92.5
15,Michigan,B10,+21.26,112.8,9,91.5,30,69.5,236,4,+27.11,117.4,6,90.3
16,Indiana,B10,+20.71,108.4,48,87.7,8,69.5,238,37,+17.82,109.6,56,91.8
17,Rutgers,B10,+20.57,110.1,23,89.6,15,70.8,162,39,+17.17,110.5,45,93.4
18,Virginia,ACC,+20.57,107.5,57,86.9,5,61.8,357,16,+21.23,111.8,33,90.6
19,Oregon,P12,+20.22,111.1,18,90.8,23,70.6,173,20,+20.52,112.9,16,92.4
20,Ohio St.,B10,+20.20,112.9,8,92.7,45,67.2,326,18,+21.18,116.2,8,95.0
21,Clemson,ACC,+19.74,106.0,76,86.3,2,68.2,295,19,+20.86,107.7,72,86.8
22,North Carolina,ACC,+19.73,109.4,35,89.7,18,71.8,100,35,+17.97,108.9,59,91.0
23,Florida,SEC,+19.38,109.9,26,90.5,21,71.9,98,38,+17.49,111.8,32,94.3
24,Colorado,P12,+19.00,109.1,40,90.1,19,69.9,219,14,+22.02,112.9,17,90.8
25,Florida St.,ACC,+18.70,109.8,27,91.1,28,70.6,172,25,+19.79,113.1,14,93.3
26,Purdue,B10,+18.58,110.7,20,92.2,37,69.2,258,28,+18.66,111.3,38,92.6
27,Michigan St.,B10,+18.49,111.6,14,93.1,52,73.1,46,42,+16.25,110.2,52,94.0
28,LSU,SEC,+18.47,115.1,6,96.6,95,70.9,152,22,+20.25,118.0,5,97.7
29,Syracuse,ACC,+18.30,109.1,39,90.9,24,73.0,51,40,+16.78,110.3,50,93.5
30,UCLA,P12,+18.27,112.3,12,94.1,60,66.4,342,24,+19.90,116.0,9,96.1
31,Saint Louis,A10,+18.20,110.1,22,91.9,36,70.5,178,32,+18.14,110.9,41,92.8
32,Louisville,ACC,+17.52,109.3,37,91.8,33,68.6,277,27,+18.94,111.0,40,92.1
33,USC,P12,+17.51,109.0,44,91.5,31,69.2,256,17,+21.20,111.6,35,90.4
34,Missouri,SEC,+17.47,109.8,31,92.3,39,69.7,230,46,+15.97,108.2,70,92.2
35,Stanford,P12,+17.44,106.0,78,88.5,12,71.5,116,45,+15.99,106.7,84,90.7
36,Virginia Tech,ACC,+17.36,109.7,33,92.4,41,66.9,336,31,+18.23,111.8,34,93.6
37,Arkansas,SEC,+17.20,108.1,51,90.9,25,73.2,45,36,+17.89,111.2,39,93.3
38,Mississippi,SEC,+17.08,105.2,87,88.1,10,69.5,240,55,+14.23,105.1,102,90.9
39,San Diego St.,MWC,+17.02,108.0,54,91.0,26,67.1,330,41,+16.55,108.4,66,91.8
40,Oklahoma,B12,+16.83,111.6,15,94.8,73,71.3,125,29,+18.42,112.7,19,94.3
41,N.C. State,ACC,+16.68,108.3,49,91.6,32,72.6,71,59,+13.29,109.9,55,96.7
42,Marquette,BE,+16.65,111.2,17,94.5,70,69.2,260,53,+14.79,111.5,36,96.7
43,Arizona,P12,+16.51,108.3,50,91.8,34,70.1,202,30,+18.33,113.6,13,95.3
44,Penn St.,B10,+16.29,109.3,38,93.0,51,70.7,164,47,+15.87,112.5,23,96.6
45,Oklahoma St.,B12,+16.27,107.3,62,91.1,27,73.7,33,33,+18.12,110.2,51,92.1
46,Connecticut,BE,+16.17,109.0,45,92.8,48,67.9,314,23,+19.92,110.9,42,91.0
47,SMU,Amer,+16.13,109.8,30,93.6,56,70.6,171,54,+14.30,110.4,49,96.1
48,Xavier,BE,+16.00,112.1,13,96.1,88,69.1,261,50,+15.03,110.7,43,95.6
49,Maryland,B10,+15.85,110.1,24,94.3,64,68.0,304,43,+16.09,112.7,18,96.7
50,Kentucky,SEC,+15.76,106.3,73,90.6,22,70.3,188,52,+14.94,106.9,79,92.0
51,Seton Hall,BE,+15.62,109.7,32,94.1,61,69.3,249,44,+16.03,111.8,31,95.8
52,Minnesota,B10,+15.61,108.8,46,93.1,53,75.1,21,34,+18.01,111.9,30,93.9
53,Richmond,A10,+15.28,109.5,34,94.3,65,73.0,52,51,+15.01,112.2,25,97.2
54,VCU,A10,+15.09,104.7,93,89.7,17,71.1,137,60,+13.05,104.6,110,91.5
55,Loyola Chicago,MVC,+14.97,107.5,59,92.5,43,68.9,270,48,+15.32,108.5,64,93.2
56,Alabama,SEC,+14.91,108.5,47,93.6,55,74.3,31,21,+20.25,112.6,21,92.3
57,Northwestern,B10,+13.76,106.5,70,92.7,46,71.2,132,61,+13.03,108.6,63,95.6
