Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,24-0,+36.85,125.7,1,88.8,10,75.2,3,+.017,132,+5.79,102
2,Michigan,B10,19-2,+32.78,119.4,6,86.6,3,67.6,240,+.071,49,+15.38,15
3,Baylor,B12,20-1,+31.91,123.4,3,91.5,26,68.5,188,+.060,59,+7.58,88
4,Iowa,B10,19-7,+30.28,125.0,2,94.7,58,70.2,101,-.042,267,+14.83,16
5,Illinois,B10,19-6,+29.76,118.3,9,88.5,8,70.9,78,+.006,154,+16.74,9
6,Houston,Amer,20-3,+29.58,117.5,10,87.9,5,65.8,311,-.034,249,+5.71,104
7,Ohio St.,B10,18-7,+25.87,122.5,4,96.6,79,67.4,248,+.006,155,+16.39,11
8,Alabama,SEC,20-6,+24.86,111.5,41,86.6,4,74.2,10,+.004,160,+13.32,25
9,Florida St.,ACC,15-4,+24.21,118.3,8,94.1,50,70.5,94,+.004,159,+10.58,54
10,Villanova,BE,16-4,+24.21,120.0,5,95.8,67,65.5,320,+.047,82,+11.60,45
11,Loyola Chicago,MVC,22-4,+23.73,109.7,61,85.9,1,64.7,335,-.024,232,+2.75,137
12,Wisconsin,B10,16-10,+23.49,112.7,29,89.2,11,65.3,325,-.036,254,+16.11,13
13,Arkansas,SEC,20-5,+23.23,112.8,28,89.6,13,73.0,23,+.058,60,+10.15,59
14,Purdue,B10,17-8,+23.22,114.0,19,90.8,20,66.8,273,+.024,120,+16.27,12
15,USC,P12,20-6,+23.00,112.8,27,89.8,15,67.9,218,-.010,202,+9.17,70
16,Virginia,ACC,16-6,+22.83,115.0,15,92.1,30,60.4,357,+.028,112,+10.69,53
17,Colorado,P12,20-7,+22.74,114.4,18,91.6,27,67.0,265,-.041,264,+8.99,71
18,Creighton,BE,17-7,+22.23,115.9,12,93.6,45,69.2,150,-.034,248,+11.46,47
19,San Diego St.,MWC,20-4,+22.14,110.6,51,88.5,7,66.6,280,-.003,183,+4.82,113
20,Texas Tech,B12,17-8,+22.03,112.2,34,90.2,17,65.8,312,-.075,318,+8.64,75
21,BYU,WCC,19-5,+21.63,113.5,25,91.9,29,68.1,208,+.047,83,+8.17,80
22,West Virginia,B12,18-7,+21.62,117.0,11,95.3,62,69.7,126,-.012,208,+13.49,23
23,Kansas,B12,19-8,+21.44,110.1,57,88.7,9,68.6,180,+.034,101,+13.76,20
