,season,tm_code,tm,stat_name,raw_stat,adj_stat,season_raw_stat_mean,season_raw_stat_sd,season_adj_stat_mean,season_adj_stat_sd,rank_asc,rk_group,raw_rtg,raw_rk,adj_rtg,adj_rk
0,2023,0,Abilene Christian,tm_effective_field_goal_percentage,0.518,0.507141292,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,61.43148257,147,56.61553049,167
1,2023,1,Air Force,tm_effective_field_goal_percentage,0.549,0.551462509,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,92.04426572,25.5,94.41313715,21
2,2023,2,Akron,tm_effective_field_goal_percentage,0.517,0.487444154,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,60.04590167,153.5,32.05414931,249
3,2023,3,Alabama,tm_effective_field_goal_percentage,0.534,0.553713744,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,80.71229103,66,95.18192389,16
4,2023,4,Alabama A&M,tm_effective_field_goal_percentage,0.502,0.469036239,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,38.73712475,226.5,14.51308777,311
5,2023,5,Alabama State,tm_effective_field_goal_percentage,0.426,0.414693131,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,0.123993486,360,0.252878438,364
6,2023,6,Albany (NY),tm_effective_field_goal_percentage,0.482,0.461167122,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,15.69368623,301.5,9.503933084,327
7,2023,7,Alcorn State,tm_effective_field_goal_percentage,0.451,0.45518038,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,1.681002309,353,6.646166752,342
8,2023,8,American,tm_effective_field_goal_percentage,0.549,0.533170058,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,92.04426572,25.5,84.20164425,57
9,2023,9,Appalachian State,tm_effective_field_goal_percentage,0.51,0.470891026,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,50.08788303,193,15.91489569,309
10,2023,10,Arizona,tm_effective_field_goal_percentage,0.564,0.581447841,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,97.43384201,9,99.46711298,2
11,2023,11,Arizona State,tm_effective_field_goal_percentage,0.484,0.513286835,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,17.48858909,294.5,64.20793689,132
12,2023,12,Arkansas,tm_effective_field_goal_percentage,0.527,0.535174622,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,73.07260649,99,85.70541079,52
13,2023,13,Arkansas State,tm_effective_field_goal_percentage,0.484,0.464235585,0.509938889,0.027741176,0.501955554,0.031127975,FALSE,D1,17.48858909,294.5,11.28000821,321
